age,height,weight,heart_rate,vo2_max,resting_heart_rate,steps,active_minutes
41,63.4,174.1,99,47.3,62,17968,159
45,55,185.1,96,46.4,84,13149,95
25,58.4,153.4,90,38.2,76,11717,67
45,57.4,159.7,175,50.8,63,19866,66
53,98.7,160.7,76,56.7,49,18642,147
43,88,186.9,68,31.3,50,15640,34
25,98.4,159.5,168,42.5,56,18837,85
45,72,178.7,123,47.8,61,10990,124
45,63.9,160.8,116,47.6,83,6170,140
54,89.9,193.1,72,30.6,51,7136,92
58,66.3,197.1,96,36.3,55,3712,163
53,65,175.9,73,31.9,78,4002,22
44,61.6,167.6,134,47.1,46,10151,144
34,56.5,161.7,84,49.4,58,17670,171
26,62.8,152.5,154,34.8,62,8254,31
50,67.8,163.4,137,40,53,12473,93
37,83.7,182.7,116,39.9,83,17303,116
30,53.1,176.7,130,54.6,48,15761,32
45,60.5,197.2,147,35.8,58,10918,23
46,90.5,169.8,172,46.4,55,3831,103
30,57.3,184.7,159,53.5,74,3821,96
52,67.1,174.5,101,54.9,84,3816,120
23,93.2,175.6,101,50,71,17878,61
35,57.7,163.4,106,39,73,18475,92
22,54.1,172.7,175,54.7,76,5432,176
42,74.2,173.5,103,52.3,74,17482,50
19,65.1,185.3,100,51.1,70,5679,173
27,78.2,197,62,32,74,18986,15
47,90.2,166.5,170,31.3,54,18811,160
22,56.9,152.1,167,50.9,56,10198,147
50,79,174.8,149,58.3,77,8263,108
18,75.3,177.2,170,53.2,78,19757,94
35,57.2,158.4,149,54.9,62,10832,69
49,81.2,188,60,46.3,83,13954,39
28,63.7,199.2,138,39.1,60,7162,79
38,74.4,197.3,70,50.3,48,5811,14
43,54.1,159.9,160,51.4,54,5306,88
42,73,193.8,66,50.3,72,10637,52
39,65.3,185.2,71,58.4,62,14133,86
44,91.1,172.7,175,41,53,16218,15
30,52.8,177,97,31.2,66,10704,11
50,70.9,192.5,113,57.3,54,17885,26
51,72.9,174,126,34.8,84,3401,97
58,86.3,168.7,165,50.9,67,12004,21
52,78.7,174.7,112,56.2,57,2545,87
18,83.4,179,149,39.3,68,4533,16
38,88.9,159.5,177,54.9,57,4009,169
23,93.1,195,153,40,69,7901,166
45,65.7,183.7,91,53.8,73,6085,82
34,76.9,181.7,159,32.1,60,4215,87
22,92,155,104,49.7,84,18041,34
48,99.5,180.2,110,50.3,50,17763,62
22,94.5,156,96,44.7,52,4184,166
55,68.6,153.9,178,50.6,78,12354,91
20,59.8,176.4,118,57.7,62,3275,90
40,74.5,170.1,113,52,76,11504,143
54,87.1,179.4,77,58.8,54,5523,85
54,74.6,154.5,60,43.5,78,10707,175
27,74.2,171.5,176,45.8,67,3019,12
27,91.9,158.7,80,37.9,63,3049,44
36,68.1,199.4,87,59.6,64,15381,56
34,93,178.1,171,31.7,78,4340,170
38,70.3,184.4,75,40.8,82,11449,102
31,66.4,166.3,107,38.9,61,17622,140
26,72.7,154.7,87,41.6,49,4985,68
18,88.1,198.8,81,57.5,46,14061,105
30,56.3,164.3,142,41,78,7705,27
21,59.8,171.2,171,57.5,64,19528,135
18,97.6,182.5,60,42.7,46,2705,86
57,58.8,151.2,154,55.6,72,4484,75
49,78.4,190.5,175,45.7,62,3745,162
51,79,176.8,175,39.3,83,18216,29
45,74.5,163.9,101,43.5,79,11161,166
48,82.2,153.1,157,42.7,59,15974,27
25,61.5,158.1,169,37.8,83,2777,81
56,77.6,194.8,163,38.7,84,11525,164
43,68.6,184.3,129,35.6,83,12309,131
51,83.1,162.5,151,40.1,47,12580,179
20,57.1,153.3,62,48.7,63,5114,75
29,78.5,184.5,154,41.6,67,14405,108
18,59.3,178.6,139,51.4,63,4936,35
22,63.9,170.2,140,59.6,62,3345,160
47,60.9,168.2,103,41.3,74,4041,14
47,59.1,160.8,86,43.9,83,16330,89
34,91.3,183.5,110,34.9,63,15198,115
40,64.3,198.5,83,41.8,49,9504,20
32,96.4,158.8,79,51.8,57,11747,156
54,98.5,179.9,91,36.5,78,19073,149
38,78.6,171.2,158,35.5,68,2119,139
31,57.2,172.3,72,41.3,62,8169,159
19,68.7,162.7,171,54.6,48,7832,163
28,89.9,191.3,102,48.7,80,16649,42
56,68.4,174.3,79,58.7,52,14246,33
55,54.4,177.2,171,57.1,45,3613,158
51,77.8,165.2,175,34.5,82,17575,55
55,92.3,159.1,61,31.3,80,9623,27
51,89.8,154.3,127,42,82,5033,142
35,58.8,185.7,150,45.7,57,7659,17
47,83.6,159.8,119,45.5,66,14255,94
32,61,184.5,148,34,73,14080,120
44,60.9,169.5,63,33.7,53,13976,66
51,93.7,170.8,155,31.4,71,12818,14
55,62.5,173.5,76,55.5,48,17718,22
50,63.2,168.4,60,58.4,84,11341,92
41,50,155,92,33.5,61,17196,174
32,93.5,165.5,89,36.4,81,18296,99
47,89.6,183.2,64,32.7,47,16134,166
59,81.4,183.3,177,56.3,48,14241,78
34,87.5,164.3,71,58.8,84,2455,41
22,57.6,173,161,37.9,60,9643,111
46,72.9,159.7,91,39.1,55,6620,139
21,67.6,160.5,97,40.9,71,10867,78
27,54.7,151.2,76,45.1,70,18126,172
34,74.3,194.8,117,50.5,75,7099,152
27,96,160.5,177,45.1,78,15887,81
34,52,161.4,168,58.5,52,12546,120
37,64.6,164,99,33,83,17435,74
41,60.4,156.4,155,54,45,2059,175
22,61.9,182,83,40,46,14673,26
51,95.4,153.8,71,41.3,71,7531,89
23,73.4,156.7,170,51.3,47,4764,138
19,73.3,182.2,154,57.9,78,3794,12
30,88,167,78,51.5,60,12721,136
28,57.7,185.4,88,53.3,45,7686,137
40,74.4,177.9,144,52.5,51,16675,79
33,71.5,162.8,149,39.6,79,6987,61
48,79.8,182.5,111,52.7,66,14888,131
28,100,155.8,151,53.5,76,8580,12
33,88.5,176.8,76,46,70,15533,103
25,69.9,171.9,132,46.1,50,19757,56
21,91.4,163.4,80,52.8,55,5553,84
57,58.5,180.2,173,54.5,75,10144,100
21,51.5,193.6,119,40.1,65,11274,95
42,60.2,199.9,157,54,66,14439,15
20,67,180.4,134,54.4,45,7437,104
49,75.5,170.2,178,37,65,14277,70
20,80.8,161.3,79,51.5,64,10749,52
44,95.5,162.9,172,35.6,53,15785,65
46,75.5,174,112,32.8,71,7915,123
49,75.1,168.4,173,47.2,73,11734,157
36,52.5,195.7,170,57.3,77,16703,56
38,51.7,168.4,162,31.1,45,4382,178
22,77.6,168.7,139,54.8,47,11473,40
35,71.9,169.2,122,45.2,76,6358,111
45,92,191.8,116,55.8,64,10312,73
59,58,182.5,88,55.3,61,16031,99
39,51.2,180.7,60,56.3,81,2139,100
38,72.5,166.7,141,53.1,82,9644,55
23,61.9,190.9,118,55.3,54,3815,119
18,52.5,151.9,123,35.3,73,6301,104
22,86.2,193.5,145,39.1,76,14330,33
58,55.6,175.6,131,37.3,57,17185,98
29,80.4,169.9,130,52.3,75,9285,46
43,64.1,174.9,148,34.6,48,11220,178
51,58.7,183.4,153,35.5,62,12446,162
31,69,150.6,157,56.4,55,16150,38
43,90.1,193.6,103,51.2,62,10536,168
44,69.6,172.3,107,56.3,81,5235,116
26,87.5,167.1,164,34.2,77,3387,139
43,56.3,156.9,175,42,81,14209,149
39,88.6,172,134,38.5,47,2983,142
47,61.8,174.8,74,30.3,45,16346,100
34,83.9,170.2,94,38.5,63,9548,65
43,78.3,183.9,82,41.4,50,8853,87
53,96.5,171,112,32.8,54,2775,80
18,69.4,198.1,104,47,81,19119,174
25,53.3,180,144,41.5,56,19870,45
52,51,190.4,151,31.4,61,18779,83
32,91.3,155.5,72,51.1,71,14970,38
39,76.2,169.9,93,51.9,46,4001,89
31,88.8,166.8,97,55,69,13639,175
43,61.7,178.5,129,44.6,72,16756,111
45,67.3,193.1,167,59.1,81,10062,178
40,51.5,153.9,127,57.4,81,12046,42
31,98.1,153.6,64,46.5,61,6188,102
41,83.4,192.5,178,43.3,49,15886,121
19,96.7,160.6,99,30.1,63,8349,132
43,63.3,183.4,129,51.3,48,8180,150
31,80.6,177.1,80,46.9,83,15322,143
24,83.9,191.6,87,58.1,82,9794,17
20,65.9,156.3,62,47.8,74,15401,127
40,92.4,156.5,82,59.8,76,19127,18
35,97.4,177.8,131,55.6,81,8162,160
55,94.2,197.3,78,58.6,71,17923,30
52,87,170.7,176,39.8,76,18757,138
32,63.9,166.3,134,34.5,55,7905,55
42,64.1,180.3,109,53.9,57,14276,71
54,98.2,196.5,133,53.6,79,7689,11
45,50.5,191.8,117,36.3,61,17380,113
27,85.8,199.8,151,52.9,74,17508,84
56,85.3,151.1,79,47.5,62,8897,110
34,81.1,155.6,167,33.3,81,3564,97
56,99.5,180.5,175,45.1,74,18334,137
39,65.6,191,151,57.9,70,15870,92
43,67,164.3,152,45.2,60,16219,14
42,53.9,162,131,53.7,55,18441,102
34,72.1,189.3,142,30.9,48,12379,48
30,63.1,152.8,112,51.8,59,4948,137
37,67.2,168.5,171,58.4,56,5134,75
42,91.7,175.3,144,45,71,19971,54
21,96.8,178,141,40.1,48,10969,84
27,59.3,186.4,68,49.4,79,5678,110
20,68.6,167.7,63,57.5,65,12740,150
58,96.4,180.6,100,35.3,80,19382,102
35,53.1,179.3,84,42.1,46,5343,128
53,54.6,177.4,93,34.7,83,6014,41
39,58.1,182,132,44.9,72,7107,118
51,79.8,163,68,46.2,78,13870,52
25,57.5,154.2,141,58.3,77,6328,145
57,98.4,156,134,42.4,52,6655,83
36,72.3,161.2,72,47,52,7858,148
59,75.1,175,161,56.6,66,7620,165
58,62.3,192,68,39.6,71,11112,48
54,73.5,185.1,139,50.2,72,9004,35
23,83.1,189.5,63,52.7,55,3242,81
43,87.6,167.5,93,39.9,71,18464,111
51,87.7,170.2,66,34.9,45,4661,35
23,78.9,169.7,74,45.1,83,6798,41
54,95.2,159.6,97,40.7,72,2540,55
50,90.9,153.1,134,38,71,5157,165
39,87.9,179.5,155,59.2,52,6717,144
38,52.8,199.5,150,45.1,68,7336,44
23,50.3,158.3,153,55.7,84,9165,31
23,60.6,152.3,111,35.9,80,11512,159
21,83.2,189,140,58.2,68,16728,131
47,70.6,162.6,159,53.8,66,15754,12
28,70.1,191.5,142,54.3,54,7209,55
47,94.2,185.2,66,41.7,48,16490,17
48,94.8,197.3,166,44.6,52,9645,13
41,95.5,170.4,104,47.8,83,7740,24
26,65.7,183.1,118,53.7,59,6154,53
20,84.6,173.2,80,55.5,52,4665,176
48,63.6,181.5,87,32.3,73,8018,129
57,59.5,172.5,62,57.1,83,7713,85
54,59.2,159.4,73,58.1,79,15071,166
53,67.1,175.4,61,47.8,58,17327,171
41,71.5,176.4,88,35.6,76,3026,163
48,91.5,190.5,77,54.6,51,6473,121
23,56,186.8,96,46.5,77,6667,96
19,86.7,183.2,104,54.5,79,18970,27
37,76.6,155.7,104,54.4,71,17941,61
45,64.4,186,83,32.6,45,2684,63
28,74.6,175,179,48.2,50,5268,51
21,65,194.7,105,44.5,46,17193,102
32,79.8,196,71,58.4,51,2658,150
23,71.7,152.8,112,38.9,52,3296,41
47,58.2,191,104,36.2,73,3525,92
55,55.8,151.9,91,56.9,60,12274,90
19,77.3,168.4,77,34.5,73,9150,75
32,95.1,177.1,72,50.6,75,9792,91
28,67.2,157.4,63,39,66,8604,176
25,86.7,187.3,82,47,54,17053,164
43,82.9,150.4,121,48.5,48,7789,87
22,96.6,158.4,113,42.5,69,9420,63
23,91,179,133,59.2,57,7753,82
43,78.3,185.7,114,34,61,17544,23
21,82.9,195.8,128,41.7,84,7108,145
36,94.9,185.3,173,42.9,52,7247,44
37,70,183.6,99,48.9,67,10401,155
50,66.3,169.7,73,42.2,51,19007,87
37,50.5,150.1,157,32.9,76,11997,61
29,91.3,156,87,58.4,68,7261,81
18,90,176.7,131,42.5,45,6268,145
43,55.2,183.8,139,40.3,80,7984,174
31,78.8,170.9,154,43.4,71,2010,75
55,73.2,186.5,130,36.5,50,19144,90
54,55.9,176.1,126,33,75,3177,86
28,99,153.7,88,34.5,56,11168,127
53,60.7,159.6,159,35,70,4389,178
30,53.4,192,120,35.9,69,8364,82
20,79.7,186.2,162,42.6,48,17777,36
50,86.9,194.7,127,48.7,50,13865,157
23,51.6,155.9,68,48.9,57,14327,47
27,82.9,199.5,178,30,69,19866,149
22,76.6,160.5,76,57.6,75,4310,179
40,55.2,150.6,108,54.7,66,5741,95
27,58.6,199.9,122,58.9,79,9285,110
19,78.4,164.1,143,40.8,65,5839,112
30,64.8,183.4,137,49.9,59,9581,40
57,96.9,158.8,105,35,47,16137,49
19,90.9,179,152,54.5,81,7237,82
37,99.2,195.2,72,34.8,70,14504,176
18,63,166,159,39.8,61,3740,147
54,98.5,183.5,104,44.7,82,7291,166
26,71.6,159.4,112,47.8,79,7247,177
34,67.4,181.2,76,46.8,52,10845,167
26,52.5,166.8,106,33.1,55,13733,139
28,52.6,160.6,121,42.7,68,8566,91
32,84.6,165.7,109,57.7,52,2852,165
41,72.9,158.9,102,56.2,74,11753,41
55,61.3,195.1,127,47.7,45,14137,97
52,80.7,169.9,143,47.2,78,12868,111
47,62.6,162.3,134,33.4,64,16905,98
48,78.9,172.4,165,36,80,19702,98
22,68,166,145,37.6,78,18505,41
31,91.2,187.2,168,44.6,78,6254,164
28,91,198.6,177,51.9,57,18239,63
26,73.9,171.9,131,43.8,50,10498,105
51,67.5,193.1,87,33.8,80,14174,168
29,68.1,178.3,104,43.2,69,3896,123
52,90.3,157.9,100,34.9,71,14878,33
52,66.4,184.5,153,52.5,75,7976,172
18,60.5,175.7,156,35,47,5911,39
57,54.2,182.5,156,44.5,72,18337,106
39,73.3,194.5,170,50.8,48,10340,64
46,74.1,172,177,36.8,61,19423,73
25,92,195.1,95,32.3,82,11582,42
28,61.1,187.5,150,46.9,78,5904,55
58,69,174.4,143,31.6,64,6876,42
54,90.4,180.2,92,47.6,57,10309,39
31,91.2,166.3,84,52.6,49,2703,88
47,69.2,199.2,167,39.9,68,7470,166
52,73,183.4,166,44.7,82,8440,101
38,65.2,152.2,78,57.9,61,4024,105
54,96.6,166.3,106,44.1,75,17751,39
22,55.9,181.2,144,59.9,72,14730,115
36,96.7,152.8,165,34.7,45,6345,111
31,84.2,151.2,92,51.3,46,12149,149
43,76.6,172.5,179,49.6,77,7634,76
21,51.6,166.6,126,56.2,84,19381,152
42,73.8,171.9,73,32.8,73,18789,19
59,70.4,163.1,138,38.4,48,13040,95
42,58.1,158.2,92,34,62,2243,70
35,82.8,184.5,101,58,68,4414,32
57,98.6,175.7,145,42.8,76,5856,20
25,78.1,160,124,57.3,53,8263,25
56,85.7,166,154,38.8,60,17185,58
57,53.4,179.6,106,33.8,65,17799,119
31,70.9,153.6,94,38.9,74,10624,89
49,55.8,157.4,176,47.9,47,14470,151
55,80.6,153.7,143,55.4,77,15772,143
50,96.9,190.6,91,41.6,75,3141,179
40,83.1,187.6,114,57.4,58,6126,154
32,53.8,187.7,113,37.3,50,16863,128
50,67.7,185.8,135,50.8,49,15584,51
42,77.5,183.5,110,52.1,73,6197,19
34,70.2,173.8,139,38.2,81,7824,58
50,91.7,182.1,118,30.8,80,14097,18
19,90.7,151.9,131,41,65,14115,176
31,80.6,181.1,179,31.4,56,19774,11
57,68.7,188.9,73,57,67,6925,77
57,62.8,175,77,58.6,58,19001,61
56,55.3,167.9,114,52.1,54,4469,148
23,67.7,163.9,153,51.8,71,14468,46
23,70.7,182.1,156,37.2,46,4702,31
20,83.8,184.6,157,32.2,58,8257,14
24,82.9,193.5,115,54.1,51,10105,139
25,53.5,167.1,167,46.8,61,5165,142
59,69.8,188.5,108,50.4,64,13370,108
32,59.1,178.1,157,53.4,52,12483,169
46,57.8,194.1,119,42.3,64,16758,156
50,91.4,176.4,172,34.3,80,6430,112
47,52.1,175.9,112,53.9,49,11238,124
56,71,178.9,130,43.6,57,7992,13
44,58.4,187.5,65,54.8,83,14249,96
53,94,198.2,129,43.1,82,8597,55
46,77.9,153.7,145,36.5,61,3407,92
55,61.6,152.7,67,35.1,50,11201,163
50,75.1,196.9,160,52.3,63,7557,59
54,86.6,176.5,74,47.2,69,17515,35
44,97.9,180.7,85,42.1,47,5406,80
50,61,174.1,98,44.8,72,13794,41
21,94.3,154.7,62,46.5,70,7700,120
39,96.7,188.4,116,37.2,52,10127,126
19,95.8,187.4,69,41.3,59,12740,106
27,81.8,165.6,62,38.8,45,3545,35
22,81.5,165.3,153,41.7,84,18518,97
27,70.2,191.9,105,45,67,4859,60
50,87.6,153.6,81,35.2,80,15057,96
55,76.6,194.1,126,41.8,60,8003,175
30,83.9,162.8,124,41.6,48,3264,35
48,71.4,179.6,156,38.6,52,18548,133
53,86.6,196.8,78,60,80,14612,40
41,91.2,183.9,159,32.2,54,18019,135
32,57.3,170.7,121,49.3,74,17577,54
46,91.6,184.5,157,35.2,80,10811,40
25,77,167.2,116,55.2,60,8725,120
22,92.2,163.9,154,57.4,74,8814,70
46,71.6,199.8,166,42,54,18185,54
21,69,187.5,147,54.7,55,5972,69
29,95.8,182.2,135,37.5,78,9594,61
19,62.6,167.8,72,34.2,60,18786,61
44,92.2,152.5,75,39.5,63,9199,85
48,74.2,151.6,75,40.3,48,8264,71
53,75.7,177.7,174,41.9,75,17874,163
53,65.4,188.1,178,41.2,79,6480,76
43,78.7,176.9,111,42.3,78,8619,88
44,66.3,192,176,51.3,70,4607,58
22,52,151.7,143,37.4,83,11382,97
37,63.6,168.3,100,30.6,50,10580,124
28,50.3,161.9,107,44.7,77,19173,53
27,98.9,172.4,150,43.4,71,3494,45
57,98.3,153.6,98,31.8,56,16388,31
55,69.8,197.7,72,34,52,8710,139
23,86.4,161.2,63,45.3,53,2820,16
25,67.3,196.1,155,37,45,14228,25
40,83.6,171.3,168,56.3,49,19847,103
43,90.3,199.3,163,35.2,51,13257,53
29,97.3,177.7,157,30.6,62,13837,119
43,70,196.5,162,43.4,84,14220,74
30,89.2,150.3,102,59.6,68,5965,82
57,63.3,187.4,140,49,70,15038,80
35,99.5,195.2,147,40.6,54,11508,167
42,51.3,157,152,30.5,84,18565,179
50,80.2,154.8,105,44.5,56,8000,83
57,83,171.2,151,36.2,66,11152,34
29,84.4,196.7,168,49.4,71,19373,91
53,56,177.1,106,47.5,47,11917,80
21,96.9,176.4,145,38,62,16654,66
22,59.1,157.1,151,32.1,49,2706,169
54,81.1,150,112,52.7,58,6847,59
25,61.1,190.5,84,47.6,69,14893,84
59,65.4,154.4,100,55.3,75,6649,147
45,77.3,181.7,62,37.8,65,13613,159
48,70.9,195.7,136,49.6,82,8596,50
26,58,160.4,154,33.6,64,15938,56
46,58.5,183.3,72,38.8,58,10614,151
31,70.9,153.9,164,49.7,64,12106,140
57,87.9,180.2,77,54.8,81,14277,87
58,94.9,158.2,96,39.6,74,17448,62
39,54.2,186.8,102,54,64,15133,25
28,69.7,165.1,93,50.3,51,13374,128
40,55,173.2,140,40.5,49,6646,37
18,50.8,180,114,56.3,75,15708,172
54,83.1,158.6,111,45.3,73,8090,139
38,80.1,187.1,144,49.4,59,14784,70
43,58.2,165.1,95,44.9,69,13279,64
53,61.7,183.1,113,43.6,57,17392,27
40,51.2,157.9,118,55.4,68,12984,58
18,91.7,184.4,173,38.8,59,4536,111
57,98.7,156.4,179,31.1,68,8879,51
32,56.8,171.3,111,56.4,70,16793,16
38,61.6,162.4,163,54.8,63,9438,141
26,93.4,187.4,78,41,68,6634,68
26,96.3,163.1,71,35.6,63,18951,58
27,71,194.1,151,50.3,61,18504,69
43,52.5,194.6,70,32.4,49,8768,15
58,52,159.8,107,42.7,48,10507,157
52,78.7,180.7,160,32.6,66,17357,40
42,69.6,154.4,151,47.9,54,2620,125
43,51.4,169.6,158,30.8,65,2453,159
28,79.2,185.7,167,48.9,69,15831,94
55,50.6,183,138,50.2,50,2958,169
19,89.4,181.2,75,44.6,74,12200,56
24,65.3,164.1,168,35.3,73,2762,171
35,52,168.9,130,33,55,17069,164
44,79.4,155.1,106,39.4,55,15697,53
51,69.9,186,126,44,71,17129,167
44,98.7,175.2,90,49.3,63,10388,170
34,77.2,185.4,135,30,66,18644,164
41,63.8,162.4,67,51.3,72,8746,65
42,85.5,166.2,148,51.4,48,7890,160
24,63.6,166.7,120,43.3,81,8053,52
23,95.2,151.3,103,40.3,63,3280,63
41,68.7,167.1,109,55.3,61,18519,77
50,77.5,190.2,94,53.5,84,9877,62
46,52.5,194.9,135,59.5,80,4545,49
39,71.3,175.9,120,41.2,67,16447,95
43,91.6,172.8,178,57.2,72,13677,146
45,90.3,151.5,144,32.6,55,10560,104
38,61.2,194,149,42.3,58,5662,147
24,61.3,150.7,114,44,57,17737,19
34,90.9,197.2,125,43.2,68,15055,167
37,96.5,174.5,73,48.8,60,8729,147
58,54.8,167.1,169,35.1,72,14798,45
37,72.5,196.2,63,56,74,6808,52
39,66.9,151.2,76,46.6,83,10048,116
45,93.5,179.1,170,57.1,71,15107,160
57,54.2,177.4,171,30.1,61,8520,141
24,60.6,161,128,48.9,70,18928,149
18,87.6,171.4,83,42.4,51,5423,133
49,52.6,182.6,108,45.2,79,6483,58
30,74.6,186.4,114,52.3,59,14527,161
47,72.1,150,130,36.8,60,9119,150
40,66.7,196.8,82,36.1,65,19481,133
36,69.7,158.2,170,51.1,61,12718,77
49,76.5,161.7,140,45.6,70,17373,111
47,58.1,163.2,71,37,79,7435,99
46,78.6,151.9,70,44.5,64,14355,171
46,90.3,156.2,174,43.8,64,3719,18
47,88,199.3,134,50.7,67,7768,19
33,57.7,165.8,157,30.1,49,13881,134
57,57.5,155.8,170,47.6,53,11166,124
36,63.4,155.3,160,48.2,67,18798,74
35,68.1,186,173,52.4,62,11042,121
18,70.4,192.7,88,56.7,73,13969,81
31,84,162.8,121,43.2,55,9203,83
19,52.8,151,112,40.3,52,6641,63
45,51.7,161.2,176,33.1,71,16374,98
47,69.6,152.8,107,40.1,46,16546,104
55,84.9,155.2,159,32.1,67,19125,112
21,59.7,171.6,150,54.1,65,16102,70
18,82.1,161.5,178,54.2,54,2591,175
25,63,175.8,165,42.5,82,2749,145
46,94.3,162.7,145,37.8,48,4219,137
56,94.8,197,125,33.5,65,11029,74
20,64.9,195.3,170,55.5,81,16777,14
49,61.5,178.3,159,56.3,56,13322,129
27,70.6,167.7,107,38,58,13673,124
27,62,169.1,153,48.7,64,10725,118
36,83.6,170.6,118,37.8,52,14654,52
51,91.3,186.4,130,36.8,71,11965,35
50,83.7,172.6,116,30.6,81,9508,20
40,91.2,192.8,135,47.3,65,17091,171
45,69.8,197.2,62,34.5,79,4570,139
49,57.8,166.8,140,30.4,83,2264,30
24,86.9,178,164,33.1,59,18025,124
46,68,154.8,91,39.4,56,15349,163
25,83.6,160,67,50.1,78,10573,137
18,63.5,170.7,146,36.1,52,13488,85
20,54.1,160.3,161,56.6,81,11358,82
41,99.6,193.8,89,38.7,74,12670,96
40,57.8,157.9,74,39.9,47,2388,115
25,99.4,172.8,133,36.5,74,4071,142
54,98.9,180.3,114,37.6,73,16968,18
20,89.7,184.6,97,32.2,45,16454,128
50,83,169.2,74,38.8,60,9840,59
45,78.9,193.5,89,55.8,75,13849,19
25,93.3,178.4,105,50.7,54,12431,122
51,64.5,172,123,56.3,74,8630,19
52,73.4,153.4,85,33.1,70,16968,87
49,81,173.2,174,43.7,56,15008,45
41,70.6,191,168,36.9,84,16719,65
31,71.4,180.7,137,51.6,49,4859,127
49,66.5,191.6,126,59.1,53,4393,46
33,78.2,174.7,95,54.5,55,16091,178
21,92.5,155.9,149,31.1,67,4050,57
54,60.1,150.7,137,39.5,61,5121,159
38,96.7,165.2,90,30.9,57,11116,96
31,84.5,184.9,137,31.2,61,6971,70
48,91.2,189.5,99,32.4,67,13767,84
35,77.8,164.8,133,38.3,83,5354,126
24,89,174.8,132,39.1,53,6474,124
27,50.8,171.1,105,42,62,5397,108
24,90.9,170.5,163,42.1,62,8281,57
50,52,161.6,166,53.1,74,14412,46
40,94.5,156.8,101,34.2,70,17751,178
38,99.6,159.8,77,34.7,62,7521,14
36,64.7,152.8,159,48.8,65,5472,109
36,60.5,159.9,95,47.2,77,7481,26
53,88.3,150.5,135,34.6,58,8209,99
46,62.7,181.4,109,55.6,54,10623,117
35,93.3,165.8,120,39.9,72,11304,29
19,55.1,198.7,99,41,58,15143,112
18,56.3,159.7,62,42.6,63,12245,106
22,99,167.3,141,39.7,70,14445,153
37,83.7,167.9,66,46.7,54,9546,16
28,92.3,150.4,90,41.7,61,7802,103
59,66.2,192,124,37.8,78,2544,75
19,83.8,151.6,154,57.1,58,8652,21
20,79.7,197,123,39.3,70,18052,49
40,80.2,194.6,177,51,78,4628,10
29,84.1,176.8,136,40.4,63,5451,67
37,78.8,177.2,152,43.1,68,10729,140
22,71.5,182.7,62,37.1,75,3436,17
54,63.8,169.4,152,52.6,84,13007,99
55,88.4,182.4,94,52.1,50,5062,84
47,61.3,152.2,74,30.7,64,18643,94
26,84.6,152.7,80,31.8,83,9551,14
51,61.7,172.9,121,57.7,78,15113,35
52,81.3,177.5,142,56.7,66,17663,94
39,87.4,194.4,87,45.2,51,6411,82
41,60.9,155.2,63,44.8,77,6841,154
34,53,191.1,168,54.4,50,9961,110
27,56.5,160.5,72,34.2,60,19102,75
47,80.3,169.7,138,49.6,52,7196,128
40,92.5,165.8,110,44.3,67,13093,56
49,52.2,170,107,52.3,62,9546,177
34,86.7,157.5,98,30.9,58,16484,101
34,67.1,175.2,155,47.8,80,17103,36
31,73.9,190.1,126,46.7,59,16680,49
26,96.4,172.1,153,55.2,49,16101,10
57,66.6,174.5,117,50.3,59,12006,148
19,73.3,192.4,143,56.4,55,5480,176
42,50.7,185.3,61,56.6,46,11933,27
56,54.1,174.5,173,42.2,67,15261,100
26,62.9,162.9,84,34.1,68,15209,56
39,51.4,194.2,70,48.9,62,10221,30
21,81.6,178.9,60,56.2,48,17065,165
43,71.3,161.1,107,32.2,59,2230,138
46,77.4,163.5,172,46.7,56,9526,23
51,58.7,190.2,107,33.4,47,7281,29
40,64.8,152.2,69,30.8,76,3251,130
54,83.2,199.6,140,50.4,80,8889,164
28,98.3,156.5,89,50.5,65,15384,131
23,52.5,189.8,94,48,50,14686,61
35,94.5,169.7,173,55.8,46,3778,77
38,78.8,174.6,78,32.4,53,10052,46
59,78.2,194,169,33.2,56,6870,91
53,75,170.6,112,55.9,68,3147,168
58,53.5,176.9,93,45.1,58,4847,58
55,54.5,152.5,91,38.2,56,2620,48
51,80,150.1,135,52.1,71,2963,147
34,67,162.2,166,56.8,54,9215,146
54,95.9,184,140,50.7,46,13052,101
42,70.3,156.1,65,53.8,75,18003,150
55,57.2,155.7,174,38.5,72,9418,27
29,85.7,170.5,72,38.7,60,19710,149
40,64.7,182.4,162,55.9,45,2121,81
59,76.3,185.6,145,48.4,66,6313,14
39,84.9,158.9,134,37,45,19460,16
38,95,154,123,45.7,75,19566,152
44,89.6,197,66,50.6,66,15982,155
48,83.8,163,104,36.6,78,2794,47
23,84,192.7,104,49.6,56,11816,35
44,97.3,193.2,144,31.3,67,10483,175
57,64.8,188.6,124,39.1,72,9326,68
51,50.1,158.4,153,50.2,56,10682,61
29,63.6,191.1,78,34.5,71,15548,170
24,60.9,188.5,174,36.7,67,17638,158
27,83.1,179.8,178,56.4,45,7986,154
34,81.7,166.9,106,50.2,46,5907,116
43,79.7,163.1,105,45,75,9081,71
38,50.8,156.1,88,36.3,46,15353,68
45,86.4,175.5,158,40.2,69,7760,11
19,66.2,179.3,176,47.2,82,15771,34
18,83.3,168,143,34.7,63,2490,178
53,77.8,173.8,159,44.5,72,6263,28
43,67.1,168.2,120,42.3,50,9769,175
46,56.7,182.1,162,44.3,83,19581,34
38,54.7,195.1,124,33.2,63,13635,176
28,91.6,158.2,82,33.2,61,3904,13
57,95.9,169.1,154,58.9,50,7269,12
