age,height,weight,heart_rate,vo2_max,resting_heart_rate
20,65.9,156.3,62,47.8,74
40,92.4,156.5,82,59.8,76
35,97.4,177.8,131,55.6,81
55,94.2,197.3,78,58.6,71
52,87,170.7,176,39.8,76
32,63.9,166.3,134,34.5,55
42,64.1,180.3,109,53.9,57
54,98.2,196.5,133,53.6,79
45,50.5,191.8,117,36.3,61
27,85.8,199.8,151,52.9,74
56,85.3,151.1,79,47.5,62
34,81.1,155.6,167,33.3,81
56,99.5,180.5,175,45.1,74
39,65.6,191,151,57.9,70
43,67,164.3,152,45.2,60
42,53.9,162,131,53.7,55
34,72.1,189.3,142,30.9,48
30,63.1,152.8,112,51.8,59
37,67.2,168.5,171,58.4,56
42,91.7,175.3,144,45,71
21,96.8,178,141,40.1,48
27,59.3,186.4,68,49.4,79
20,68.6,167.7,63,57.5,65
58,96.4,180.6,100,35.3,80
35,53.1,179.3,84,42.1,46
53,54.6,177.4,93,34.7,83
39,58.1,182,132,44.9,72
51,79.8,163,68,46.2,78
25,57.5,154.2,141,58.3,77
57,98.4,156,134,42.4,52
36,72.3,161.2,72,47,52
59,75.1,175,161,56.6,66
58,62.3,192,68,39.6,71
54,73.5,185.1,139,50.2,72
23,83.1,189.5,63,52.7,55
43,87.6,167.5,93,39.9,71
51,87.7,170.2,66,34.9,45
23,78.9,169.7,74,45.1,83
54,95.2,159.6,97,40.7,72
50,90.9,153.1,134,38,71
39,87.9,179.5,155,59.2,52
38,52.8,199.5,150,45.1,68
23,50.3,158.3,153,55.7,84
23,60.6,152.3,111,35.9,80
21,83.2,189,140,58.2,68
47,70.6,162.6,159,53.8,66
28,70.1,191.5,142,54.3,54
47,94.2,185.2,66,41.7,48
48,94.8,197.3,166,44.6,52
41,95.5,170.4,104,47.8,83
26,65.7,183.1,118,53.7,59
20,84.6,173.2,80,55.5,52
48,63.6,181.5,87,32.3,73
57,59.5,172.5,62,57.1,83
54,59.2,159.4,73,58.1,79
53,67.1,175.4,61,47.8,58
41,71.5,176.4,88,35.6,76
48,91.5,190.5,77,54.6,51
23,56,186.8,96,46.5,77
19,86.7,183.2,104,54.5,79
37,76.6,155.7,104,54.4,71
45,64.4,186,83,32.6,45
28,74.6,175,179,48.2,50
21,65,194.7,105,44.5,46
32,79.8,196,71,58.4,51
23,71.7,152.8,112,38.9,52
47,58.2,191,104,36.2,73
55,55.8,151.9,91,56.9,60
19,77.3,168.4,77,34.5,73
32,95.1,177.1,72,50.6,75
28,67.2,157.4,63,39,66
25,86.7,187.3,82,47,54
43,82.9,150.4,121,48.5,48
22,96.6,158.4,113,42.5,69
23,91,179,133,59.2,57
43,78.3,185.7,114,34,61
21,82.9,195.8,128,41.7,84
36,94.9,185.3,173,42.9,52
37,70,183.6,99,48.9,67
50,66.3,169.7,73,42.2,51
37,50.5,150.1,157,32.9,76
29,91.3,156,87,58.4,68
18,90,176.7,131,42.5,45
43,55.2,183.8,139,40.3,80
31,78.8,170.9,154,43.4,71
55,73.2,186.5,130,36.5,50
54,55.9,176.1,126,33,75
28,99,153.7,88,34.5,56
53,60.7,159.6,159,35,70
30,53.4,192,120,35.9,69
20,79.7,186.2,162,42.6,48
50,86.9,194.7,127,48.7,50
23,51.6,155.9,68,48.9,57
27,82.9,199.5,178,30,69
22,76.6,160.5,76,57.6,75
40,55.2,150.6,108,54.7,66
27,58.6,199.9,122,58.9,79
19,78.4,164.1,143,40.8,65
30,64.8,183.4,137,49.9,59
57,96.9,158.8,105,35,47
19,90.9,179,152,54.5,81
37,99.2,195.2,72,34.8,70
18,63,166,159,39.8,61
54,98.5,183.5,104,44.7,82
26,71.6,159.4,112,47.8,79
34,67.4,181.2,76,46.8,52
26,52.5,166.8,106,33.1,55
28,52.6,160.6,121,42.7,68
32,84.6,165.7,109,57.7,52
41,72.9,158.9,102,56.2,74
55,61.3,195.1,127,47.7,45
52,80.7,169.9,143,47.2,78
47,62.6,162.3,134,33.4,64
48,78.9,172.4,165,36,80
22,68,166,145,37.6,78
31,91.2,187.2,168,44.6,78
28,91,198.6,177,51.9,57
26,73.9,171.9,131,43.8,50
51,67.5,193.1,87,33.8,80
29,68.1,178.3,104,43.2,69
52,90.3,157.9,100,34.9,71
52,66.4,184.5,153,52.5,75
18,60.5,175.7,156,35,47
57,54.2,182.5,156,44.5,72
39,73.3,194.5,170,50.8,48
46,74.1,172,177,36.8,61
25,92,195.1,95,32.3,82
28,61.1,187.5,150,46.9,78
58,69,174.4,143,31.6,64
54,90.4,180.2,92,47.6,57
31,91.2,166.3,84,52.6,49
47,69.2,199.2,167,39.9,68
52,73,183.4,166,44.7,82
38,65.2,152.2,78,57.9,61
54,96.6,166.3,106,44.1,75
22,55.9,181.2,144,59.9,72
36,96.7,152.8,165,34.7,45
31,84.2,151.2,92,51.3,46
43,76.6,172.5,179,49.6,77
21,51.6,166.6,126,56.2,84
42,73.8,171.9,73,32.8,73
59,70.4,163.1,138,38.4,48
42,58.1,158.2,92,34,62
35,82.8,184.5,101,58,68
57,98.6,175.7,145,42.8,76
25,78.1,160,124,57.3,53
56,85.7,166,154,38.8,60
57,53.4,179.6,106,33.8,65
31,70.9,153.6,94,38.9,74
49,55.8,157.4,176,47.9,47
55,80.6,153.7,143,55.4,77
50,96.9,190.6,91,41.6,75
40,83.1,187.6,114,57.4,58
32,53.8,187.7,113,37.3,50
50,67.7,185.8,135,50.8,49
42,77.5,183.5,110,52.1,73
34,70.2,173.8,139,38.2,81
50,91.7,182.1,118,30.8,80
19,90.7,151.9,131,41,65
31,80.6,181.1,179,31.4,56
57,68.7,188.9,73,57,67
57,62.8,175,77,58.6,58
56,55.3,167.9,114,52.1,54
23,67.7,163.9,153,51.8,71
23,70.7,182.1,156,37.2,46
20,83.8,184.6,157,32.2,58
24,82.9,193.5,115,54.1,51
25,53.5,167.1,167,46.8,61
59,69.8,188.5,108,50.4,64
32,59.1,178.1,157,53.4,52
46,57.8,194.1,119,42.3,64
50,91.4,176.4,172,34.3,80
47,52.1,175.9,112,53.9,49
56,71,178.9,130,43.6,57
44,58.4,187.5,65,54.8,83
53,94,198.2,129,43.1,82
46,77.9,153.7,145,36.5,61
55,61.6,152.7,67,35.1,50
50,75.1,196.9,160,52.3,63
54,86.6,176.5,74,47.2,69
44,97.9,180.7,85,42.1,47
50,61,174.1,98,44.8,72
21,94.3,154.7,62,46.5,70
39,96.7,188.4,116,37.2,52
19,95.8,187.4,69,41.3,59
27,81.8,165.6,62,38.8,45
22,81.5,165.3,153,41.7,84
27,70.2,191.9,105,45,67
50,87.6,153.6,81,35.2,80
55,76.6,194.1,126,41.8,60
30,83.9,162.8,124,41.6,48
48,71.4,179.6,156,38.6,52
53,86.6,196.8,78,60,80
41,91.2,183.9,159,32.2,54
32,57.3,170.7,121,49.3,74
46,91.6,184.5,157,35.2,80
25,77,167.2,116,55.2,60
22,92.2,163.9,154,57.4,74
46,71.6,199.8,166,42,54
21,69,187.5,147,54.7,55
29,95.8,182.2,135,37.5,78
19,62.6,167.8,72,34.2,60
44,92.2,152.5,75,39.5,63
48,74.2,151.6,75,40.3,48
53,75.7,177.7,174,41.9,75
53,65.4,188.1,178,41.2,79
43,78.7,176.9,111,42.3,78
44,66.3,192,176,51.3,70
22,52,151.7,143,37.4,83
37,63.6,168.3,100,30.6,50
28,50.3,161.9,107,44.7,77
27,98.9,172.4,150,43.4,71
57,98.3,153.6,98,31.8,56
55,69.8,197.7,72,34,52
23,86.4,161.2,63,45.3,53
25,67.3,196.1,155,37,45
40,83.6,171.3,168,56.3,49
43,90.3,199.3,163,35.2,51
29,97.3,177.7,157,30.6,62
43,70,196.5,162,43.4,84
30,89.2,150.3,102,59.6,68
57,63.3,187.4,140,49,70
35,99.5,195.2,147,40.6,54
42,51.3,157,152,30.5,84
50,80.2,154.8,105,44.5,56
57,83,171.2,151,36.2,66
29,84.4,196.7,168,49.4,71
53,56,177.1,106,47.5,47
21,96.9,176.4,145,38,62
22,59.1,157.1,151,32.1,49
54,81.1,150,112,52.7,58
25,61.1,190.5,84,47.6,69
59,65.4,154.4,100,55.3,75
45,77.3,181.7,62,37.8,65
48,70.9,195.7,136,49.6,82
26,58,160.4,154,33.6,64
46,58.5,183.3,72,38.8,58
31,70.9,153.9,164,49.7,64
57,87.9,180.2,77,54.8,81
58,94.9,158.2,96,39.6,74
39,54.2,186.8,102,54,64
28,69.7,165.1,93,50.3,51
40,55,173.2,140,40.5,49
18,50.8,180,114,56.3,75
54,83.1,158.6,111,45.3,73
38,80.1,187.1,144,49.4,59
43,58.2,165.1,95,44.9,69
53,61.7,183.1,113,43.6,57
40,51.2,157.9,118,55.4,68
18,91.7,184.4,173,38.8,59
57,98.7,156.4,179,31.1,68
32,56.8,171.3,111,56.4,70
38,61.6,162.4,163,54.8,63
26,93.4,187.4,78,41,68
26,96.3,163.1,71,35.6,63
27,71,194.1,151,50.3,61
43,52.5,194.6,70,32.4,49
58,52,159.8,107,42.7,48
52,78.7,180.7,160,32.6,66
42,69.6,154.4,151,47.9,54
43,51.4,169.6,158,30.8,65
28,79.2,185.7,167,48.9,69
55,50.6,183,138,50.2,50
19,89.4,181.2,75,44.6,74
24,65.3,164.1,168,35.3,73
35,52,168.9,130,33,55
44,79.4,155.1,106,39.4,55
51,69.9,186,126,44,71
44,98.7,175.2,90,49.3,63
34,77.2,185.4,135,30,66
41,63.8,162.4,67,51.3,72
42,85.5,166.2,148,51.4,48
24,63.6,166.7,120,43.3,81
23,95.2,151.3,103,40.3,63
41,68.7,167.1,109,55.3,61
50,77.5,190.2,94,53.5,84
46,52.5,194.9,135,59.5,80
39,71.3,175.9,120,41.2,67
43,91.6,172.8,178,57.2,72
45,90.3,151.5,144,32.6,55
38,61.2,194,149,42.3,58
24,61.3,150.7,114,44,57
34,90.9,197.2,125,43.2,68
37,96.5,174.5,73,48.8,60
58,54.8,167.1,169,35.1,72
37,72.5,196.2,63,56,74
39,66.9,151.2,76,46.6,83
45,93.5,179.1,170,57.1,71
57,54.2,177.4,171,30.1,61
24,60.6,161,128,48.9,70
18,87.6,171.4,83,42.4,51
49,52.6,182.6,108,45.2,79
30,74.6,186.4,114,52.3,59
47,72.1,150,130,36.8,60
40,66.7,196.8,82,36.1,65
36,69.7,158.2,170,51.1,61
49,76.5,161.7,140,45.6,70
47,58.1,163.2,71,37,79
46,78.6,151.9,70,44.5,64
46,90.3,156.2,174,43.8,64
47,88,199.3,134,50.7,67
33,57.7,165.8,157,30.1,49
57,57.5,155.8,170,47.6,53
36,63.4,155.3,160,48.2,67
35,68.1,186,173,52.4,62
18,70.4,192.7,88,56.7,73
31,84,162.8,121,43.2,55
19,52.8,151,112,40.3,52
45,51.7,161.2,176,33.1,71
47,69.6,152.8,107,40.1,46
55,84.9,155.2,159,32.1,67
21,59.7,171.6,150,54.1,65
18,82.1,161.5,178,54.2,54
25,63,175.8,165,42.5,82
46,94.3,162.7,145,37.8,48
56,94.8,197,125,33.5,65
20,64.9,195.3,170,55.5,81
49,61.5,178.3,159,56.3,56
27,70.6,167.7,107,38,58
27,62,169.1,153,48.7,64
36,83.6,170.6,118,37.8,52
51,91.3,186.4,130,36.8,71
50,83.7,172.6,116,30.6,81
40,91.2,192.8,135,47.3,65
45,69.8,197.2,62,34.5,79
49,57.8,166.8,140,30.4,83
24,86.9,178,164,33.1,59
46,68,154.8,91,39.4,56
25,83.6,160,67,50.1,78
18,63.5,170.7,146,36.1,52
20,54.1,160.3,161,56.6,81
41,99.6,193.8,89,38.7,74
40,57.8,157.9,74,39.9,47
25,99.4,172.8,133,36.5,74
54,98.9,180.3,114,37.6,73
20,89.7,184.6,97,32.2,45
50,83,169.2,74,38.8,60
45,78.9,193.5,89,55.8,75
25,93.3,178.4,105,50.7,54
51,64.5,172,123,56.3,74
52,73.4,153.4,85,33.1,70
49,81,173.2,174,43.7,56
41,70.6,191,168,36.9,84
31,71.4,180.7,137,51.6,49
49,66.5,191.6,126,59.1,53
33,78.2,174.7,95,54.5,55
21,92.5,155.9,149,31.1,67
54,60.1,150.7,137,39.5,61
38,96.7,165.2,90,30.9,57
31,84.5,184.9,137,31.2,61
48,91.2,189.5,99,32.4,67
35,77.8,164.8,133,38.3,83
24,89,174.8,132,39.1,53
27,50.8,171.1,105,42,62
24,90.9,170.5,163,42.1,62
50,52,161.6,166,53.1,74
40,94.5,156.8,101,34.2,70
38,99.6,159.8,77,34.7,62
36,64.7,152.8,159,48.8,65
36,60.5,159.9,95,47.2,77
53,88.3,150.5,135,34.6,58
46,62.7,181.4,109,55.6,54
35,93.3,165.8,120,39.9,72
19,55.1,198.7,99,41,58
18,56.3,159.7,62,42.6,63
22,99,167.3,141,39.7,70
37,83.7,167.9,66,46.7,54
28,92.3,150.4,90,41.7,61
59,66.2,192,124,37.8,78
19,83.8,151.6,154,57.1,58
20,79.7,197,123,39.3,70
40,80.2,194.6,177,51,78
29,84.1,176.8,136,40.4,63
37,78.8,177.2,152,43.1,68
22,71.5,182.7,62,37.1,75
54,63.8,169.4,152,52.6,84
55,88.4,182.4,94,52.1,50
47,61.3,152.2,74,30.7,64
26,84.6,152.7,80,31.8,83
51,61.7,172.9,121,57.7,78
52,81.3,177.5,142,56.7,66
39,87.4,194.4,87,45.2,51
41,60.9,155.2,63,44.8,77
34,53,191.1,168,54.4,50
27,56.5,160.5,72,34.2,60
47,80.3,169.7,138,49.6,52
40,92.5,165.8,110,44.3,67
49,52.2,170,107,52.3,62
34,86.7,157.5,98,30.9,58
34,67.1,175.2,155,47.8,80
31,73.9,190.1,126,46.7,59
26,96.4,172.1,153,55.2,49
57,66.6,174.5,117,50.3,59
19,73.3,192.4,143,56.4,55
42,50.7,185.3,61,56.6,46
56,54.1,174.5,173,42.2,67
26,62.9,162.9,84,34.1,68
39,51.4,194.2,70,48.9,62
21,81.6,178.9,60,56.2,48
43,71.3,161.1,107,32.2,59
46,77.4,163.5,172,46.7,56
51,58.7,190.2,107,33.4,47
40,64.8,152.2,69,30.8,76
54,83.2,199.6,140,50.4,80
28,98.3,156.5,89,50.5,65
23,52.5,189.8,94,48,50
35,94.5,169.7,173,55.8,46
38,78.8,174.6,78,32.4,53
59,78.2,194,169,33.2,56
53,75,170.6,112,55.9,68
58,53.5,176.9,93,45.1,58
55,54.5,152.5,91,38.2,56
51,80,150.1,135,52.1,71
34,67,162.2,166,56.8,54
54,95.9,184,140,50.7,46
42,70.3,156.1,65,53.8,75
55,57.2,155.7,174,38.5,72
29,85.7,170.5,72,38.7,60
40,64.7,182.4,162,55.9,45
59,76.3,185.6,145,48.4,66
39,84.9,158.9,134,37,45
38,95,154,123,45.7,75
44,89.6,197,66,50.6,66
48,83.8,163,104,36.6,78
23,84,192.7,104,49.6,56
44,97.3,193.2,144,31.3,67
57,64.8,188.6,124,39.1,72
51,50.1,158.4,153,50.2,56
29,63.6,191.1,78,34.5,71
24,60.9,188.5,174,36.7,67
27,83.1,179.8,178,56.4,45
34,81.7,166.9,106,50.2,46
43,79.7,163.1,105,45,75
38,50.8,156.1,88,36.3,46
45,86.4,175.5,158,40.2,69
19,66.2,179.3,176,47.2,82
18,83.3,168,143,34.7,63
53,77.8,173.8,159,44.5,72
43,67.1,168.2,120,42.3,50
46,56.7,182.1,162,44.3,83
38,54.7,195.1,124,33.2,63
28,91.6,158.2,82,33.2,61
57,95.9,169.1,154,58.9,50
28,82.5,157,179,59.4,59
53,55.2,181.2,110,42.8,66
56,70.1,186.4,122,53.7,78
57,86.4,196.6,158,49.7,49
52,89,163.9,175,33.5,67
51,55.9,197.5,170,38.9,49
41,50,153.2,168,39.4,54
39,85.6,180.2,81,47.9,48
22,67.8,152.9,169,47.4,56
50,62.7,194.7,130,57.7,54
53,50.6,176.5,92,53.7,74
37,77,183.5,168,55.7,68
36,92.6,191.6,159,56.7,49
52,97.9,157.5,103,54,57
34,78.3,151.9,66,40,80
51,75.7,193.9,150,36.5,53
26,54.3,165.7,61,47.2,62
43,77.4,156.4,76,50.7,79
19,69,173.4,124,41.6,75
26,80.4,179.9,117,55.5,68
26,69.4,151.5,169,58.8,48
57,62,163.7,89,47.1,70
34,54.7,151.6,145,43.7,54
18,65.7,171,151,55.3,53
42,54.8,194.8,176,30.7,45
57,58.8,199.1,156,33.9,60
59,99.4,181.9,85,55.4,57
42,72.2,158.1,94,52,82
56,76.6,195.3,122,42.5,58
52,93.7,175.8,134,56.7,84
20,99.8,157.7,130,40.5,67
54,79.1,196.1,87,49,62
47,90.6,187.9,84,49,72
55,66.3,186.6,120,35.5,64
51,65.3,185.5,164,38.5,45
29,70.1,160,90,57.5,56
36,83.6,160.6,113,35.5,71
54,84.1,184.4,126,35.2,57
34,65.8,161,156,44.4,48
27,56.7,171.9,110,32.8,69
29,81.6,189.1,117,56.8,50
33,56.4,189.2,93,33,66
41,78.9,172.7,118,48.5,82
36,84.7,189.6,80,40.2,80
25,85,191.9,115,54.1,47
48,87.7,182.7,96,47.7,59
38,93.6,161.4,123,41.6,55
34,75,163.7,172,59.5,78
40,86.5,165.7,78,32,71
54,81,155.8,160,47.3,67
33,59.3,163.7,178,59.7,61
23,51.3,160.5,144,50.7,67
25,64.2,172.8,137,52.2,78
42,72.2,195.4,133,31,65
35,80.9,155.2,112,30.6,77
42,92.5,186,130,31.1,49
29,59.8,184.4,152,59.8,61
32,56.3,154.8,122,59.4,45
43,98.2,196.1,163,40,51
58,55.4,178.4,121,38.7,47
43,73.9,168.2,131,34.4,70
49,79.3,187.8,162,39.9,60
27,77.1,162.9,136,41.1,60
33,54.3,184.7,169,52.4,58
24,52.9,152,78,56,70
34,55.3,192,134,52.4,71
40,79.3,172.4,61,49.4,61
43,77.2,181.8,172,53,48
38,61.7,161.1,65,52.2,61
39,81.9,183.9,88,44.3,77
24,91,188.6,100,40.1,74
31,52.1,173.7,110,38.5,65
32,74.9,180.9,64,50.4,61
24,84.5,172.8,100,58.8,55
26,62.6,194.7,121,47.4,74
25,65.4,174.9,89,57.4,62
40,80.7,192.1,162,30.4,64
46,94.9,190.1,121,53.8,78
35,90.5,170.5,159,55.6,72
48,79.2,161.5,86,48.9,53
47,86.5,170.3,109,58,75
56,68.2,191.3,141,47.7,60
52,82,161.4,111,37.2,75
35,73.3,176.2,108,36.5,73
59,59.5,190.3,121,46.7,57
56,85.1,167.7,159,57.2,67
34,77.8,182.1,119,32.2,58
31,67.9,162.3,177,48.1,83
48,95.6,155.5,139,53.1,46
41,51,189.7,113,33.5,56
52,65.8,154.9,178,33.5,72
51,52.8,163.6,64,41,76
20,88.3,192.8,68,38.2,68
54,85.1,167.3,93,35.9,81
57,66.6,198.7,157,36,73
43,83.8,199,95,33.9,62
40,69.8,163.4,154,48.3,47
56,87.8,152,175,50.6,57
32,72.7,185.3,79,51.1,57
21,70.6,172.5,140,46,73
46,96.7,155,143,58.6,46
39,62.5,185.4,151,56.4,72
42,56,151.6,144,58.7,48
30,79.2,193.5,142,41.7,49
35,98.5,156.9,122,56.3,83
50,68.9,156.4,126,52.9,49
33,53.1,158.8,89,40.2,52
59,67,198,128,33.2,78
19,75.3,184.7,165,50.5,69
52,58.1,190.1,129,34.1,71
59,82.9,169.9,62,38.8,51
51,99.9,166.8,108,45,80
47,72.6,161.7,101,50.4,76
30,67.7,174,83,57.8,65
30,70,177.6,103,47.8,62
35,55.8,181.6,60,50.1,46
49,94.2,162.9,173,39.3,49
49,70.7,197.4,174,50.6,82
52,69.4,158.5,113,43.1,72
56,83,198.3,111,55.7,75
46,72.1,150.7,95,41.8,68
46,82.4,174.1,138,44,77
33,53.1,166.7,164,43,83
27,90.7,172.5,97,54.3,56
47,97,178.5,103,58.6,83
42,82.4,171.8,141,39.8,53
56,97.7,170.7,146,44.3,59
37,57.6,186.6,106,51.2,67
22,73.9,184.3,88,56.9,66
18,80.1,191.7,110,44.8,80
47,79.1,162.5,100,33.3,54
20,70.1,180.5,145,41.1,72
31,66.9,179.3,123,46.5,79
47,56.3,168.5,147,42.5,73
21,69.6,174.3,168,35.6,49
35,58.1,165.7,107,31.1,48
54,86.7,157.1,136,50.6,59
42,60.4,160.7,156,59.8,74
18,52.9,155.3,173,57.6,70
32,77.6,184.2,81,50.5,67
26,79.8,183,158,55.2,83
32,93.6,197.5,76,37.7,73
41,78.8,186.5,145,48.7,66
21,67.3,152.6,64,31.8,79
29,90.2,194.2,120,51.2,62
54,77,193.1,148,59.1,79
54,54,172.2,65,55.8,77
23,78.3,179.3,112,46,51
56,95.4,198.8,140,53.7,78
41,69.8,176.6,154,58.3,54
28,64.8,195.3,76,36.5,68
30,57.2,154.2,118,53.8,69
51,57.6,159.6,156,38.1,71
42,71.6,172,98,56.3,50
24,79.8,179.2,113,33,52
21,54,190.8,107,35.3,65
25,97,199.4,96,51.6,63
37,87.8,169.4,107,35.2,78
46,79.3,152.4,127,34.7,83
27,91.4,190.1,166,46.7,67
51,54,180.2,137,55,57
43,73.8,159.9,136,38.1,83
58,81.5,174.7,86,55.2,72
20,91.4,187.1,147,54.2,50
23,89.2,188.5,86,47.4,56
22,63.9,175,131,49.4,47
22,97,165.3,176,31.2,64
40,56.2,198.7,122,41,52
26,93.8,183.2,111,37.9,70
52,98.5,170.4,106,34.5,82
37,58.9,164,173,41.7,72
59,86.1,186.6,162,40.6,79
52,52,162.1,80,51.9,82
35,70.3,158.6,174,47.9,46
34,75.8,176.5,116,57.4,51
41,79,164.5,164,34.4,69
20,96.8,181.4,134,31.8,76
49,83.6,155.9,154,46,56
52,74.1,182.7,150,30,55
55,90.5,164.2,101,53.6,54
30,97.5,150,169,45.2,79
42,51.1,156.3,107,44.6,48
26,99.1,196.7,86,40.9,46
21,54.3,193.4,131,41.2,72
31,90.7,161.7,92,42.9,58
54,64,188.9,135,30.5,73
51,56.6,180.4,94,32.5,46
28,72,198.5,157,45.2,78
58,82.2,168.7,75,34.5,77
20,69,184.1,95,53.4,64
45,52.7,153.2,125,38.2,74
46,80,169.8,135,32.9,70
26,95.1,198.2,150,37.1,64
20,69.2,176.9,115,40.7,45
42,60.8,164.4,76,31.1,45
51,72.1,156,79,34.3,69
29,52.4,185.2,144,39.7,77
59,91,182.2,153,39.3,67
26,91.3,168.7,165,54,55
32,79.4,197.5,143,55.3,59
57,67.7,151.1,67,35.8,58
42,90,165.2,77,33.7,45
22,77.7,196.1,77,49,77
28,91.3,166,77,54.1,50
51,81.6,162.6,61,58.9,67
41,89.2,176.7,135,30.2,70
32,79.9,191.2,155,42.4,47
55,70.7,155.2,165,52,50
25,97.9,197.2,131,54.9,84
22,77.1,189.8,110,31.9,69
43,80.3,159.1,69,50.4,61
35,61,185.6,134,38.7,72
23,81.3,169.2,73,32.2,76
54,78.6,170.1,85,44.7,73
30,59.2,189.2,106,34.7,67
45,53,198.1,89,52.1,60
22,80.2,156.3,115,52.2,76
30,88.2,171,178,55.3,70
34,76.2,174,101,41.3,77
57,61.3,168.8,63,30.4,63
49,83.3,168.2,162,37.8,61
46,54,152.6,70,44,82
20,72.1,184.3,83,50.8,58
57,58.2,171.8,177,41.5,62
51,59.2,159.7,145,46.1,65
57,60.1,190.8,126,45.7,83
44,69.3,190.1,96,34.9,83
30,52.6,174.3,61,48.7,72
50,69.9,164.9,71,43.2,64
23,75.6,181.9,80,54.2,50
41,74.2,164.4,128,50.7,70
36,69.1,161.8,130,33.3,50
33,92,186.5,123,44.7,83
57,57.3,152,127,51.1,70
45,75.3,154.7,102,32.6,61
50,53.1,150.3,113,53.8,84
58,53.6,157.6,164,36.7,46
30,78.7,153.4,159,45.1,65
42,78.3,199.8,121,58.2,51
59,93.9,164.4,145,47.1,64
53,77.9,157.5,152,42.7,47
44,98,162,132,30.2,80
55,52.4,196.8,149,34,63
24,54.9,176,71,47.4,74
22,52.2,168.2,171,44.8,55
48,59.3,193.7,60,40.9,57
40,77.1,169.7,131,57.7,77
59,82.3,166.8,92,40,82
27,52.3,160.4,123,46.1,46
49,97.3,168.9,175,47.1,67
47,92.1,165.8,174,45.8,64
56,64.8,183.9,127,44.3,74
48,53.9,164.5,73,40.1,59
35,58.5,178.9,178,57.3,46
53,56.3,153.3,152,43.5,74
19,56.2,159.6,73,45.9,69
31,75.9,170.4,68,49.7,48
30,62.3,196.8,132,32,45
46,67.9,168.9,85,53.4,52
29,99.5,183.2,108,45.4,58
56,84.2,162.8,170,49.7,55
19,97.4,156.4,165,53.2,68
49,57.1,152.9,76,56.2,68
30,69.1,165.3,164,41.8,76
44,77.7,157.9,127,54.3,69
58,53.8,158.7,119,37.8,72
34,50.2,188,169,49.8,60
57,83.5,150.8,62,33.1,83
48,82.1,177.9,152,30.6,60
51,70.5,169,84,32.9,80
41,74.5,175.3,80,39.6,56
52,70.8,178.1,71,30.9,56
23,51.2,165.7,113,48.9,78
36,66.8,164.8,60,39.5,82
47,58.9,186.7,60,52.1,64
24,54.9,193.6,104,31.4,59
27,97.8,159.6,105,36.5,66
58,80,154.9,107,42.2,60
49,86.4,194.9,66,41.5,68
51,65.8,167.5,69,33.9,47
45,69.7,177.6,74,59.8,45
32,61.8,168,99,38.5,82
47,54.8,156.3,70,51.6,61
54,59,179.5,115,36.6,65
46,89.9,176.3,105,56.3,57
39,83.9,160.1,104,41.6,46
21,77.3,172.6,146,57,46
37,73.8,189.8,72,40.3,69
49,96.1,179.5,86,30.3,72
53,53.6,154.8,164,45.5,70
21,64,177.4,140,45.7,79
44,67.5,185.1,109,33.6,72
34,89.1,189.6,120,37,77
29,99.6,181.5,174,53.5,62
39,62,157.6,72,31.1,58
34,93.7,185.5,71,44.7,53
27,91.5,183.9,88,45.9,74
18,61.2,151.2,144,50.7,47
39,70,170.6,143,31.1,78
43,70.5,166.6,79,47.6,77
35,98.9,183.5,90,30.1,71
31,59,160.8,67,38,53
46,90,179.5,83,45,57
29,66.7,195.7,134,57.3,74
53,86.5,189.9,98,33.8,60
52,71,196.1,92,35.1,70
29,78.9,198.9,101,50.1,49
24,91.6,150.5,74,41.2,71
46,90.2,181.1,127,48.7,59
28,93.3,170.6,124,59.9,72
50,53,193,91,59.6,47
23,84.6,162.6,70,40.6,45
32,57,199.1,153,45.1,45
49,70.8,180.7,96,57.1,50
28,77.4,189.7,78,32.8,55
40,70.1,154.3,110,43.6,60
43,76,159.2,159,41.3,77
51,99.8,187.9,93,38.8,68
51,56.8,151.1,130,59.8,76
46,83.8,190.8,119,52,54
21,69.8,150.7,168,41.7,69
34,56.7,182.9,143,54.9,54
52,57.9,168.3,112,44.7,57
30,97.5,180.6,71,56.2,45
58,94,184.8,121,38,79
56,95.4,167.1,155,36.7,58
32,99.6,155.4,125,37.4,65
46,60.4,153.5,145,46.2,82
46,67.8,179.4,164,38.7,45
28,83.5,176,107,34.4,64
49,74.2,187.1,99,59.8,49
19,70.9,175.5,83,57,84
31,67.9,171.1,109,49.1,76
37,79.7,169.9,154,56.7,45
39,78.8,151.3,127,58.1,84
28,58.1,166.8,147,50.3,46
44,73.6,198.8,102,45.6,75
20,77.7,193.7,76,56.5,70
34,78.5,166.5,163,47,53
45,60.5,179.4,142,33.8,74
46,87.1,192.4,163,41,52
38,51.3,172.1,161,43.4,49
33,67.7,150.9,114,58.1,83
54,89,153.7,93,49.8,48
37,78.2,175.5,170,56.3,84
23,63.1,198.5,156,52.7,80
36,84.7,184.7,129,39.3,65
22,78.4,153.5,119,51.6,77
20,89.8,159.5,110,35.9,70
18,86.8,188.6,159,42.2,84
55,80.5,192.1,136,54.2,83
32,74.4,180.9,170,48.4,55
51,56.7,182.2,132,54.8,65
52,63.1,151.4,94,37.6,66
42,71,191.4,93,52.5,81
41,80,189.4,75,36.1,51
29,75.7,163,141,46.4,57
35,64.4,185.4,77,43,64
32,50.3,160.7,97,46.7,59
33,74.8,152,173,34.1,82
44,64.3,160.1,102,40.8,78
