age,height,weight,heart_rate,workout_type,workout_duration
55,178,50,171,Strength,114
55,187,119,119,Running,105
53,181,70,136,Cardio,45
51,194,67,126,HIIT,113
58,179,98,138,Yoga,70
53,156,64,131,HIIT,119
53,163,57,164,Cycling,46
46,190,62,107,Running,109
41,195,72,168,Yoga,35
19,172,99,95,Cycling,47
30,170,95,115,Cardio,117
21,152,68,113,Yoga,36
20,164,111,93,HIIT,11
34,158,113,120,Running,16
39,186,57,179,Cycling,28
39,189,75,178,Cycling,36
23,161,95,105,Strength,80
23,154,51,165,Cycling,14
53,164,96,151,Running,47
33,171,64,148,Yoga,16
49,186,68,178,Yoga,56
42,162,73,91,Running,81
20,178,88,107,Yoga,108
47,151,111,104,Cycling,73
34,156,85,156,Cardio,22
27,174,118,143,Yoga,89
23,178,56,132,HIIT,27
46,186,116,94,Running,19
58,195,100,136,Yoga,50
47,179,103,102,Cycling,65
36,153,118,160,Cycling,106
41,166,115,87,Cycling,77
31,159,73,134,HIIT,42
55,177,109,118,Yoga,116
58,154,104,152,Yoga,69
22,176,86,97,Running,62
20,172,106,163,Cycling,40
45,159,110,120,Strength,48
46,154,89,82,Cardio,105
51,193,82,101,Cycling,41
36,159,71,103,Strength,80
22,171,74,161,HIIT,90
45,164,84,147,Cardio,33
25,197,63,121,Cardio,70
21,178,106,133,Cycling,103
41,152,74,117,HIIT,117
26,163,77,156,Cycling,32
50,179,97,164,Strength,103
55,187,111,162,Running,69
42,150,103,112,Strength,45
28,152,80,142,HIIT,47
24,174,61,102,Strength,66
21,171,117,161,Strength,22
26,196,86,143,Cardio,80
55,189,89,157,Strength,61
27,177,109,127,Cycling,21
45,156,56,90,HIIT,67
23,165,110,158,HIIT,38
56,176,96,120,Strength,85
47,173,74,151,HIIT,96
48,155,91,129,Cycling,62
34,186,101,89,HIIT,105
36,156,78,103,Yoga,29
53,193,107,160,Strength,42
56,157,87,134,Cardio,67
34,178,57,89,Cycling,56
55,183,57,131,Cycling,104
56,170,65,106,Cardio,40
47,154,90,91,Strength,77
32,165,61,80,Running,72
37,187,51,82,Running,27
55,164,100,95,Strength,109
46,192,95,80,Yoga,104
42,163,66,176,Cycling,90
20,158,106,149,Yoga,11
32,169,90,97,Running,42
51,198,95,97,HIIT,32
30,194,67,86,Yoga,103
32,156,95,150,Yoga,110
31,153,67,98,Running,72
45,162,53,115,Running,33
33,151,63,105,Cycling,21
57,198,53,139,HIIT,53
53,180,50,150,Yoga,87
26,168,118,161,Cardio,108
25,158,67,105,HIIT,85
26,160,63,142,Yoga,38
54,165,62,156,Cycling,30
31,195,53,121,Running,30
31,196,63,100,Running,22
50,173,116,159,Running,54
43,188,112,121,HIIT,51
55,156,56,135,HIIT,79
26,162,54,103,Running,81
36,192,109,86,HIIT,54
58,165,77,178,Strength,46
54,195,80,91,Strength,66
47,199,107,136,Running,15
43,179,103,125,Yoga,13
33,164,96,131,Strength,73
36,181,99,94,Cardio,79
19,167,92,112,HIIT,45
52,161,79,163,Cardio,10
26,174,92,174,Strength,34
40,192,82,90,HIIT,112
39,189,96,157,HIIT,12
46,198,58,95,Yoga,18
30,198,67,130,Strength,110
25,177,102,178,HIIT,97
45,168,116,161,Strength,48
58,162,81,148,Cardio,62
32,184,66,148,HIIT,83
52,153,60,166,HIIT,50
58,160,85,144,HIIT,113
27,156,119,174,Running,14
52,154,69,132,Cardio,53
26,164,84,178,Cardio,57
22,168,75,165,Yoga,47
30,162,97,105,Cycling,23
25,183,115,147,Cycling,24
32,183,65,101,Strength,79
19,168,111,136,Running,119
57,199,71,177,Yoga,91
38,160,50,112,HIIT,66
52,176,96,159,Yoga,91
28,159,89,174,Cardio,46
59,186,117,120,Strength,35
25,193,64,138,Strength,96
51,159,87,158,Running,53
42,155,91,118,Yoga,83
41,164,104,176,Strength,82
22,172,64,105,Cardio,75
55,155,68,152,Running,110
28,158,118,176,Strength,54
44,187,88,154,Cycling,103
51,199,106,114,Running,63
53,197,72,85,Strength,58
38,164,109,169,HIIT,73
34,184,83,85,HIIT,101
46,150,81,135,Cycling,34
57,198,106,174,Cycling,38
37,163,108,160,Cycling,13
24,198,63,133,Cardio,86
51,188,57,112,Cardio,68
30,173,79,145,Cardio,97
56,194,56,88,Cycling,74
42,183,96,158,Yoga,19
26,185,101,136,HIIT,23
31,187,53,140,Cycling,48
31,163,78,175,HIIT,20
27,172,76,157,HIIT,23
30,188,50,139,Cardio,108
55,168,55,138,Strength,111
41,182,86,106,Strength,94
21,191,112,161,Cardio,16
30,161,90,89,Cycling,26
28,174,85,178,HIIT,37
53,184,107,129,Strength,93
57,166,82,165,Cardio,111
36,165,74,93,Running,71
38,183,90,179,Running,116
55,161,61,175,HIIT,119
53,175,77,143,Cardio,42
43,175,116,132,Strength,109
44,154,67,175,Strength,44
54,199,85,85,Running,71
39,190,92,84,Cardio,70
28,186,94,104,HIIT,36
50,181,83,160,Cardio,45
37,174,93,138,HIIT,119
32,190,85,121,Running,12
24,181,77,135,Running,61
46,179,99,115,Strength,15
32,195,99,118,Cardio,119
39,160,97,163,Strength,110
37,184,93,148,Cycling,54
57,180,91,176,Running,116
58,188,92,107,Cardio,52
32,150,62,82,Yoga,105
56,184,71,131,Strength,43
27,169,74,132,Cycling,47
27,168,101,140,Strength,83
39,185,112,159,Strength,76
21,190,115,134,HIIT,53
41,198,102,114,Running,91
46,176,67,158,Running,114
20,182,102,127,Strength,98
24,158,93,88,Strength,115
34,163,101,87,Cycling,18
25,160,98,115,Cardio,107
22,171,99,90,Yoga,92
39,158,95,109,Cardio,58
39,190,105,132,HIIT,41
23,181,57,127,Yoga,59
19,151,118,150,Cycling,97
54,170,66,177,Yoga,88
19,156,106,145,HIIT,45
24,194,86,161,Cycling,95
22,170,101,161,Strength,20
59,193,107,143,Yoga,90
26,187,84,113,Strength,63
52,151,72,121,Yoga,38
55,161,117,105,Cardio,40
19,170,105,132,HIIT,102
28,183,74,132,Strength,35
48,150,62,120,HIIT,115
56,168,97,145,Strength,87
30,169,63,151,Yoga,82
51,187,68,109,Strength,37
28,164,110,114,Strength,72
49,182,114,106,HIIT,87
33,173,114,144,HIIT,98
50,161,73,88,Running,89
50,162,110,172,Cycling,119
21,187,67,142,Cycling,34
44,180,81,105,Cycling,67
18,150,61,81,Yoga,31
22,187,88,126,Running,25
44,199,86,81,Cardio,61
31,198,100,128,Cycling,80
42,157,105,119,Yoga,38
22,175,83,107,Running,100
51,168,60,166,Yoga,87
18,165,103,95,HIIT,71
43,153,99,141,Yoga,16
25,167,109,139,Strength,106
20,197,58,176,Yoga,110
44,154,93,101,Running,50
18,176,75,106,Strength,86
54,196,80,82,Cardio,34
20,165,93,86,Cycling,24
26,192,57,154,Yoga,63
21,173,115,131,HIIT,110
59,183,93,131,HIIT,41
26,155,102,84,HIIT,65
19,189,56,99,HIIT,14
32,161,76,127,HIIT,105
37,159,87,172,Yoga,69
50,197,85,172,Cardio,70
44,179,80,132,HIIT,84
40,168,55,123,HIIT,33
50,195,70,99,Cycling,109
27,181,81,151,Strength,102
44,154,86,83,Strength,92
50,173,118,97,HIIT,92
45,160,88,123,Running,58
29,171,89,143,Running,54
25,195,71,120,Running,90
30,181,116,159,Yoga,80
40,182,118,161,Cycling,106
31,189,50,160,Cardio,36
54,155,82,129,Strength,118
23,198,97,126,Cycling,106
29,170,75,92,Running,54
28,150,67,140,Cardio,119
48,181,109,101,Running,117
28,193,87,83,Cycling,81
45,161,103,138,Cardio,54
32,171,95,137,HIIT,109
21,163,76,165,Strength,98
23,172,91,116,Cardio,105
25,182,118,90,HIIT,63
30,197,83,127,Strength,55
27,164,61,113,Cardio,82
54,176,104,172,Strength,94
18,187,113,111,Yoga,40
18,175,69,108,Strength,72
38,186,55,85,Yoga,67
42,151,71,161,Yoga,52
36,181,110,169,Yoga,15
51,157,72,124,Cardio,10
26,173,70,170,Cardio,20
35,188,58,87,Yoga,82
48,187,94,101,Running,108
53,166,64,167,Cardio,118
51,175,52,107,HIIT,69
43,159,65,90,Strength,67
38,185,59,103,Cardio,58
46,157,85,152,Strength,61
32,154,118,162,Strength,67
24,195,75,106,Yoga,36
37,188,61,160,HIIT,111
39,159,56,166,Cardio,57
33,168,59,84,Strength,44
18,195,54,86,Yoga,60
20,164,71,86,Strength,26
35,195,95,112,Cycling,64
42,172,115,139,Running,20
21,190,75,151,HIIT,107
42,179,59,118,HIIT,80
47,184,76,97,Cycling,43
42,163,92,110,Cardio,14
43,161,51,82,Yoga,81
45,178,104,87,Running,92
23,183,81,159,Cardio,48
20,175,114,127,Cycling,78
55,177,61,136,HIIT,100
52,164,59,119,Cycling,36
19,176,52,109,Cycling,15
43,168,89,100,Cardio,112
46,183,76,135,Cycling,40
41,179,50,135,Running,64
35,185,109,100,Cardio,21
46,198,86,164,Strength,88
19,174,63,170,HIIT,37
25,162,66,129,Running,119
32,194,66,95,Strength,29
47,186,99,140,Yoga,35
18,183,67,133,Cycling,59
38,161,77,126,Cardio,50
18,165,118,122,Cycling,11
22,164,57,177,Cardio,10
26,176,70,135,Yoga,12
53,179,85,142,Running,37
30,150,69,121,Running,68
19,188,61,111,Running,64
34,178,98,132,Strength,85
44,151,59,124,HIIT,119
49,183,115,149,HIIT,98
32,187,54,150,Cardio,37
58,175,69,113,Strength,33
24,169,74,111,Strength,79
47,173,91,94,Strength,62
45,153,85,113,Running,105
56,175,101,119,Running,20
27,193,92,109,Cycling,15
46,198,86,125,Yoga,53
39,157,100,95,HIIT,29
55,190,67,152,Strength,17
34,155,57,129,Running,60
40,192,71,110,Yoga,85
42,181,57,140,Yoga,102
46,170,95,115,Strength,98
31,182,110,123,Yoga,89
51,161,88,161,Cardio,62
53,169,88,143,Yoga,69
59,173,71,107,Cycling,27
37,154,117,85,HIIT,96
47,175,75,116,Cardio,67
48,199,52,136,Cycling,51
59,187,64,134,HIIT,49
50,178,82,152,Running,113
51,162,107,155,Strength,106
59,159,104,150,Strength,55
20,185,89,103,Running,63
42,195,68,130,Cycling,72
28,178,74,169,Strength,42
19,198,109,162,Running,53
52,166,105,111,Running,93
37,194,58,124,Cycling,41
21,151,84,143,Cycling,114
46,160,60,153,Cardio,96
55,168,59,88,Yoga,88
25,193,100,173,Running,104
39,165,81,173,Running,117
27,154,60,114,Running,50
46,177,70,92,HIIT,82
43,191,82,137,Cycling,94
41,179,74,112,Cycling,54
37,161,77,148,Running,65
45,153,75,172,Cycling,56
24,169,113,163,Cardio,33
21,150,56,129,Running,17
59,177,80,176,HIIT,13
25,168,53,103,Strength,57
38,193,76,167,Yoga,11
31,151,118,108,Cardio,43
31,180,86,128,Strength,51
53,185,88,152,Strength,92
55,169,59,131,Cardio,51
33,174,88,177,Strength,87
57,192,56,112,Running,119
37,163,69,95,Strength,69
35,154,86,167,Yoga,11
39,172,81,85,Running,17
57,164,76,166,Cycling,62
32,165,87,89,HIIT,93
57,193,86,95,Yoga,26
57,174,113,94,HIIT,73
48,199,58,179,Cardio,70
38,198,54,94,Yoga,54
24,171,91,174,Cardio,35
44,199,74,95,HIIT,54
27,151,82,118,HIIT,68
39,161,116,145,HIIT,92
53,181,107,135,Yoga,82
18,188,111,94,Running,61
51,199,93,136,Yoga,69
52,162,119,115,Cardio,29
43,183,103,154,HIIT,56
34,194,95,134,Yoga,36
24,167,108,157,Strength,15
33,184,101,152,Strength,62
23,171,96,125,Running,22
38,191,111,107,HIIT,89
59,169,51,105,Cardio,103
38,194,99,177,Running,109
25,181,101,119,Cycling,49
29,154,57,103,HIIT,45
30,164,116,154,Strength,13
48,157,78,127,Running,82
18,163,114,82,Running,80
43,151,66,131,Cardio,97
53,160,60,132,Yoga,85
54,180,99,121,Cardio,93
33,153,81,115,Yoga,57
22,164,71,150,Yoga,117
33,161,64,171,Cycling,88
57,157,104,174,Running,59
54,191,99,89,HIIT,54
18,192,58,122,Cardio,74
50,176,113,84,Strength,14
32,160,60,120,Yoga,80
21,160,101,118,Cardio,64
34,189,117,173,Yoga,18
35,183,76,138,Strength,100
35,173,106,100,Cycling,26
37,190,56,143,Cycling,101
56,163,112,154,HIIT,45
20,169,101,147,Cycling,51
26,155,104,108,HIIT,83
40,153,116,128,Yoga,74
21,195,53,82,Cycling,13
52,179,87,95,Yoga,112
44,191,83,170,Cardio,55
48,198,92,104,Cardio,89
32,154,89,106,HIIT,15
53,198,71,152,HIIT,108
46,156,79,80,Cardio,73
19,164,65,144,Running,33
28,167,88,176,Yoga,36
19,182,107,107,Cycling,54
35,164,90,104,Yoga,70
36,185,65,107,Strength,85
35,184,54,80,Yoga,10
30,190,97,97,Cardio,79
24,173,87,144,Cardio,96
32,152,58,164,Cardio,34
41,166,113,105,Running,115
54,161,115,171,Yoga,65
45,156,50,177,Cycling,22
54,157,73,137,Running,20
45,159,106,162,Running,19
18,191,56,169,HIIT,81
46,167,85,102,Cardio,113
59,185,57,97,Yoga,111
20,167,89,143,Yoga,86
42,167,62,100,Cardio,40
29,187,59,167,Running,34
35,151,71,82,Strength,82
21,182,63,178,Running,45
53,172,94,171,Yoga,101
24,197,115,104,Cycling,116
58,199,72,179,Strength,56
51,172,118,171,Cycling,61
19,154,79,130,Running,89
54,167,62,133,Running,117
50,185,116,130,Cycling,22
25,184,87,162,Cycling,85
49,163,77,148,Cycling,104
59,174,105,107,Cardio,103
18,160,118,81,Strength,101
39,171,111,160,Cardio,21
34,169,52,129,HIIT,89
44,179,118,167,Strength,56
38,151,51,151,Cardio,113
46,167,94,110,Cardio,119
55,184,55,109,Yoga,44
41,179,52,168,Running,37
25,180,109,158,Running,86
54,181,116,99,Running,77
34,173,91,122,Yoga,10
28,155,102,152,Running,96
41,155,71,123,HIIT,43
56,157,117,81,Yoga,93
35,175,101,83,Cardio,68
18,172,98,132,Cardio,75
25,178,110,154,Running,51
54,151,55,156,Cycling,68
23,161,109,157,HIIT,102
55,164,78,131,Strength,15
39,158,110,128,Yoga,62
59,199,118,136,Cardio,41
45,179,65,132,Strength,48
57,196,69,172,HIIT,69
42,171,80,141,Running,45
31,168,69,108,HIIT,30
20,162,52,81,Running,90
44,151,107,173,Strength,101
59,154,95,111,HIIT,51
45,183,61,137,Strength,54
38,158,82,171,Cardio,66
19,151,96,99,Cycling,89
46,192,88,117,Strength,104
47,156,118,166,Running,70
28,194,80,178,Cycling,57
33,173,69,141,Running,93
47,189,68,94,Running,44
51,182,97,172,Strength,87
47,151,70,129,Cycling,66
44,156,80,113,HIIT,45
30,163,111,134,Strength,67
38,166,63,118,Running,71
33,165,61,93,HIIT,45
28,180,87,122,Yoga,52
18,150,63,121,Strength,61
49,154,70,166,Cardio,29
35,158,98,83,HIIT,71
50,165,105,144,Strength,117
25,166,69,148,Yoga,102
19,168,66,148,Cardio,31
25,191,103,85,Strength,67
37,155,60,132,Yoga,51
35,183,82,141,Yoga,10
41,189,70,148,Cardio,53
56,195,103,81,Cardio,91
42,197,64,143,HIIT,69
51,161,107,101,Cycling,23
40,199,108,159,Cardio,48
56,172,88,131,Yoga,103
48,175,112,136,Yoga,71
38,173,82,100,Cycling,13
29,161,117,173,Cycling,54
34,164,85,104,Cycling,80
34,170,101,167,Running,77
39,153,116,164,HIIT,78
46,172,115,88,Running,39
47,174,96,164,Cycling,67
24,195,99,152,Running,16
36,197,103,162,HIIT,64
31,193,61,126,HIIT,86
46,152,75,94,Running,69
40,151,106,89,Cycling,56
53,158,78,178,Yoga,46
42,171,87,106,HIIT,83
51,164,95,100,Cycling,84
25,179,111,161,Cardio,79
26,180,65,132,HIIT,102
22,151,110,164,Cardio,90
27,194,105,119,Cardio,56
59,198,68,138,Yoga,96
42,196,81,133,HIIT,57
20,154,70,116,Running,64
29,191,52,152,HIIT,104
22,194,102,167,Cardio,95
57,172,52,169,Running,94
43,166,89,142,Running,53
57,151,54,122,Yoga,108
24,156,65,150,Cycling,75
34,151,57,141,Yoga,17
20,173,82,170,Cardio,119
22,159,119,128,Yoga,43
37,186,52,159,HIIT,18
19,150,98,93,Strength,88
27,179,99,175,Yoga,71
28,180,98,101,Cardio,113
32,187,76,130,Strength,101
18,197,66,153,HIIT,69
45,188,79,154,Strength,15
37,172,75,131,HIIT,79
40,187,82,94,Cycling,74
27,164,78,117,Yoga,34
49,188,91,144,HIIT,12
26,171,65,140,Cardio,41
30,176,78,142,Strength,67
27,183,76,96,HIIT,17
56,154,55,155,Yoga,13
38,186,56,177,Yoga,41
21,174,70,122,Strength,116
24,171,96,104,Cycling,113
53,156,79,170,Yoga,93
30,199,83,86,Cardio,37
24,185,115,141,Cardio,85
49,165,57,124,Cycling,38
25,153,63,134,Yoga,117
21,158,97,164,Running,91
19,151,74,135,Yoga,67
29,190,110,147,Cycling,96
28,195,116,152,Strength,58
33,185,98,86,Cardio,81
35,174,97,90,Cycling,18
20,177,77,85,Running,94
52,150,112,173,Running,46
56,175,112,92,Cardio,83
51,157,103,84,HIIT,76
24,166,78,178,Cardio,92
21,185,105,119,Strength,70
38,154,53,155,Cardio,84
54,185,75,134,Yoga,46
22,170,100,140,Running,57
41,158,53,130,Cardio,86
32,169,104,162,Cycling,68
29,157,116,134,Cardio,96
18,176,115,138,Cardio,80
22,193,94,169,HIIT,102
28,167,50,106,Yoga,102
40,181,106,174,Strength,32
23,184,99,177,Cycling,105
32,171,104,135,HIIT,26
24,176,88,169,Cycling,93
27,194,99,163,HIIT,82
20,197,106,98,Strength,52
48,194,97,109,Cardio,33
57,173,113,125,Yoga,84
56,151,105,144,Yoga,93
42,172,117,179,Yoga,100
30,153,112,173,Cycling,64
20,174,103,126,Cardio,17
39,178,108,82,Cardio,74
18,181,72,89,Strength,95
58,176,108,141,Cycling,90
55,166,61,171,Strength,112
41,174,70,154,Yoga,21
47,167,99,93,Yoga,118
48,172,116,170,HIIT,79
18,172,109,114,Cycling,107
25,151,114,88,Yoga,118
18,189,87,123,Running,19
49,156,75,90,Cycling,114
30,176,77,101,Strength,73
41,185,60,150,Strength,13
19,159,118,111,Cycling,104
31,151,106,96,Strength,99
42,165,109,110,Cycling,13
21,191,106,119,Running,59
23,179,107,168,Running,67
52,180,60,174,HIIT,58
56,183,59,138,Cycling,38
18,175,69,176,Running,97
19,156,56,167,Yoga,115
52,199,66,155,Cardio,89
48,183,80,156,Cycling,17
21,168,87,84,Yoga,45
47,157,79,118,Running,20
40,155,74,146,HIIT,33
33,171,116,157,Yoga,23
20,198,111,159,Running,100
37,186,80,123,Yoga,94
39,193,59,118,Running,114
19,154,81,133,Yoga,91
50,197,82,123,HIIT,54
44,178,88,172,HIIT,75
59,197,75,89,Running,106
31,176,79,112,Running,81
21,166,98,81,Yoga,26
27,188,91,161,HIIT,59
43,197,53,170,Running,76
29,172,86,148,Strength,49
50,183,112,138,HIIT,72
48,161,117,169,Strength,34
20,189,56,115,Yoga,52
33,190,107,99,HIIT,101
37,180,71,138,Cardio,84
55,178,113,133,Cardio,89
48,158,62,119,Yoga,58
55,177,93,113,HIIT,94
31,179,108,127,Strength,106
51,190,96,158,Yoga,53
24,191,106,152,Running,88
42,162,75,81,HIIT,51
31,185,80,135,Yoga,75
55,168,80,137,Yoga,62
27,179,119,156,Strength,43
51,160,63,103,Yoga,47
19,187,76,126,Running,46
24,198,114,155,Yoga,20
43,196,118,120,Yoga,66
52,191,117,145,Strength,43
57,150,65,106,Strength,100
19,180,107,136,Running,61
42,175,79,98,Running,107
28,189,74,176,Strength,72
54,190,83,150,HIIT,98
19,153,101,116,Yoga,109
38,186,103,166,Yoga,28
37,164,88,161,Strength,11
24,178,55,155,HIIT,57
19,159,110,154,Running,84
36,181,72,122,Cycling,10
23,192,74,147,Strength,23
19,191,70,153,Cycling,14
31,168,106,179,Cardio,83
23,183,117,115,Cardio,68
36,185,88,147,HIIT,72
35,193,66,90,HIIT,96
41,181,64,162,Yoga,109
56,151,114,146,HIIT,69
54,156,117,158,HIIT,51
51,180,64,170,Running,80
28,194,80,149,Strength,48
52,179,63,133,HIIT,52
36,175,105,170,Cycling,111
29,195,96,150,Cycling,99
22,163,69,94,Strength,25
30,152,66,179,Running,13
27,151,100,167,Cardio,104
53,161,102,91,Cardio,119
28,192,75,135,Yoga,29
56,166,102,146,Strength,11
23,174,71,167,Cardio,114
32,166,53,110,Cardio,60
45,188,80,130,Yoga,112
53,185,96,123,Cycling,101
52,163,72,159,Cardio,38
19,161,104,131,Cycling,58
36,155,114,151,Running,20
29,176,81,152,Cardio,83
20,171,110,124,Running,90
27,169,92,176,Strength,83
48,177,119,123,Yoga,110
24,186,94,92,Running,63
32,165,71,146,Strength,91
40,151,59,133,Running,107
42,153,104,97,HIIT,17
46,197,71,125,Yoga,107
32,188,54,162,HIIT,25
40,153,97,106,Yoga,44
48,194,53,85,Running,31
53,173,113,141,HIIT,83
41,173,53,105,Strength,80
18,180,83,105,Cycling,85
51,156,111,125,Strength,84
57,150,51,153,Yoga,78
27,167,86,127,Strength,104
20,184,92,178,Strength,45
37,167,70,85,Yoga,105
28,151,103,129,HIIT,80
44,159,81,110,Cardio,82
32,165,117,117,Running,12
23,195,104,175,HIIT,42
34,169,116,83,Yoga,35
19,156,79,178,Yoga,64
37,190,71,155,Running,79
54,175,111,128,Strength,52
19,151,69,88,Cycling,46
20,163,97,138,Cycling,66
20,195,116,115,Cardio,80
28,173,51,153,HIIT,98
32,188,97,113,HIIT,93
46,159,102,178,Cycling,96
24,162,62,101,Yoga,13
22,188,73,175,Cycling,89
41,165,75,82,Running,27
30,162,112,127,HIIT,101
33,196,54,111,Yoga,13
22,193,112,158,Cardio,83
53,160,73,177,HIIT,101
19,171,92,170,HIIT,32
48,190,76,144,Cycling,78
58,193,54,142,Cycling,10
36,152,115,171,Running,62
56,186,84,146,Yoga,64
23,175,86,86,HIIT,60
30,188,66,162,Cycling,97
18,184,113,101,Cycling,103
40,199,64,136,Yoga,109
41,198,86,153,Cardio,93
32,156,86,91,HIIT,108
51,192,79,171,Cycling,42
52,157,92,125,Running,46
48,166,102,158,Running,90
42,182,76,164,HIIT,103
40,193,104,114,Cardio,40
54,194,98,179,Running,91
45,161,80,129,HIIT,72
28,193,88,173,Cardio,60
29,165,80,174,Cycling,77
44,174,72,122,Cycling,39
50,168,117,85,HIIT,26
34,169,56,143,Running,100
33,159,63,88,Cycling,28
53,197,76,81,Running,71
58,185,89,171,Cycling,24
43,155,111,131,HIIT,55
53,169,116,176,HIIT,73
45,183,55,154,HIIT,113
28,181,114,177,HIIT,70
31,150,79,129,Yoga,104
19,178,66,129,Cardio,84
44,161,87,110,Yoga,34
50,168,114,100,Strength,25
59,192,60,109,HIIT,59
49,176,71,141,Running,61
59,164,104,95,Yoga,43
34,176,74,174,Running,59
39,189,108,178,HIIT,19
51,192,119,128,Cardio,113
52,161,118,102,Strength,77
26,177,79,124,Strength,81
47,154,107,84,Yoga,88
24,163,108,83,Cardio,89
59,154,116,121,HIIT,108
52,195,72,123,Cardio,50
24,174,100,102,Yoga,94
48,158,114,134,Strength,74
55,160,95,91,Yoga,66
58,178,100,81,HIIT,110
41,172,55,149,Cardio,114
31,175,95,134,HIIT,73
51,180,90,89,Yoga,110
51,184,72,132,Yoga,47
32,180,116,145,Cycling,118
48,167,106,175,Yoga,23
37,154,102,163,Running,73
34,160,110,89,Cycling,18
29,176,116,100,Cycling,78
40,177,109,171,HIIT,101
18,152,82,149,Running,73
51,156,72,125,Cardio,55
41,174,118,163,Strength,111
34,182,50,111,Strength,98
22,181,61,161,Cycling,80
42,191,118,147,Yoga,54
34,160,87,150,HIIT,22
29,159,110,116,Strength,74
31,169,101,136,Cycling,90
51,197,93,93,Running,84
31,180,118,110,Cardio,60
51,177,58,107,Cycling,40
20,187,94,83,Cardio,31
52,173,80,105,Yoga,40
54,195,117,116,Cycling,58
24,170,59,127,Running,54
37,175,119,93,Cycling,23
27,178,104,153,Strength,60
19,175,108,157,HIIT,50
34,155,119,99,Running,111
33,169,79,89,Strength,92
39,181,85,85,Running,55
19,190,102,173,Strength,13
18,186,109,150,Running,85
50,186,96,111,Cycling,96
43,170,61,164,HIIT,104
20,192,80,176,HIIT,96
20,182,79,81,Cardio,91
44,171,55,94,Cycling,27
59,155,51,145,HIIT,22
36,153,91,134,Cardio,116
40,168,118,108,Cardio,85
53,194,87,176,Cardio,109
23,179,119,134,HIIT,108
52,178,72,167,Strength,109
29,166,60,133,Cycling,73
41,155,104,153,Cardio,71
33,184,101,172,HIIT,29
32,168,76,122,Cycling,39
19,191,76,128,Yoga,77
19,165,101,136,Strength,108
48,173,52,143,Strength,67
19,183,119,82,Cycling,77
39,176,53,140,Yoga,92
53,169,109,97,Cycling,23
32,195,81,158,Cycling,109
25,188,83,99,Running,29
59,151,86,165,HIIT,64
38,183,66,174,Running,38
53,160,110,89,HIIT,29
45,179,89,104,Yoga,30
59,157,60,123,Cycling,112
24,164,60,158,Strength,114
50,190,96,153,Strength,58
25,168,69,169,Yoga,21
40,182,111,98,HIIT,70
32,170,87,139,HIIT,10
47,187,99,93,Running,15
36,177,111,94,HIIT,49
49,161,109,179,Cycling,68
50,180,59,105,HIIT,42
18,176,50,139,Strength,57
25,162,80,96,Yoga,114
54,197,86,108,Running,57
48,193,56,110,Running,61
42,191,113,156,Yoga,89
44,157,119,94,Cardio,58
22,174,59,93,Running,34
42,190,103,84,Running,65
48,156,107,154,Cycling,15
56,169,117,97,Running,41
24,174,113,156,HIIT,95
51,197,65,109,Cycling,66
59,199,83,126,Strength,95
38,182,80,106,Cardio,91
39,189,110,84,Cardio,60
24,151,79,129,Cardio,40
31,183,103,113,HIIT,14
59,175,68,111,Running,18
49,159,61,139,Yoga,25
47,160,78,146,Running,11
18,165,103,152,Strength,57
39,153,62,165,Cardio,35
44,192,103,147,Running,31
29,161,105,146,HIIT,61
33,151,91,111,Yoga,10
46,162,99,111,Yoga,73
33,152,68,159,Yoga,20
54,153,110,129,HIIT,11
21,198,97,179,Cycling,65
29,173,82,107,Cardio,14
37,188,71,142,Yoga,14
46,199,83,125,Cycling,10
26,151,112,103,Running,96
19,159,91,118,HIIT,85
27,168,116,159,HIIT,75
36,192,68,100,Yoga,88
21,189,63,160,Strength,109
54,171,119,83,Cycling,75
34,182,81,131,Running,35
35,160,94,128,Yoga,29
39,170,101,151,Yoga,12
55,183,72,174,Cardio,52
46,190,101,162,Yoga,108
18,150,114,139,HIIT,29
46,172,74,136,HIIT,114
34,199,96,173,Strength,38
55,181,90,136,Cycling,76
27,192,103,95,Cardio,116
56,154,98,165,HIIT,72
52,182,107,158,HIIT,56
18,185,95,88,HIIT,52
59,180,85,81,Strength,58
56,197,92,101,Strength,23
53,167,71,108,Yoga,78
42,186,70,85,Running,99
55,192,92,172,HIIT,74
40,181,108,96,Cycling,20
49,173,103,92,Cycling,107
43,152,64,171,Strength,87
37,152,82,107,Cycling,81
44,175,108,119,Cardio,43
19,152,85,92,Yoga,53
42,153,119,93,Cycling,17
34,175,52,149,Cardio,35
36,187,88,173,Running,14
55,196,104,149,Cycling,23
41,165,86,156,Cycling,106
34,160,118,95,HIIT,57
25,177,51,90,Strength,96
20,155,51,91,Strength,91
42,161,81,112,Cardio,39
49,191,93,133,Strength,98
24,169,67,166,Strength,97
44,162,103,144,Cycling,43
46,197,117,137,Strength,113
26,175,64,165,Yoga,94
29,166,88,177,Running,108
57,188,95,126,Running,87
35,163,112,88,HIIT,65
43,188,51,99,HIIT,83
47,150,93,142,Cycling,65
48,167,80,166,HIIT,41
55,150,95,81,Strength,63
31,198,110,94,Yoga,58
22,191,106,138,HIIT,74
36,150,109,137,Strength,36
20,186,74,155,Strength,35
18,153,67,119,Running,63
32,173,61,116,Yoga,26
33,173,112,166,Cardio,99
39,168,89,131,Strength,96
33,162,55,90,Strength,106
23,182,82,128,Cycling,51
30,171,60,111,Running,99
26,199,92,88,Yoga,109
