age,height,weight,heart_rate,vo2_max,workout_duration,workout_type
45,63.9,160.8,116,47.6,93,HIIT
54,89.9,193.1,72,30.6,101,Strength
58,66.3,197.1,96,36.3,38,Yoga
53,65,175.9,73,31.9,90,Strength
44,61.6,167.6,134,47.1,76,HIIT
34,56.5,161.7,84,49.4,38,Yoga
26,62.8,152.5,154,34.8,107,Strength
50,67.8,163.4,137,40,98,Cardio
37,83.7,182.7,116,39.9,60,Strength
30,53.1,176.7,130,54.6,61,Strength
45,60.5,197.2,147,35.8,106,Strength
46,90.5,169.8,172,46.4,71,Strength
30,57.3,184.7,159,53.5,23,Cardio
52,67.1,174.5,101,54.9,23,HIIT
23,93.2,175.6,101,50,24,Strength
35,57.7,163.4,106,39,60,Strength
22,54.1,172.7,175,54.7,106,Yoga
42,74.2,173.5,103,52.3,80,Yoga
19,65.1,185.3,100,51.1,94,Cardio
27,78.2,197,62,32,74,Cardio
47,90.2,166.5,170,31.3,94,Cardio
22,56.9,152.1,167,50.9,32,Yoga
50,79,174.8,149,58.3,33,Strength
18,75.3,177.2,170,53.2,79,Yoga
35,57.2,158.4,149,54.9,91,HIIT
49,81.2,188,60,46.3,44,Cardio
28,63.7,199.2,138,39.1,101,Cardio
38,74.4,197.3,70,50.3,63,Cardio
43,54.1,159.9,160,51.4,101,HIIT
42,73,193.8,66,50.3,29,Strength
39,65.3,185.2,71,58.4,90,Strength
44,91.1,172.7,175,41,69,Strength
30,52.8,177,97,31.2,63,Cardio
50,70.9,192.5,113,57.3,33,Strength
51,72.9,174,126,34.8,34,Yoga
58,86.3,168.7,165,50.9,35,Cardio
52,78.7,174.7,112,56.2,21,HIIT
18,83.4,179,149,39.3,49,HIIT
38,88.9,159.5,177,54.9,49,Strength
23,93.1,195,153,40,101,Cardio
45,65.7,183.7,91,53.8,50,Yoga
34,76.9,181.7,159,32.1,96,Yoga
22,92,155,104,49.7,39,Cardio
48,99.5,180.2,110,50.3,68,Strength
22,94.5,156,96,44.7,54,HIIT
55,68.6,153.9,178,50.6,42,HIIT
20,59.8,176.4,118,57.7,116,Yoga
40,74.5,170.1,113,52,118,Yoga
54,87.1,179.4,77,58.8,119,Yoga
54,74.6,154.5,60,43.5,80,HIIT
27,74.2,171.5,176,45.8,103,Yoga
27,91.9,158.7,80,37.9,74,HIIT
36,68.1,199.4,87,59.6,86,HIIT
34,93,178.1,171,31.7,27,Strength
38,70.3,184.4,75,40.8,59,Strength
31,66.4,166.3,107,38.9,78,Strength
26,72.7,154.7,87,41.6,51,Yoga
18,88.1,198.8,81,57.5,112,HIIT
30,56.3,164.3,142,41,26,Yoga
21,59.8,171.2,171,57.5,21,HIIT
18,97.6,182.5,60,42.7,104,Strength
57,58.8,151.2,154,55.6,25,Strength
49,78.4,190.5,175,45.7,111,Yoga
51,79,176.8,175,39.3,55,HIIT
45,74.5,163.9,101,43.5,51,Yoga
48,82.2,153.1,157,42.7,64,Cardio
25,61.5,158.1,169,37.8,61,Yoga
56,77.6,194.8,163,38.7,72,Strength
43,68.6,184.3,129,35.6,28,HIIT
51,83.1,162.5,151,40.1,94,HIIT
20,57.1,153.3,62,48.7,106,Yoga
29,78.5,184.5,154,41.6,94,Strength
18,59.3,178.6,139,51.4,68,Cardio
22,63.9,170.2,140,59.6,21,Yoga
47,60.9,168.2,103,41.3,86,HIIT
47,59.1,160.8,86,43.9,30,Strength
34,91.3,183.5,110,34.9,69,HIIT
40,64.3,198.5,83,41.8,54,HIIT
32,96.4,158.8,79,51.8,34,HIIT
54,98.5,179.9,91,36.5,94,HIIT
38,78.6,171.2,158,35.5,50,Cardio
31,57.2,172.3,72,41.3,111,Strength
19,68.7,162.7,171,54.6,81,Yoga
28,89.9,191.3,102,48.7,47,Strength
56,68.4,174.3,79,58.7,115,Strength
55,54.4,177.2,171,57.1,44,Strength
51,77.8,165.2,175,34.5,103,Yoga
55,92.3,159.1,61,31.3,111,Strength
51,89.8,154.3,127,42,44,Yoga
35,58.8,185.7,150,45.7,94,Yoga
47,83.6,159.8,119,45.5,102,Cardio
32,61,184.5,148,34,111,HIIT
44,60.9,169.5,63,33.7,20,Yoga
51,93.7,170.8,155,31.4,78,HIIT
55,62.5,173.5,76,55.5,88,Strength
50,63.2,168.4,60,58.4,93,HIIT
41,50,155,92,33.5,61,HIIT
32,93.5,165.5,89,36.4,53,HIIT
47,89.6,183.2,64,32.7,119,Strength
59,81.4,183.3,177,56.3,85,Strength
34,87.5,164.3,71,58.8,37,Yoga
22,57.6,173,161,37.9,96,Yoga
46,72.9,159.7,91,39.1,24,Cardio
21,67.6,160.5,97,40.9,39,Strength
27,54.7,151.2,76,45.1,85,Cardio
34,74.3,194.8,117,50.5,94,Strength
27,96,160.5,177,45.1,81,HIIT
34,52,161.4,168,58.5,113,Cardio
37,64.6,164,99,33,115,Cardio
41,60.4,156.4,155,54,51,Cardio
22,61.9,182,83,40,77,Strength
51,95.4,153.8,71,41.3,69,Yoga
23,73.4,156.7,170,51.3,57,Cardio
19,73.3,182.2,154,57.9,74,Yoga
30,88,167,78,51.5,47,Strength
28,57.7,185.4,88,53.3,93,Cardio
40,74.4,177.9,144,52.5,105,Strength
33,71.5,162.8,149,39.6,100,Yoga
48,79.8,182.5,111,52.7,41,Yoga
28,100,155.8,151,53.5,62,Cardio
33,88.5,176.8,76,46,102,Yoga
25,69.9,171.9,132,46.1,100,HIIT
21,91.4,163.4,80,52.8,107,HIIT
57,58.5,180.2,173,54.5,55,Cardio
21,51.5,193.6,119,40.1,115,Strength
42,60.2,199.9,157,54,71,Strength
20,67,180.4,134,54.4,55,Strength
49,75.5,170.2,178,37,47,HIIT
20,80.8,161.3,79,51.5,97,Yoga
44,95.5,162.9,172,35.6,77,HIIT
46,75.5,174,112,32.8,55,Yoga
49,75.1,168.4,173,47.2,89,HIIT
36,52.5,195.7,170,57.3,28,Strength
38,51.7,168.4,162,31.1,40,Strength
22,77.6,168.7,139,54.8,83,Strength
35,71.9,169.2,122,45.2,95,Cardio
45,92,191.8,116,55.8,80,Cardio
59,58,182.5,88,55.3,113,Yoga
39,51.2,180.7,60,56.3,114,Cardio
38,72.5,166.7,141,53.1,59,HIIT
23,61.9,190.9,118,55.3,75,HIIT
18,52.5,151.9,123,35.3,23,Yoga
22,86.2,193.5,145,39.1,50,Yoga
58,55.6,175.6,131,37.3,46,Strength
29,80.4,169.9,130,52.3,77,Cardio
43,64.1,174.9,148,34.6,44,Strength
51,58.7,183.4,153,35.5,88,Cardio
31,69,150.6,157,56.4,89,Cardio
43,90.1,193.6,103,51.2,24,Yoga
44,69.6,172.3,107,56.3,110,Strength
26,87.5,167.1,164,34.2,27,Strength
43,56.3,156.9,175,42,28,Cardio
39,88.6,172,134,38.5,34,Cardio
47,61.8,174.8,74,30.3,119,Yoga
34,83.9,170.2,94,38.5,26,HIIT
43,78.3,183.9,82,41.4,115,Strength
53,96.5,171,112,32.8,91,Strength
18,69.4,198.1,104,47,34,Yoga
25,53.3,180,144,41.5,56,Yoga
52,51,190.4,151,31.4,102,Strength
32,91.3,155.5,72,51.1,58,Strength
39,76.2,169.9,93,51.9,25,Cardio
31,88.8,166.8,97,55,102,HIIT
43,61.7,178.5,129,44.6,76,Strength
45,67.3,193.1,167,59.1,111,Yoga
40,51.5,153.9,127,57.4,100,Cardio
31,98.1,153.6,64,46.5,38,Cardio
41,83.4,192.5,178,43.3,82,Yoga
19,96.7,160.6,99,30.1,50,Yoga
43,63.3,183.4,129,51.3,94,Cardio
31,80.6,177.1,80,46.9,98,Yoga
24,83.9,191.6,87,58.1,29,Cardio
20,65.9,156.3,62,47.8,106,Yoga
40,92.4,156.5,82,59.8,86,Cardio
35,97.4,177.8,131,55.6,81,Strength
55,94.2,197.3,78,58.6,22,Strength
52,87,170.7,176,39.8,37,Yoga
32,63.9,166.3,134,34.5,44,HIIT
42,64.1,180.3,109,53.9,39,Strength
54,98.2,196.5,133,53.6,77,Cardio
45,50.5,191.8,117,36.3,112,HIIT
27,85.8,199.8,151,52.9,105,Cardio
56,85.3,151.1,79,47.5,69,Cardio
34,81.1,155.6,167,33.3,98,Strength
56,99.5,180.5,175,45.1,29,Yoga
39,65.6,191,151,57.9,40,Yoga
43,67,164.3,152,45.2,48,Cardio
42,53.9,162,131,53.7,115,Strength
34,72.1,189.3,142,30.9,29,Cardio
30,63.1,152.8,112,51.8,32,HIIT
37,67.2,168.5,171,58.4,66,Cardio
42,91.7,175.3,144,45,42,Strength
21,96.8,178,141,40.1,69,Cardio
27,59.3,186.4,68,49.4,106,Strength
20,68.6,167.7,63,57.5,114,Yoga
58,96.4,180.6,100,35.3,23,Strength
35,53.1,179.3,84,42.1,86,HIIT
53,54.6,177.4,93,34.7,104,Strength
39,58.1,182,132,44.9,72,HIIT
51,79.8,163,68,46.2,21,HIIT
25,57.5,154.2,141,58.3,87,Cardio
57,98.4,156,134,42.4,84,HIIT
36,72.3,161.2,72,47,98,Strength
59,75.1,175,161,56.6,76,Yoga
58,62.3,192,68,39.6,116,Strength
54,73.5,185.1,139,50.2,89,Yoga
23,83.1,189.5,63,52.7,26,HIIT
43,87.6,167.5,93,39.9,38,Cardio
51,87.7,170.2,66,34.9,63,HIIT
23,78.9,169.7,74,45.1,82,HIIT
54,95.2,159.6,97,40.7,84,Yoga
50,90.9,153.1,134,38,58,Strength
39,87.9,179.5,155,59.2,102,Cardio
38,52.8,199.5,150,45.1,45,Cardio
23,50.3,158.3,153,55.7,63,Cardio
23,60.6,152.3,111,35.9,31,Cardio
21,83.2,189,140,58.2,41,Strength
47,70.6,162.6,159,53.8,96,Cardio
28,70.1,191.5,142,54.3,111,Yoga
47,94.2,185.2,66,41.7,33,Yoga
48,94.8,197.3,166,44.6,105,Cardio
41,95.5,170.4,104,47.8,49,Cardio
26,65.7,183.1,118,53.7,63,Strength
20,84.6,173.2,80,55.5,103,Strength
48,63.6,181.5,87,32.3,110,Cardio
57,59.5,172.5,62,57.1,57,Strength
54,59.2,159.4,73,58.1,78,HIIT
53,67.1,175.4,61,47.8,61,Cardio
41,71.5,176.4,88,35.6,71,Strength
48,91.5,190.5,77,54.6,82,Yoga
23,56,186.8,96,46.5,80,Cardio
19,86.7,183.2,104,54.5,53,Cardio
37,76.6,155.7,104,54.4,58,Yoga
45,64.4,186,83,32.6,60,Yoga
28,74.6,175,179,48.2,56,Strength
21,65,194.7,105,44.5,84,Yoga
32,79.8,196,71,58.4,98,HIIT
23,71.7,152.8,112,38.9,51,Cardio
47,58.2,191,104,36.2,27,HIIT
55,55.8,151.9,91,56.9,116,Strength
19,77.3,168.4,77,34.5,37,Yoga
32,95.1,177.1,72,50.6,64,Cardio
28,67.2,157.4,63,39,112,Yoga
25,86.7,187.3,82,47,115,Yoga
43,82.9,150.4,121,48.5,52,Strength
22,96.6,158.4,113,42.5,24,Strength
23,91,179,133,59.2,101,Strength
43,78.3,185.7,114,34,93,Strength
21,82.9,195.8,128,41.7,55,Cardio
36,94.9,185.3,173,42.9,116,HIIT
37,70,183.6,99,48.9,42,HIIT
50,66.3,169.7,73,42.2,59,Cardio
37,50.5,150.1,157,32.9,24,Yoga
29,91.3,156,87,58.4,53,Cardio
18,90,176.7,131,42.5,43,HIIT
43,55.2,183.8,139,40.3,36,HIIT
31,78.8,170.9,154,43.4,114,Cardio
55,73.2,186.5,130,36.5,90,Strength
54,55.9,176.1,126,33,100,Yoga
28,99,153.7,88,34.5,111,Cardio
53,60.7,159.6,159,35,41,HIIT
30,53.4,192,120,35.9,34,Strength
20,79.7,186.2,162,42.6,34,Yoga
50,86.9,194.7,127,48.7,44,HIIT
23,51.6,155.9,68,48.9,72,Yoga
27,82.9,199.5,178,30,40,Strength
22,76.6,160.5,76,57.6,85,HIIT
40,55.2,150.6,108,54.7,110,Strength
27,58.6,199.9,122,58.9,51,Cardio
19,78.4,164.1,143,40.8,40,Cardio
30,64.8,183.4,137,49.9,87,Yoga
57,96.9,158.8,105,35,63,Strength
19,90.9,179,152,54.5,102,Strength
37,99.2,195.2,72,34.8,85,Yoga
18,63,166,159,39.8,109,Yoga
54,98.5,183.5,104,44.7,117,Yoga
26,71.6,159.4,112,47.8,33,Cardio
34,67.4,181.2,76,46.8,34,Yoga
26,52.5,166.8,106,33.1,39,Cardio
28,52.6,160.6,121,42.7,53,Yoga
32,84.6,165.7,109,57.7,55,Strength
41,72.9,158.9,102,56.2,102,Strength
55,61.3,195.1,127,47.7,28,Yoga
52,80.7,169.9,143,47.2,90,Yoga
47,62.6,162.3,134,33.4,49,Cardio
48,78.9,172.4,165,36,96,HIIT
22,68,166,145,37.6,110,Cardio
31,91.2,187.2,168,44.6,82,Strength
28,91,198.6,177,51.9,54,Yoga
26,73.9,171.9,131,43.8,32,Strength
51,67.5,193.1,87,33.8,98,HIIT
29,68.1,178.3,104,43.2,65,Cardio
52,90.3,157.9,100,34.9,75,Strength
52,66.4,184.5,153,52.5,28,Cardio
18,60.5,175.7,156,35,106,Yoga
57,54.2,182.5,156,44.5,55,Strength
39,73.3,194.5,170,50.8,22,HIIT
46,74.1,172,177,36.8,117,Cardio
25,92,195.1,95,32.3,38,Cardio
28,61.1,187.5,150,46.9,47,HIIT
58,69,174.4,143,31.6,42,Strength
54,90.4,180.2,92,47.6,26,Strength
31,91.2,166.3,84,52.6,95,Cardio
47,69.2,199.2,167,39.9,33,HIIT
52,73,183.4,166,44.7,65,Cardio
38,65.2,152.2,78,57.9,34,Cardio
54,96.6,166.3,106,44.1,86,Yoga
22,55.9,181.2,144,59.9,34,Strength
36,96.7,152.8,165,34.7,70,Strength
31,84.2,151.2,92,51.3,107,Yoga
43,76.6,172.5,179,49.6,27,Strength
21,51.6,166.6,126,56.2,88,Strength
42,73.8,171.9,73,32.8,81,Strength
59,70.4,163.1,138,38.4,70,HIIT
42,58.1,158.2,92,34,82,Yoga
35,82.8,184.5,101,58,87,Cardio
57,98.6,175.7,145,42.8,97,HIIT
25,78.1,160,124,57.3,35,Cardio
56,85.7,166,154,38.8,103,Yoga
57,53.4,179.6,106,33.8,43,Yoga
31,70.9,153.6,94,38.9,25,Yoga
49,55.8,157.4,176,47.9,76,Strength
55,80.6,153.7,143,55.4,50,HIIT
50,96.9,190.6,91,41.6,25,Yoga
40,83.1,187.6,114,57.4,118,Cardio
32,53.8,187.7,113,37.3,98,Strength
50,67.7,185.8,135,50.8,48,Strength
42,77.5,183.5,110,52.1,86,HIIT
34,70.2,173.8,139,38.2,94,HIIT
50,91.7,182.1,118,30.8,22,HIIT
19,90.7,151.9,131,41,47,Strength
31,80.6,181.1,179,31.4,93,Yoga
57,68.7,188.9,73,57,116,Cardio
57,62.8,175,77,58.6,67,Yoga
56,55.3,167.9,114,52.1,99,Cardio
23,67.7,163.9,153,51.8,29,Yoga
23,70.7,182.1,156,37.2,52,HIIT
20,83.8,184.6,157,32.2,119,Cardio
24,82.9,193.5,115,54.1,86,Strength
25,53.5,167.1,167,46.8,88,Cardio
59,69.8,188.5,108,50.4,31,Strength
32,59.1,178.1,157,53.4,76,Yoga
46,57.8,194.1,119,42.3,63,HIIT
50,91.4,176.4,172,34.3,32,Cardio
47,52.1,175.9,112,53.9,43,Strength
56,71,178.9,130,43.6,63,Yoga
44,58.4,187.5,65,54.8,76,HIIT
53,94,198.2,129,43.1,115,HIIT
46,77.9,153.7,145,36.5,35,HIIT
55,61.6,152.7,67,35.1,115,Yoga
50,75.1,196.9,160,52.3,119,Yoga
54,86.6,176.5,74,47.2,40,Yoga
44,97.9,180.7,85,42.1,95,HIIT
50,61,174.1,98,44.8,70,Cardio
21,94.3,154.7,62,46.5,40,Strength
39,96.7,188.4,116,37.2,79,Yoga
19,95.8,187.4,69,41.3,70,Cardio
27,81.8,165.6,62,38.8,40,Strength
22,81.5,165.3,153,41.7,25,HIIT
27,70.2,191.9,105,45,92,Cardio
50,87.6,153.6,81,35.2,84,HIIT
55,76.6,194.1,126,41.8,95,Strength
30,83.9,162.8,124,41.6,77,Yoga
48,71.4,179.6,156,38.6,97,HIIT
53,86.6,196.8,78,60,25,Cardio
41,91.2,183.9,159,32.2,84,Yoga
32,57.3,170.7,121,49.3,105,Cardio
46,91.6,184.5,157,35.2,53,Strength
25,77,167.2,116,55.2,75,Strength
22,92.2,163.9,154,57.4,94,Yoga
46,71.6,199.8,166,42,22,Cardio
21,69,187.5,147,54.7,61,Cardio
29,95.8,182.2,135,37.5,81,Cardio
19,62.6,167.8,72,34.2,25,Cardio
44,92.2,152.5,75,39.5,25,Strength
48,74.2,151.6,75,40.3,82,Cardio
53,75.7,177.7,174,41.9,39,Strength
53,65.4,188.1,178,41.2,40,Cardio
43,78.7,176.9,111,42.3,21,Cardio
44,66.3,192,176,51.3,109,HIIT
22,52,151.7,143,37.4,114,HIIT
37,63.6,168.3,100,30.6,109,Cardio
28,50.3,161.9,107,44.7,75,Strength
27,98.9,172.4,150,43.4,115,Cardio
57,98.3,153.6,98,31.8,29,HIIT
55,69.8,197.7,72,34,106,Cardio
23,86.4,161.2,63,45.3,89,HIIT
25,67.3,196.1,155,37,42,Cardio
40,83.6,171.3,168,56.3,111,Yoga
43,90.3,199.3,163,35.2,49,Cardio
29,97.3,177.7,157,30.6,97,Strength
43,70,196.5,162,43.4,56,HIIT
30,89.2,150.3,102,59.6,74,Yoga
57,63.3,187.4,140,49,115,HIIT
35,99.5,195.2,147,40.6,68,HIIT
42,51.3,157,152,30.5,53,Strength
50,80.2,154.8,105,44.5,63,Cardio
57,83,171.2,151,36.2,41,Strength
29,84.4,196.7,168,49.4,50,Cardio
53,56,177.1,106,47.5,26,Yoga
21,96.9,176.4,145,38,40,Strength
22,59.1,157.1,151,32.1,35,Strength
54,81.1,150,112,52.7,39,HIIT
25,61.1,190.5,84,47.6,62,Strength
59,65.4,154.4,100,55.3,63,Cardio
45,77.3,181.7,62,37.8,66,Strength
48,70.9,195.7,136,49.6,38,Strength
26,58,160.4,154,33.6,67,Yoga
46,58.5,183.3,72,38.8,115,Cardio
31,70.9,153.9,164,49.7,98,HIIT
57,87.9,180.2,77,54.8,88,Cardio
58,94.9,158.2,96,39.6,30,Yoga
39,54.2,186.8,102,54,98,Cardio
28,69.7,165.1,93,50.3,48,Cardio
40,55,173.2,140,40.5,64,Strength
18,50.8,180,114,56.3,87,Strength
54,83.1,158.6,111,45.3,55,Cardio
38,80.1,187.1,144,49.4,67,Cardio
43,58.2,165.1,95,44.9,106,HIIT
53,61.7,183.1,113,43.6,34,Yoga
40,51.2,157.9,118,55.4,63,Strength
18,91.7,184.4,173,38.8,86,Strength
57,98.7,156.4,179,31.1,115,Strength
32,56.8,171.3,111,56.4,93,Strength
38,61.6,162.4,163,54.8,59,Cardio
26,93.4,187.4,78,41,105,Cardio
26,96.3,163.1,71,35.6,33,HIIT
27,71,194.1,151,50.3,82,Strength
43,52.5,194.6,70,32.4,100,Strength
58,52,159.8,107,42.7,104,Cardio
52,78.7,180.7,160,32.6,70,HIIT
42,69.6,154.4,151,47.9,98,Cardio
43,51.4,169.6,158,30.8,77,Strength
28,79.2,185.7,167,48.9,34,Strength
55,50.6,183,138,50.2,84,Yoga
19,89.4,181.2,75,44.6,107,Yoga
24,65.3,164.1,168,35.3,74,Yoga
35,52,168.9,130,33,95,HIIT
44,79.4,155.1,106,39.4,29,Cardio
51,69.9,186,126,44,61,Strength
44,98.7,175.2,90,49.3,114,Strength
34,77.2,185.4,135,30,30,HIIT
41,63.8,162.4,67,51.3,35,Strength
42,85.5,166.2,148,51.4,92,Strength
24,63.6,166.7,120,43.3,97,Cardio
23,95.2,151.3,103,40.3,38,Yoga
41,68.7,167.1,109,55.3,50,Yoga
50,77.5,190.2,94,53.5,92,HIIT
46,52.5,194.9,135,59.5,119,Yoga
39,71.3,175.9,120,41.2,72,Yoga
43,91.6,172.8,178,57.2,109,HIIT
45,90.3,151.5,144,32.6,27,HIIT
38,61.2,194,149,42.3,43,Yoga
24,61.3,150.7,114,44,27,Cardio
34,90.9,197.2,125,43.2,102,HIIT
37,96.5,174.5,73,48.8,67,Strength
58,54.8,167.1,169,35.1,49,HIIT
37,72.5,196.2,63,56,77,Strength
39,66.9,151.2,76,46.6,105,HIIT
45,93.5,179.1,170,57.1,74,HIIT
57,54.2,177.4,171,30.1,92,Yoga
24,60.6,161,128,48.9,81,Yoga
18,87.6,171.4,83,42.4,67,Yoga
49,52.6,182.6,108,45.2,23,Cardio
30,74.6,186.4,114,52.3,56,Yoga
47,72.1,150,130,36.8,27,Yoga
40,66.7,196.8,82,36.1,20,HIIT
36,69.7,158.2,170,51.1,111,HIIT
49,76.5,161.7,140,45.6,89,Cardio
47,58.1,163.2,71,37,66,Strength
46,78.6,151.9,70,44.5,119,HIIT
46,90.3,156.2,174,43.8,94,HIIT
47,88,199.3,134,50.7,24,Strength
33,57.7,165.8,157,30.1,69,Cardio
57,57.5,155.8,170,47.6,43,HIIT
36,63.4,155.3,160,48.2,66,Yoga
35,68.1,186,173,52.4,37,Cardio
18,70.4,192.7,88,56.7,103,Strength
31,84,162.8,121,43.2,47,Strength
19,52.8,151,112,40.3,96,Yoga
45,51.7,161.2,176,33.1,24,Yoga
47,69.6,152.8,107,40.1,49,Yoga
55,84.9,155.2,159,32.1,20,Cardio
21,59.7,171.6,150,54.1,105,Strength
18,82.1,161.5,178,54.2,101,Yoga
25,63,175.8,165,42.5,65,Yoga
46,94.3,162.7,145,37.8,88,Strength
56,94.8,197,125,33.5,50,HIIT
20,64.9,195.3,170,55.5,89,Cardio
49,61.5,178.3,159,56.3,110,HIIT
27,70.6,167.7,107,38,75,Yoga
27,62,169.1,153,48.7,108,Cardio
36,83.6,170.6,118,37.8,112,HIIT
51,91.3,186.4,130,36.8,47,Strength
50,83.7,172.6,116,30.6,35,Yoga
40,91.2,192.8,135,47.3,73,Cardio
45,69.8,197.2,62,34.5,72,Cardio
49,57.8,166.8,140,30.4,31,Cardio
24,86.9,178,164,33.1,39,Cardio
46,68,154.8,91,39.4,101,Yoga
25,83.6,160,67,50.1,53,Yoga
18,63.5,170.7,146,36.1,72,Strength
20,54.1,160.3,161,56.6,83,Strength
41,99.6,193.8,89,38.7,42,Strength
40,57.8,157.9,74,39.9,46,HIIT
25,99.4,172.8,133,36.5,36,Strength
54,98.9,180.3,114,37.6,67,Yoga
20,89.7,184.6,97,32.2,40,HIIT
50,83,169.2,74,38.8,69,Yoga
45,78.9,193.5,89,55.8,59,HIIT
25,93.3,178.4,105,50.7,114,Strength
51,64.5,172,123,56.3,22,Strength
52,73.4,153.4,85,33.1,36,Strength
49,81,173.2,174,43.7,80,HIIT
41,70.6,191,168,36.9,69,Yoga
31,71.4,180.7,137,51.6,109,Cardio
49,66.5,191.6,126,59.1,106,Yoga
33,78.2,174.7,95,54.5,25,Strength
21,92.5,155.9,149,31.1,47,HIIT
54,60.1,150.7,137,39.5,91,HIIT
38,96.7,165.2,90,30.9,74,Strength
31,84.5,184.9,137,31.2,77,HIIT
48,91.2,189.5,99,32.4,64,Strength
35,77.8,164.8,133,38.3,91,Yoga
24,89,174.8,132,39.1,38,HIIT
27,50.8,171.1,105,42,48,Cardio
24,90.9,170.5,163,42.1,42,HIIT
50,52,161.6,166,53.1,51,Strength
40,94.5,156.8,101,34.2,29,Cardio
38,99.6,159.8,77,34.7,110,Strength
36,64.7,152.8,159,48.8,68,HIIT
36,60.5,159.9,95,47.2,84,Cardio
53,88.3,150.5,135,34.6,48,Cardio
46,62.7,181.4,109,55.6,78,HIIT
35,93.3,165.8,120,39.9,64,Cardio
19,55.1,198.7,99,41,86,Yoga
18,56.3,159.7,62,42.6,70,Cardio
22,99,167.3,141,39.7,114,Cardio
37,83.7,167.9,66,46.7,30,Yoga
28,92.3,150.4,90,41.7,105,Strength
59,66.2,192,124,37.8,101,Strength
19,83.8,151.6,154,57.1,118,Yoga
20,79.7,197,123,39.3,25,Cardio
40,80.2,194.6,177,51,86,HIIT
29,84.1,176.8,136,40.4,81,Yoga
37,78.8,177.2,152,43.1,24,HIIT
22,71.5,182.7,62,37.1,28,Strength
54,63.8,169.4,152,52.6,47,Yoga
55,88.4,182.4,94,52.1,102,HIIT
47,61.3,152.2,74,30.7,111,Cardio
26,84.6,152.7,80,31.8,110,Yoga
51,61.7,172.9,121,57.7,96,HIIT
52,81.3,177.5,142,56.7,57,Yoga
39,87.4,194.4,87,45.2,62,Yoga
41,60.9,155.2,63,44.8,40,Strength
34,53,191.1,168,54.4,110,Strength
27,56.5,160.5,72,34.2,81,Cardio
47,80.3,169.7,138,49.6,65,Strength
40,92.5,165.8,110,44.3,89,Strength
49,52.2,170,107,52.3,57,Strength
34,86.7,157.5,98,30.9,68,HIIT
34,67.1,175.2,155,47.8,94,Yoga
31,73.9,190.1,126,46.7,100,Strength
26,96.4,172.1,153,55.2,58,HIIT
57,66.6,174.5,117,50.3,90,Yoga
19,73.3,192.4,143,56.4,49,Strength
42,50.7,185.3,61,56.6,40,Strength
56,54.1,174.5,173,42.2,20,Yoga
26,62.9,162.9,84,34.1,108,HIIT
39,51.4,194.2,70,48.9,51,HIIT
21,81.6,178.9,60,56.2,27,Cardio
43,71.3,161.1,107,32.2,88,Yoga
46,77.4,163.5,172,46.7,49,Cardio
51,58.7,190.2,107,33.4,27,HIIT
40,64.8,152.2,69,30.8,38,Strength
54,83.2,199.6,140,50.4,78,Cardio
28,98.3,156.5,89,50.5,74,HIIT
23,52.5,189.8,94,48,49,HIIT
35,94.5,169.7,173,55.8,98,Strength
38,78.8,174.6,78,32.4,55,Yoga
59,78.2,194,169,33.2,74,HIIT
53,75,170.6,112,55.9,63,Cardio
58,53.5,176.9,93,45.1,46,Strength
55,54.5,152.5,91,38.2,96,Yoga
51,80,150.1,135,52.1,97,Yoga
34,67,162.2,166,56.8,73,Yoga
54,95.9,184,140,50.7,67,HIIT
42,70.3,156.1,65,53.8,49,Yoga
55,57.2,155.7,174,38.5,58,HIIT
29,85.7,170.5,72,38.7,32,Strength
40,64.7,182.4,162,55.9,35,Strength
59,76.3,185.6,145,48.4,63,Yoga
39,84.9,158.9,134,37,90,Strength
38,95,154,123,45.7,46,Cardio
44,89.6,197,66,50.6,64,Cardio
48,83.8,163,104,36.6,54,HIIT
23,84,192.7,104,49.6,98,Yoga
44,97.3,193.2,144,31.3,47,HIIT
57,64.8,188.6,124,39.1,118,Strength
51,50.1,158.4,153,50.2,26,Yoga
29,63.6,191.1,78,34.5,81,HIIT
24,60.9,188.5,174,36.7,70,Yoga
27,83.1,179.8,178,56.4,65,Yoga
34,81.7,166.9,106,50.2,39,HIIT
43,79.7,163.1,105,45,115,Yoga
38,50.8,156.1,88,36.3,57,Strength
45,86.4,175.5,158,40.2,80,Cardio
19,66.2,179.3,176,47.2,51,Cardio
18,83.3,168,143,34.7,45,Yoga
53,77.8,173.8,159,44.5,77,Cardio
43,67.1,168.2,120,42.3,58,Yoga
46,56.7,182.1,162,44.3,39,HIIT
38,54.7,195.1,124,33.2,101,Strength
28,91.6,158.2,82,33.2,69,Cardio
57,95.9,169.1,154,58.9,98,HIIT
28,82.5,157,179,59.4,71,Strength
53,55.2,181.2,110,42.8,105,Cardio
56,70.1,186.4,122,53.7,41,Cardio
57,86.4,196.6,158,49.7,72,Strength
52,89,163.9,175,33.5,104,HIIT
51,55.9,197.5,170,38.9,85,HIIT
41,50,153.2,168,39.4,62,Cardio
39,85.6,180.2,81,47.9,101,Strength
22,67.8,152.9,169,47.4,42,HIIT
50,62.7,194.7,130,57.7,96,Strength
53,50.6,176.5,92,53.7,83,Strength
37,77,183.5,168,55.7,28,Cardio
36,92.6,191.6,159,56.7,26,Strength
52,97.9,157.5,103,54,60,Strength
34,78.3,151.9,66,40,73,Yoga
51,75.7,193.9,150,36.5,84,Strength
