age,height,weight,heart_rate
35,196,102,85
58,168,68,130
35,193,110,163
50,169,88,105
47,183,111,94
28,152,82,104
33,169,53,145
43,180,114,101
42,162,58,115
33,162,91,163
26,192,108,126
37,171,60,103
52,177,62,83
47,197,109,98
52,158,67,154
20,173,73,80
21,184,90,96
34,160,52,159
23,195,53,141
43,168,116,154
21,164,111,86
57,181,110,86
53,199,102,169
20,179,105,99
49,160,111,145
25,181,103,141
47,163,62,174
18,192,57,137
27,172,78,91
20,153,70,89
29,155,110,120
31,168,65,147
52,154,74,177
22,156,87,117
34,192,93,161
29,180,109,88
43,161,103,128
19,181,118,80
25,179,86,111
47,196,94,147
27,164,106,106
29,153,119,152
50,164,92,170
27,187,50,101
40,162,95,95
42,171,67,82
49,188,113,138
49,195,60,151
30,186,117,136
56,181,119,168
58,152,95,170
50,164,60,126
28,150,95,150
23,193,84,159
31,185,103,167
46,181,70,126
56,199,82,111
18,194,114,139
44,161,50,175
27,190,110,103
39,199,90,174
45,172,88,120
30,189,100,149
26,154,51,121
43,190,111,168
19,158,100,173
31,159,76,116
30,182,52,80
52,181,89,173
47,194,73,167
25,164,79,125
53,156,96,133
26,174,68,142
22,197,109,145
41,160,59,133
30,194,73,136
44,193,61,162
53,175,92,82
56,151,112,152
30,184,100,124
34,166,64,150
22,187,69,171
52,185,114,105
43,190,50,128
18,193,81,175
48,154,103,149
45,190,56,101
42,160,114,150
28,154,51,93
38,190,98,98
35,192,117,114
39,192,79,148
23,169,112,159
55,160,113,162
31,155,64,103
42,176,104,148
35,180,95,116
50,183,115,177
38,169,109,130
25,175,79,88
41,156,77,151
46,178,96,155
24,184,99,138
55,163,67,172
30,179,107,159
47,151,98,128
46,164,97,118
31,190,78,96
35,166,99,119
31,153,62,108
51,197,63,162
45,170,110,144
49,172,67,170
49,191,72,179
38,179,83,118
39,164,98,136
29,172,97,131
31,163,76,95
28,188,109,80
37,186,83,116
31,177,102,116
20,162,85,169
33,153,94,167
37,172,80,158
25,157,81,150
55,165,59,168
27,170,97,139
47,182,98,147
50,188,62,139
26,195,56,167
44,150,59,106
46,151,96,150
32,167,72,119
34,172,79,84
26,156,101,123
18,160,94,91
34,179,81,159
43,177,66,104
40,181,80,123
54,151,55,86
22,167,112,155
55,158,59,138
36,183,116,169
49,167,74,145
24,152,50,87
48,168,96,93
45,195,54,151
56,164,94,97
22,193,56,171
50,168,54,128
40,168,104,148
27,190,109,117
27,176,110,113
27,188,119,137
24,152,98,100
46,173,87,179
52,181,84,88
27,151,105,92
53,183,62,134
28,194,61,169
27,166,86,130
38,195,105,174
47,181,95,94
39,151,107,111
52,195,71,151
23,190,59,177
24,152,57,158
53,174,58,176
21,166,58,179
59,197,112,119
22,166,99,97
27,195,60,100
27,173,91,154
45,192,75,115
59,197,111,119
35,179,118,103
47,180,68,117
28,151,88,140
38,181,75,138
54,178,94,105
46,159,94,130
31,175,71,141
51,189,110,88
34,187,77,157
49,171,94,129
18,153,89,115
55,156,114,137
30,174,60,102
59,191,57,113
32,154,109,141
58,187,68,132
49,191,76,123
34,160,87,138
23,197,82,108
48,160,65,124
21,171,110,126
53,180,64,80
19,189,114,115
37,166,67,80
36,150,62,159
33,184,104,172
25,172,65,178
51,197,113,119
51,153,89,115
19,183,112,105
32,191,96,139
40,159,110,148
25,166,91,94
58,173,89,119
18,186,100,145
32,196,57,91
29,162,70,123
46,168,57,117
39,180,62,169
30,154,84,113
51,163,111,132
47,181,84,167
45,150,51,80
39,156,69,175
33,191,55,172
23,182,108,165
37,187,80,142
48,173,83,126
53,179,55,109
56,159,93,86
53,163,52,152
42,180,67,104
39,177,50,100
32,187,57,154
38,169,62,173
41,194,87,81
45,175,60,163
55,157,83,100
28,161,71,112
56,173,104,121
38,154,90,148
20,174,100,105
40,189,115,124
59,153,59,97
30,175,114,177
27,152,116,165
38,197,95,95
24,175,70,179
24,191,63,157
51,171,94,93
23,154,98,96
26,184,103,148
23,174,78,147
58,179,56,123
23,191,52,84
45,189,97,130
28,185,99,85
41,176,75,158
38,150,92,92
19,164,108,90
35,170,69,173
56,154,117,157
51,189,57,81
37,180,57,124
34,196,88,167
30,167,115,141
48,189,88,152
30,152,117,173
59,164,51,109
25,160,83,102
21,156,73,126
18,154,111,126
59,198,64,124
31,183,70,176
32,191,76,107
25,184,71,101
56,172,52,137
18,179,92,176
25,161,108,89
32,161,115,110
32,184,70,80
26,182,118,96
54,175,51,168
57,170,93,109
46,165,118,153
21,154,104,150
33,199,71,169
57,199,105,82
44,188,94,120
27,177,100,114
27,158,84,133
36,167,59,108
55,173,77,93
38,176,76,172
41,183,79,159
38,189,107,172
37,166,109,140
41,167,90,113
45,172,67,136
37,180,70,87
59,164,81,173
37,180,87,122
27,179,84,148
20,187,97,119
43,163,97,123
34,193,82,147
34,187,117,95
28,184,116,90
46,170,76,118
47,158,51,145
45,181,105,112
37,199,95,122
55,199,60,107
22,185,63,146
44,171,62,100
35,150,54,103
50,184,106,150
45,180,81,102
34,176,75,170
52,197,73,85
18,196,109,126
24,154,98,155
20,186,114,115
31,196,95,155
49,168,88,177
20,168,79,164
59,191,87,116
28,161,96,81
36,169,108,88
59,173,93,172
30,168,53,114
29,165,86,175
40,172,76,149
20,187,90,113
33,151,66,83
18,174,72,126
35,163,62,125
50,194,108,172
18,195,101,160
51,182,61,154
32,175,67,143
23,197,65,97
37,159,90,136
38,170,98,129
58,164,69,101
31,183,119,96
27,184,85,153
24,159,107,85
56,159,56,107
40,154,94,89
53,175,55,81
20,152,61,156
27,166,74,155
55,197,90,132
20,159,62,122
24,161,63,91
38,197,70,101
59,173,89,114
34,186,85,151
30,198,110,121
35,189,112,115
34,150,105,140
36,167,90,105
56,171,100,173
39,169,111,124
48,155,118,168
49,169,90,153
47,184,112,167
21,155,86,177
43,157,109,97
39,157,82,114
57,159,99,160
34,177,82,144
49,163,89,166
50,154,113,94
35,155,116,137
26,150,51,96
21,169,73,133
48,161,99,110
49,195,71,147
35,185,53,162
47,157,83,134
26,166,81,84
21,174,55,149
37,166,57,102
49,187,102,118
40,198,85,159
51,195,57,138
45,191,107,123
35,184,85,137
49,179,70,147
46,195,107,111
32,164,78,115
55,183,84,167
18,162,98,157
52,175,112,81
38,173,62,162
53,167,77,91
56,161,89,82
49,195,115,161
38,190,100,167
20,162,54,86
24,159,89,97
47,163,58,87
24,197,117,129
25,165,67,119
53,179,66,83
30,152,75,148
18,194,102,90
35,186,102,106
41,186,119,91
59,170,64,141
23,173,87,165
33,179,74,167
19,152,115,115
42,153,61,133
55,166,86,100
55,181,86,161
44,179,56,164
21,181,80,127
28,160,75,143
38,156,96,139
40,171,112,83
55,197,89,135
22,155,109,156
28,162,83,85
44,159,111,80
40,151,60,86
42,190,76,104
43,175,102,109
32,162,79,116
55,184,66,166
48,195,68,91
49,198,63,125
32,188,74,167
40,173,108,159
19,181,58,84
32,198,63,161
56,170,65,126
50,175,113,89
57,153,104,88
35,179,103,127
46,185,80,107
32,160,102,126
56,153,89,129
32,153,57,101
28,180,63,115
53,176,109,109
57,187,92,123
58,169,108,143
33,162,63,155
20,170,84,116
52,185,63,170
42,172,58,96
34,180,88,97
36,157,106,175
43,183,103,106
48,177,94,134
22,156,50,135
24,191,58,127
40,152,80,167
44,196,76,178
36,151,73,96
54,192,97,106
44,156,90,136
57,190,76,172
29,185,87,107
57,179,113,136
55,162,98,148
52,199,75,154
24,159,79,167
35,177,81,109
19,182,96,170
18,180,83,137
59,155,57,117
45,197,64,139
55,174,80,86
22,167,94,118
55,180,108,119
48,168,112,94
58,166,90,119
53,164,54,92
51,178,89,122
58,180,53,125
57,181,91,117
34,159,111,175
56,151,72,130
29,178,60,149
49,155,101,116
44,150,65,136
29,161,112,173
39,150,102,155
34,173,65,129
59,170,80,88
56,179,94,178
52,193,77,103
28,188,115,131
51,181,116,123
40,158,82,156
44,160,94,177
23,163,107,155
59,150,111,143
40,150,88,149
28,161,119,113
53,154,75,87
48,188,100,162
55,187,105,152
56,152,63,105
22,177,75,156
41,173,90,108
52,179,98,171
52,166,68,81
48,181,55,117
25,172,112,136
19,197,110,98
31,196,69,172
47,186,59,120
26,160,61,117
28,177,102,143
54,161,96,134
44,193,91,110
30,187,84,169
59,151,83,123
42,190,93,136
58,197,54,141
46,160,83,91
33,178,64,90
48,181,103,93
30,174,75,164
59,197,83,168
34,167,105,99
19,192,113,88
58,161,53,95
20,193,113,117
57,166,61,110
47,158,88,109
27,194,113,108
49,191,92,153
30,154,59,139
47,194,88,103
29,154,82,120
47,184,74,103
45,193,82,134
40,185,110,121
49,157,93,117
24,164,105,107
36,184,74,145
27,165,79,118
56,187,111,100
19,154,90,110
19,174,63,179
53,168,118,93
18,186,69,106
19,173,67,116
55,159,52,107
50,180,92,80
56,182,109,123
29,187,52,121
55,170,76,155
53,156,51,150
55,186,97,151
52,167,84,169
43,172,110,155
50,168,108,104
47,154,79,88
59,158,78,167
26,163,108,135
52,156,95,158
57,150,75,114
20,155,94,179
40,176,80,153
41,162,94,133
21,169,65,86
51,165,90,93
20,158,77,132
47,187,103,152
28,155,56,103
24,150,95,103
47,166,100,161
33,178,92,85
51,175,81,172
37,189,75,127
42,184,76,89
45,166,95,86
28,196,93,128
49,153,58,144
56,180,101,100
22,174,105,123
23,156,79,117
26,189,109,149
28,199,70,106
27,175,66,153
43,163,50,162
49,196,54,143
24,189,102,119
41,171,59,107
36,170,89,103
36,155,97,140
18,155,66,176
42,165,118,122
55,178,50,171
55,187,119,119
53,181,70,136
51,194,67,126
58,179,98,138
53,156,64,131
53,163,57,164
46,190,62,107
41,195,72,168
19,172,99,95
30,170,95,115
21,152,68,113
20,164,111,93
34,158,113,120
39,186,57,179
39,189,75,178
23,161,95,105
23,154,51,165
53,164,96,151
33,171,64,148
49,186,68,178
42,162,73,91
20,178,88,107
47,151,111,104
34,156,85,156
27,174,118,143
23,178,56,132
46,186,116,94
58,195,100,136
47,179,103,102
36,153,118,160
41,166,115,87
31,159,73,134
55,177,109,118
58,154,104,152
22,176,86,97
20,172,106,163
45,159,110,120
46,154,89,82
51,193,82,101
36,159,71,103
22,171,74,161
45,164,84,147
25,197,63,121
21,178,106,133
41,152,74,117
26,163,77,156
50,179,97,164
55,187,111,162
42,150,103,112
28,152,80,142
24,174,61,102
21,171,117,161
26,196,86,143
55,189,89,157
27,177,109,127
45,156,56,90
23,165,110,158
56,176,96,120
47,173,74,151
48,155,91,129
34,186,101,89
36,156,78,103
53,193,107,160
56,157,87,134
34,178,57,89
55,183,57,131
56,170,65,106
47,154,90,91
32,165,61,80
37,187,51,82
55,164,100,95
46,192,95,80
42,163,66,176
20,158,106,149
32,169,90,97
51,198,95,97
30,194,67,86
32,156,95,150
31,153,67,98
45,162,53,115
33,151,63,105
57,198,53,139
53,180,50,150
26,168,118,161
25,158,67,105
26,160,63,142
54,165,62,156
31,195,53,121
31,196,63,100
50,173,116,159
43,188,112,121
55,156,56,135
26,162,54,103
36,192,109,86
58,165,77,178
54,195,80,91
47,199,107,136
43,179,103,125
33,164,96,131
36,181,99,94
19,167,92,112
52,161,79,163
26,174,92,174
40,192,82,90
39,189,96,157
46,198,58,95
30,198,67,130
25,177,102,178
45,168,116,161
58,162,81,148
32,184,66,148
52,153,60,166
58,160,85,144
27,156,119,174
52,154,69,132
26,164,84,178
22,168,75,165
30,162,97,105
25,183,115,147
32,183,65,101
19,168,111,136
57,199,71,177
38,160,50,112
52,176,96,159
28,159,89,174
59,186,117,120
25,193,64,138
51,159,87,158
42,155,91,118
41,164,104,176
22,172,64,105
55,155,68,152
28,158,118,176
44,187,88,154
51,199,106,114
53,197,72,85
38,164,109,169
34,184,83,85
46,150,81,135
57,198,106,174
37,163,108,160
24,198,63,133
51,188,57,112
30,173,79,145
56,194,56,88
42,183,96,158
26,185,101,136
31,187,53,140
31,163,78,175
27,172,76,157
30,188,50,139
55,168,55,138
41,182,86,106
21,191,112,161
30,161,90,89
28,174,85,178
53,184,107,129
57,166,82,165
36,165,74,93
38,183,90,179
55,161,61,175
53,175,77,143
43,175,116,132
44,154,67,175
54,199,85,85
39,190,92,84
28,186,94,104
50,181,83,160
37,174,93,138
32,190,85,121
24,181,77,135
46,179,99,115
32,195,99,118
39,160,97,163
37,184,93,148
57,180,91,176
58,188,92,107
32,150,62,82
56,184,71,131
27,169,74,132
27,168,101,140
39,185,112,159
21,190,115,134
41,198,102,114
46,176,67,158
20,182,102,127
24,158,93,88
34,163,101,87
25,160,98,115
22,171,99,90
39,158,95,109
39,190,105,132
23,181,57,127
19,151,118,150
54,170,66,177
19,156,106,145
24,194,86,161
22,170,101,161
59,193,107,143
26,187,84,113
52,151,72,121
55,161,117,105
19,170,105,132
28,183,74,132
48,150,62,120
56,168,97,145
30,169,63,151
51,187,68,109
28,164,110,114
49,182,114,106
33,173,114,144
50,161,73,88
50,162,110,172
21,187,67,142
44,180,81,105
18,150,61,81
22,187,88,126
44,199,86,81
31,198,100,128
42,157,105,119
22,175,83,107
51,168,60,166
18,165,103,95
43,153,99,141
25,167,109,139
20,197,58,176
44,154,93,101
18,176,75,106
54,196,80,82
20,165,93,86
26,192,57,154
21,173,115,131
59,183,93,131
26,155,102,84
19,189,56,99
32,161,76,127
37,159,87,172
50,197,85,172
44,179,80,132
40,168,55,123
50,195,70,99
27,181,81,151
44,154,86,83
50,173,118,97
45,160,88,123
29,171,89,143
25,195,71,120
30,181,116,159
40,182,118,161
31,189,50,160
54,155,82,129
23,198,97,126
29,170,75,92
28,150,67,140
48,181,109,101
28,193,87,83
45,161,103,138
32,171,95,137
21,163,76,165
23,172,91,116
25,182,118,90
30,197,83,127
27,164,61,113
54,176,104,172
18,187,113,111
18,175,69,108
38,186,55,85
42,151,71,161
36,181,110,169
51,157,72,124
26,173,70,170
35,188,58,87
48,187,94,101
53,166,64,167
51,175,52,107
43,159,65,90
38,185,59,103
46,157,85,152
32,154,118,162
24,195,75,106
37,188,61,160
39,159,56,166
33,168,59,84
18,195,54,86
20,164,71,86
35,195,95,112
42,172,115,139
21,190,75,151
42,179,59,118
47,184,76,97
42,163,92,110
43,161,51,82
45,178,104,87
23,183,81,159
20,175,114,127
55,177,61,136
52,164,59,119
19,176,52,109
43,168,89,100
46,183,76,135
41,179,50,135
35,185,109,100
46,198,86,164
19,174,63,170
25,162,66,129
32,194,66,95
47,186,99,140
18,183,67,133
38,161,77,126
18,165,118,122
22,164,57,177
26,176,70,135
53,179,85,142
30,150,69,121
19,188,61,111
34,178,98,132
44,151,59,124
49,183,115,149
32,187,54,150
58,175,69,113
24,169,74,111
47,173,91,94
45,153,85,113
56,175,101,119
27,193,92,109
46,198,86,125
39,157,100,95
55,190,67,152
34,155,57,129
40,192,71,110
42,181,57,140
46,170,95,115
31,182,110,123
51,161,88,161
53,169,88,143
59,173,71,107
37,154,117,85
47,175,75,116
48,199,52,136
59,187,64,134
50,178,82,152
51,162,107,155
59,159,104,150
20,185,89,103
42,195,68,130
28,178,74,169
19,198,109,162
52,166,105,111
37,194,58,124
21,151,84,143
46,160,60,153
55,168,59,88
25,193,100,173
39,165,81,173
27,154,60,114
46,177,70,92
43,191,82,137
41,179,74,112
37,161,77,148
45,153,75,172
24,169,113,163
21,150,56,129
59,177,80,176
25,168,53,103
38,193,76,167
31,151,118,108
31,180,86,128
53,185,88,152
55,169,59,131
33,174,88,177
57,192,56,112
37,163,69,95
35,154,86,167
39,172,81,85
57,164,76,166
32,165,87,89
57,193,86,95
57,174,113,94
48,199,58,179
38,198,54,94
24,171,91,174
44,199,74,95
27,151,82,118
39,161,116,145
53,181,107,135
18,188,111,94
51,199,93,136
52,162,119,115
43,183,103,154
34,194,95,134
24,167,108,157
33,184,101,152
23,171,96,125
38,191,111,107
59,169,51,105
38,194,99,177
25,181,101,119
29,154,57,103
30,164,116,154
48,157,78,127
18,163,114,82
43,151,66,131
53,160,60,132
54,180,99,121
33,153,81,115
22,164,71,150
33,161,64,171
57,157,104,174
54,191,99,89
18,192,58,122
50,176,113,84
32,160,60,120
21,160,101,118
34,189,117,173
35,183,76,138
35,173,106,100
37,190,56,143
56,163,112,154
20,169,101,147
26,155,104,108
40,153,116,128
21,195,53,82
52,179,87,95
44,191,83,170
48,198,92,104
32,154,89,106
53,198,71,152
46,156,79,80
19,164,65,144
28,167,88,176
19,182,107,107
35,164,90,104
36,185,65,107
35,184,54,80
30,190,97,97
24,173,87,144
32,152,58,164
41,166,113,105
54,161,115,171
45,156,50,177
54,157,73,137
45,159,106,162
18,191,56,169
46,167,85,102
59,185,57,97
20,167,89,143
42,167,62,100
29,187,59,167
35,151,71,82
21,182,63,178
53,172,94,171
24,197,115,104
58,199,72,179
51,172,118,171
19,154,79,130
54,167,62,133
50,185,116,130
25,184,87,162
49,163,77,148
59,174,105,107
18,160,118,81
39,171,111,160
34,169,52,129
44,179,118,167
38,151,51,151
46,167,94,110
55,184,55,109
41,179,52,168
25,180,109,158
54,181,116,99
34,173,91,122
28,155,102,152
41,155,71,123
56,157,117,81
35,175,101,83
18,172,98,132
25,178,110,154
54,151,55,156
23,161,109,157
55,164,78,131
39,158,110,128
59,199,118,136
45,179,65,132
57,196,69,172
42,171,80,141
31,168,69,108
20,162,52,81
44,151,107,173
59,154,95,111
45,183,61,137
38,158,82,171
19,151,96,99
46,192,88,117
47,156,118,166
28,194,80,178
33,173,69,141
47,189,68,94
51,182,97,172
47,151,70,129
44,156,80,113
30,163,111,134
38,166,63,118
33,165,61,93
28,180,87,122
18,150,63,121
49,154,70,166
35,158,98,83
50,165,105,144
25,166,69,148
19,168,66,148
25,191,103,85
37,155,60,132
35,183,82,141
41,189,70,148
56,195,103,81
42,197,64,143
51,161,107,101
40,199,108,159
56,172,88,131
48,175,112,136
38,173,82,100
29,161,117,173
34,164,85,104
34,170,101,167
39,153,116,164
46,172,115,88
47,174,96,164
24,195,99,152
36,197,103,162
31,193,61,126
46,152,75,94
40,151,106,89
53,158,78,178
42,171,87,106
51,164,95,100
25,179,111,161
26,180,65,132
22,151,110,164
27,194,105,119
59,198,68,138
42,196,81,133
20,154,70,116
29,191,52,152
22,194,102,167
57,172,52,169
43,166,89,142
57,151,54,122
24,156,65,150
34,151,57,141
20,173,82,170
22,159,119,128
37,186,52,159
19,150,98,93
27,179,99,175
28,180,98,101
32,187,76,130
18,197,66,153
45,188,79,154
37,172,75,131
40,187,82,94
27,164,78,117
49,188,91,144
26,171,65,140
30,176,78,142
27,183,76,96
56,154,55,155
38,186,56,177
21,174,70,122
24,171,96,104
53,156,79,170
30,199,83,86
24,185,115,141
49,165,57,124
25,153,63,134
21,158,97,164
19,151,74,135
29,190,110,147
28,195,116,152
33,185,98,86
35,174,97,90
20,177,77,85
52,150,112,173
56,175,112,92
51,157,103,84
24,166,78,178
21,185,105,119
38,154,53,155
54,185,75,134
22,170,100,140
41,158,53,130
32,169,104,162
29,157,116,134
18,176,115,138
22,193,94,169
28,167,50,106
40,181,106,174
23,184,99,177
32,171,104,135
24,176,88,169
27,194,99,163
20,197,106,98
48,194,97,109
57,173,113,125
56,151,105,144
42,172,117,179
30,153,112,173
20,174,103,126
39,178,108,82
18,181,72,89
58,176,108,141
55,166,61,171
41,174,70,154
47,167,99,93
48,172,116,170
18,172,109,114
25,151,114,88
18,189,87,123
49,156,75,90
30,176,77,101
41,185,60,150
19,159,118,111
31,151,106,96
42,165,109,110
21,191,106,119
23,179,107,168
52,180,60,174
56,183,59,138
18,175,69,176
19,156,56,167
52,199,66,155
48,183,80,156
21,168,87,84
47,157,79,118
40,155,74,146
33,171,116,157
20,198,111,159
37,186,80,123
39,193,59,118
19,154,81,133
50,197,82,123
44,178,88,172
59,197,75,89
31,176,79,112
21,166,98,81
27,188,91,161
43,197,53,170
29,172,86,148
50,183,112,138
48,161,117,169
20,189,56,115
33,190,107,99
37,180,71,138
55,178,113,133
48,158,62,119
55,177,93,113
31,179,108,127
51,190,96,158
24,191,106,152
42,162,75,81
31,185,80,135
55,168,80,137
27,179,119,156
51,160,63,103
19,187,76,126
24,198,114,155
43,196,118,120
52,191,117,145
57,150,65,106
19,180,107,136
42,175,79,98
28,189,74,176
54,190,83,150
19,153,101,116
38,186,103,166
37,164,88,161
24,178,55,155
19,159,110,154
36,181,72,122
23,192,74,147
19,191,70,153
31,168,106,179
23,183,117,115
36,185,88,147
35,193,66,90
41,181,64,162
56,151,114,146
54,156,117,158
51,180,64,170
28,194,80,149
52,179,63,133
36,175,105,170
29,195,96,150
22,163,69,94
30,152,66,179
27,151,100,167
53,161,102,91
28,192,75,135
56,166,102,146
23,174,71,167
32,166,53,110
45,188,80,130
53,185,96,123
52,163,72,159
19,161,104,131
36,155,114,151
29,176,81,152
20,171,110,124
27,169,92,176
48,177,119,123
24,186,94,92
32,165,71,146
40,151,59,133
42,153,104,97
46,197,71,125
32,188,54,162
40,153,97,106
48,194,53,85
53,173,113,141
41,173,53,105
18,180,83,105
51,156,111,125
57,150,51,153
27,167,86,127
20,184,92,178
37,167,70,85
28,151,103,129
44,159,81,110
32,165,117,117
23,195,104,175
34,169,116,83
19,156,79,178
37,190,71,155
54,175,111,128
19,151,69,88
20,163,97,138
20,195,116,115
28,173,51,153
32,188,97,113
46,159,102,178
24,162,62,101
22,188,73,175
41,165,75,82
30,162,112,127
33,196,54,111
22,193,112,158
53,160,73,177
19,171,92,170
48,190,76,144
58,193,54,142
36,152,115,171
56,186,84,146
23,175,86,86
30,188,66,162
18,184,113,101
40,199,64,136
41,198,86,153
32,156,86,91
51,192,79,171
52,157,92,125
48,166,102,158
42,182,76,164
40,193,104,114
54,194,98,179
45,161,80,129
28,193,88,173
29,165,80,174
44,174,72,122
50,168,117,85
34,169,56,143
33,159,63,88
53,197,76,81
58,185,89,171
43,155,111,131
53,169,116,176
45,183,55,154
28,181,114,177
31,150,79,129
19,178,66,129
44,161,87,110
50,168,114,100
59,192,60,109
49,176,71,141
59,164,104,95
34,176,74,174
39,189,108,178
51,192,119,128
52,161,118,102
26,177,79,124
47,154,107,84
24,163,108,83
59,154,116,121
52,195,72,123
24,174,100,102
48,158,114,134
55,160,95,91
58,178,100,81
41,172,55,149
31,175,95,134
51,180,90,89
51,184,72,132
32,180,116,145
48,167,106,175
37,154,102,163
34,160,110,89
29,176,116,100
40,177,109,171
18,152,82,149
51,156,72,125
41,174,118,163
34,182,50,111
22,181,61,161
42,191,118,147
34,160,87,150
29,159,110,116
31,169,101,136
51,197,93,93
31,180,118,110
51,177,58,107
20,187,94,83
52,173,80,105
54,195,117,116
24,170,59,127
37,175,119,93
27,178,104,153
19,175,108,157
34,155,119,99
33,169,79,89
39,181,85,85
19,190,102,173
18,186,109,150
50,186,96,111
43,170,61,164
20,192,80,176
20,182,79,81
44,171,55,94
59,155,51,145
36,153,91,134
40,168,118,108
53,194,87,176
23,179,119,134
52,178,72,167
29,166,60,133
41,155,104,153
33,184,101,172
32,168,76,122
19,191,76,128
19,165,101,136
48,173,52,143
19,183,119,82
39,176,53,140
53,169,109,97
32,195,81,158
25,188,83,99
59,151,86,165
38,183,66,174
53,160,110,89
45,179,89,104
59,157,60,123
24,164,60,158
50,190,96,153
25,168,69,169
40,182,111,98
32,170,87,139
47,187,99,93
36,177,111,94
49,161,109,179
50,180,59,105
18,176,50,139
25,162,80,96
54,197,86,108
48,193,56,110
42,191,113,156
44,157,119,94
22,174,59,93
42,190,103,84
48,156,107,154
56,169,117,97
24,174,113,156
51,197,65,109
59,199,83,126
38,182,80,106
39,189,110,84
24,151,79,129
31,183,103,113
59,175,68,111
49,159,61,139
47,160,78,146
18,165,103,152
39,153,62,165
44,192,103,147
29,161,105,146
33,151,91,111
46,162,99,111
33,152,68,159
54,153,110,129
21,198,97,179
29,173,82,107
37,188,71,142
46,199,83,125
26,151,112,103
19,159,91,118
27,168,116,159
36,192,68,100
21,189,63,160
54,171,119,83
34,182,81,131
35,160,94,128
39,170,101,151
55,183,72,174
46,190,101,162
18,150,114,139
46,172,74,136
34,199,96,173
55,181,90,136
27,192,103,95
56,154,98,165
52,182,107,158
18,185,95,88
59,180,85,81
56,197,92,101
53,167,71,108
42,186,70,85
55,192,92,172
40,181,108,96
49,173,103,92
43,152,64,171
37,152,82,107
44,175,108,119
19,152,85,92
42,153,119,93
34,175,52,149
36,187,88,173
55,196,104,149
41,165,86,156
34,160,118,95
25,177,51,90
20,155,51,91
42,161,81,112
49,191,93,133
24,169,67,166
44,162,103,144
46,197,117,137
26,175,64,165
29,166,88,177
57,188,95,126
35,163,112,88
43,188,51,99
47,150,93,142
48,167,80,166
55,150,95,81
31,198,110,94
22,191,106,138
36,150,109,137
20,186,74,155
18,153,67,119
32,173,61,116
33,173,112,166
39,168,89,131
33,162,55,90
23,182,82,128
30,171,60,111
26,199,92,88
39,167,79,143
41,184,96,86
52,161,75,166
53,186,63,151
48,183,52,114
20,163,61,172
31,188,92,156
25,189,51,134
26,179,88,165
23,159,56,165
37,180,90,116
30,154,114,93
47,155,104,127
20,165,77,94
29,184,60,98
40,164,65,113
39,156,75,94
34,191,96,153
24,162,59,126
31,165,61,151
46,160,62,83
42,191,118,93
37,187,77,116
28,166,108,169
44,178,79,132
40,181,64,144
59,193,68,105
30,184,92,174
57,155,113,111
52,166,108,154
57,150,92,177
30,161,72,80
26,160,100,129
52,184,117,127
54,189,87,164
49,192,95,116
21,173,72,147
51,165,118,88
21,161,102,164
49,180,56,152
40,186,55,177
22,170,55,144
21,182,109,115
22,194,85,87
26,163,114,176
32,187,105,163
54,169,63,175
37,177,52,170
40,175,78,80
31,150,62,121
36,151,53,83
46,194,75,104
49,190,104,99
43,164,98,130
41,158,88,113
26,180,97,151
26,154,105,99
20,154,83,168
27,154,99,90
33,160,67,87
45,157,112,129
57,198,116,149
59,154,79,90
33,199,94,128
20,180,74,111
51,186,117,96
44,153,53,94
27,156,52,123
57,193,101,101
18,158,80,103
39,174,102,113
58,154,50,114
37,189,94,124
36,180,106,148
57,156,57,138
52,158,65,155
38,158,57,155
50,154,83,150
28,164,114,152
53,150,94,149
37,194,103,152
35,176,95,164
29,182,71,149
37,158,97,143
59,166,109,139
35,187,75,153
31,190,78,139
43,189,66,87
34,160,105,145
57,153,73,142
57,159,101,136
49,184,78,87
28,183,109,152
18,172,69,123
37,186,75,107
44,152,102,105
41,154,115,107
43,187,54,153
51,177,70,131
19,184,107,81
22,175,72,164
31,152,66,97
45,184,74,144
23,176,91,178
40,180,111,146
41,172,60,146
39,150,96,88
32,168,55,106
54,159,91,175
50,156,84,125
57,175,82,158
56,159,67,175
31,152,64,146
28,170,81,159
42,191,77,105
37,152,89,160
45,158,79,82
42,164,106,139
56,177,60,95
28,154,77,106
52,170,84,126
58,164,70,121
41,153,62,156
49,199,112,157
32,182,70,141
23,164,60,121
38,181,70,147
45,153,112,98
24,182,55,84
32,165,75,146
53,166,86,169
26,176,65,127
43,163,94,83
39,192,81,91
18,194,73,106
34,181,96,87
30,188,114,133
58,157,77,105
33,193,53,141
22,152,109,127
58,152,102,110
26,184,73,159
44,167,100,139
30,189,99,160
35,163,52,120
28,173,115,111
29,153,99,168
54,190,67,91
40,176,81,138
36,191,95,117
42,159,54,124
53,169,117,161
46,150,75,153
51,174,85,157
41,178,62,104
44,196,56,87
42,184,57,94
33,187,71,99
46,170,117,158
34,171,90,153
41,162,93,124
34,177,54,117
22,178,58,88
26,192,59,152
37,152,96,135
35,158,66,107
36,167,105,100
37,168,71,89
53,163,109,135
50,177,79,136
21,170,72,113
25,170,53,150
59,158,85,126
38,197,50,101
27,199,113,82
41,176,50,127
57,153,113,138
58,181,91,100
54,167,51,81
56,187,104,151
40,189,113,147
53,164,83,162
36,169,74,118
36,186,72,162
48,151,66,88
35,150,119,119
26,169,98,123
58,155,68,83
42,160,78,126
48,196,107,174
