age,height,weight,heart_rate,vo2_max,resting_heart_rate,steps
38,70.3,184.4,75,40.8,82,11449
31,66.4,166.3,107,38.9,61,17622
26,72.7,154.7,87,41.6,49,4985
18,88.1,198.8,81,57.5,46,14061
30,56.3,164.3,142,41,78,7705
21,59.8,171.2,171,57.5,64,19528
18,97.6,182.5,60,42.7,46,2705
57,58.8,151.2,154,55.6,72,4484
49,78.4,190.5,175,45.7,62,3745
51,79,176.8,175,39.3,83,18216
45,74.5,163.9,101,43.5,79,11161
48,82.2,153.1,157,42.7,59,15974
25,61.5,158.1,169,37.8,83,2777
56,77.6,194.8,163,38.7,84,11525
43,68.6,184.3,129,35.6,83,12309
51,83.1,162.5,151,40.1,47,12580
20,57.1,153.3,62,48.7,63,5114
29,78.5,184.5,154,41.6,67,14405
18,59.3,178.6,139,51.4,63,4936
22,63.9,170.2,140,59.6,62,3345
47,60.9,168.2,103,41.3,74,4041
47,59.1,160.8,86,43.9,83,16330
34,91.3,183.5,110,34.9,63,15198
40,64.3,198.5,83,41.8,49,9504
32,96.4,158.8,79,51.8,57,11747
54,98.5,179.9,91,36.5,78,19073
38,78.6,171.2,158,35.5,68,2119
31,57.2,172.3,72,41.3,62,8169
19,68.7,162.7,171,54.6,48,7832
28,89.9,191.3,102,48.7,80,16649
56,68.4,174.3,79,58.7,52,14246
55,54.4,177.2,171,57.1,45,3613
51,77.8,165.2,175,34.5,82,17575
55,92.3,159.1,61,31.3,80,9623
51,89.8,154.3,127,42,82,5033
35,58.8,185.7,150,45.7,57,7659
47,83.6,159.8,119,45.5,66,14255
32,61,184.5,148,34,73,14080
44,60.9,169.5,63,33.7,53,13976
51,93.7,170.8,155,31.4,71,12818
55,62.5,173.5,76,55.5,48,17718
50,63.2,168.4,60,58.4,84,11341
41,50,155,92,33.5,61,17196
32,93.5,165.5,89,36.4,81,18296
47,89.6,183.2,64,32.7,47,16134
59,81.4,183.3,177,56.3,48,14241
34,87.5,164.3,71,58.8,84,2455
22,57.6,173,161,37.9,60,9643
46,72.9,159.7,91,39.1,55,6620
21,67.6,160.5,97,40.9,71,10867
27,54.7,151.2,76,45.1,70,18126
34,74.3,194.8,117,50.5,75,7099
27,96,160.5,177,45.1,78,15887
34,52,161.4,168,58.5,52,12546
37,64.6,164,99,33,83,17435
41,60.4,156.4,155,54,45,2059
22,61.9,182,83,40,46,14673
51,95.4,153.8,71,41.3,71,7531
23,73.4,156.7,170,51.3,47,4764
19,73.3,182.2,154,57.9,78,3794
30,88,167,78,51.5,60,12721
28,57.7,185.4,88,53.3,45,7686
40,74.4,177.9,144,52.5,51,16675
33,71.5,162.8,149,39.6,79,6987
48,79.8,182.5,111,52.7,66,14888
28,100,155.8,151,53.5,76,8580
33,88.5,176.8,76,46,70,15533
25,69.9,171.9,132,46.1,50,19757
21,91.4,163.4,80,52.8,55,5553
57,58.5,180.2,173,54.5,75,10144
21,51.5,193.6,119,40.1,65,11274
42,60.2,199.9,157,54,66,14439
20,67,180.4,134,54.4,45,7437
49,75.5,170.2,178,37,65,14277
20,80.8,161.3,79,51.5,64,10749
44,95.5,162.9,172,35.6,53,15785
46,75.5,174,112,32.8,71,7915
49,75.1,168.4,173,47.2,73,11734
36,52.5,195.7,170,57.3,77,16703
38,51.7,168.4,162,31.1,45,4382
22,77.6,168.7,139,54.8,47,11473
35,71.9,169.2,122,45.2,76,6358
45,92,191.8,116,55.8,64,10312
59,58,182.5,88,55.3,61,16031
39,51.2,180.7,60,56.3,81,2139
38,72.5,166.7,141,53.1,82,9644
23,61.9,190.9,118,55.3,54,3815
18,52.5,151.9,123,35.3,73,6301
22,86.2,193.5,145,39.1,76,14330
58,55.6,175.6,131,37.3,57,17185
29,80.4,169.9,130,52.3,75,9285
43,64.1,174.9,148,34.6,48,11220
51,58.7,183.4,153,35.5,62,12446
31,69,150.6,157,56.4,55,16150
43,90.1,193.6,103,51.2,62,10536
44,69.6,172.3,107,56.3,81,5235
26,87.5,167.1,164,34.2,77,3387
43,56.3,156.9,175,42,81,14209
39,88.6,172,134,38.5,47,2983
47,61.8,174.8,74,30.3,45,16346
34,83.9,170.2,94,38.5,63,9548
43,78.3,183.9,82,41.4,50,8853
53,96.5,171,112,32.8,54,2775
18,69.4,198.1,104,47,81,19119
25,53.3,180,144,41.5,56,19870
52,51,190.4,151,31.4,61,18779
32,91.3,155.5,72,51.1,71,14970
39,76.2,169.9,93,51.9,46,4001
31,88.8,166.8,97,55,69,13639
43,61.7,178.5,129,44.6,72,16756
45,67.3,193.1,167,59.1,81,10062
40,51.5,153.9,127,57.4,81,12046
31,98.1,153.6,64,46.5,61,6188
41,83.4,192.5,178,43.3,49,15886
19,96.7,160.6,99,30.1,63,8349
43,63.3,183.4,129,51.3,48,8180
31,80.6,177.1,80,46.9,83,15322
24,83.9,191.6,87,58.1,82,9794
20,65.9,156.3,62,47.8,74,15401
40,92.4,156.5,82,59.8,76,19127
35,97.4,177.8,131,55.6,81,8162
55,94.2,197.3,78,58.6,71,17923
52,87,170.7,176,39.8,76,18757
32,63.9,166.3,134,34.5,55,7905
42,64.1,180.3,109,53.9,57,14276
54,98.2,196.5,133,53.6,79,7689
45,50.5,191.8,117,36.3,61,17380
27,85.8,199.8,151,52.9,74,17508
56,85.3,151.1,79,47.5,62,8897
34,81.1,155.6,167,33.3,81,3564
56,99.5,180.5,175,45.1,74,18334
39,65.6,191,151,57.9,70,15870
43,67,164.3,152,45.2,60,16219
42,53.9,162,131,53.7,55,18441
34,72.1,189.3,142,30.9,48,12379
30,63.1,152.8,112,51.8,59,4948
37,67.2,168.5,171,58.4,56,5134
42,91.7,175.3,144,45,71,19971
21,96.8,178,141,40.1,48,10969
27,59.3,186.4,68,49.4,79,5678
20,68.6,167.7,63,57.5,65,12740
58,96.4,180.6,100,35.3,80,19382
35,53.1,179.3,84,42.1,46,5343
53,54.6,177.4,93,34.7,83,6014
39,58.1,182,132,44.9,72,7107
51,79.8,163,68,46.2,78,13870
25,57.5,154.2,141,58.3,77,6328
57,98.4,156,134,42.4,52,6655
36,72.3,161.2,72,47,52,7858
59,75.1,175,161,56.6,66,7620
58,62.3,192,68,39.6,71,11112
54,73.5,185.1,139,50.2,72,9004
23,83.1,189.5,63,52.7,55,3242
43,87.6,167.5,93,39.9,71,18464
51,87.7,170.2,66,34.9,45,4661
23,78.9,169.7,74,45.1,83,6798
54,95.2,159.6,97,40.7,72,2540
50,90.9,153.1,134,38,71,5157
39,87.9,179.5,155,59.2,52,6717
38,52.8,199.5,150,45.1,68,7336
23,50.3,158.3,153,55.7,84,9165
23,60.6,152.3,111,35.9,80,11512
21,83.2,189,140,58.2,68,16728
47,70.6,162.6,159,53.8,66,15754
28,70.1,191.5,142,54.3,54,7209
47,94.2,185.2,66,41.7,48,16490
48,94.8,197.3,166,44.6,52,9645
41,95.5,170.4,104,47.8,83,7740
26,65.7,183.1,118,53.7,59,6154
20,84.6,173.2,80,55.5,52,4665
48,63.6,181.5,87,32.3,73,8018
57,59.5,172.5,62,57.1,83,7713
54,59.2,159.4,73,58.1,79,15071
53,67.1,175.4,61,47.8,58,17327
41,71.5,176.4,88,35.6,76,3026
48,91.5,190.5,77,54.6,51,6473
23,56,186.8,96,46.5,77,6667
19,86.7,183.2,104,54.5,79,18970
37,76.6,155.7,104,54.4,71,17941
45,64.4,186,83,32.6,45,2684
28,74.6,175,179,48.2,50,5268
21,65,194.7,105,44.5,46,17193
32,79.8,196,71,58.4,51,2658
23,71.7,152.8,112,38.9,52,3296
47,58.2,191,104,36.2,73,3525
55,55.8,151.9,91,56.9,60,12274
19,77.3,168.4,77,34.5,73,9150
32,95.1,177.1,72,50.6,75,9792
28,67.2,157.4,63,39,66,8604
25,86.7,187.3,82,47,54,17053
43,82.9,150.4,121,48.5,48,7789
22,96.6,158.4,113,42.5,69,9420
23,91,179,133,59.2,57,7753
43,78.3,185.7,114,34,61,17544
21,82.9,195.8,128,41.7,84,7108
36,94.9,185.3,173,42.9,52,7247
37,70,183.6,99,48.9,67,10401
50,66.3,169.7,73,42.2,51,19007
37,50.5,150.1,157,32.9,76,11997
29,91.3,156,87,58.4,68,7261
18,90,176.7,131,42.5,45,6268
43,55.2,183.8,139,40.3,80,7984
31,78.8,170.9,154,43.4,71,2010
55,73.2,186.5,130,36.5,50,19144
54,55.9,176.1,126,33,75,3177
28,99,153.7,88,34.5,56,11168
53,60.7,159.6,159,35,70,4389
30,53.4,192,120,35.9,69,8364
20,79.7,186.2,162,42.6,48,17777
50,86.9,194.7,127,48.7,50,13865
23,51.6,155.9,68,48.9,57,14327
27,82.9,199.5,178,30,69,19866
22,76.6,160.5,76,57.6,75,4310
40,55.2,150.6,108,54.7,66,5741
27,58.6,199.9,122,58.9,79,9285
19,78.4,164.1,143,40.8,65,5839
30,64.8,183.4,137,49.9,59,9581
57,96.9,158.8,105,35,47,16137
19,90.9,179,152,54.5,81,7237
37,99.2,195.2,72,34.8,70,14504
18,63,166,159,39.8,61,3740
54,98.5,183.5,104,44.7,82,7291
26,71.6,159.4,112,47.8,79,7247
34,67.4,181.2,76,46.8,52,10845
26,52.5,166.8,106,33.1,55,13733
28,52.6,160.6,121,42.7,68,8566
32,84.6,165.7,109,57.7,52,2852
41,72.9,158.9,102,56.2,74,11753
55,61.3,195.1,127,47.7,45,14137
52,80.7,169.9,143,47.2,78,12868
47,62.6,162.3,134,33.4,64,16905
48,78.9,172.4,165,36,80,19702
22,68,166,145,37.6,78,18505
31,91.2,187.2,168,44.6,78,6254
28,91,198.6,177,51.9,57,18239
26,73.9,171.9,131,43.8,50,10498
51,67.5,193.1,87,33.8,80,14174
29,68.1,178.3,104,43.2,69,3896
52,90.3,157.9,100,34.9,71,14878
52,66.4,184.5,153,52.5,75,7976
18,60.5,175.7,156,35,47,5911
57,54.2,182.5,156,44.5,72,18337
39,73.3,194.5,170,50.8,48,10340
46,74.1,172,177,36.8,61,19423
25,92,195.1,95,32.3,82,11582
28,61.1,187.5,150,46.9,78,5904
58,69,174.4,143,31.6,64,6876
54,90.4,180.2,92,47.6,57,10309
31,91.2,166.3,84,52.6,49,2703
47,69.2,199.2,167,39.9,68,7470
52,73,183.4,166,44.7,82,8440
38,65.2,152.2,78,57.9,61,4024
54,96.6,166.3,106,44.1,75,17751
22,55.9,181.2,144,59.9,72,14730
36,96.7,152.8,165,34.7,45,6345
31,84.2,151.2,92,51.3,46,12149
43,76.6,172.5,179,49.6,77,7634
21,51.6,166.6,126,56.2,84,19381
42,73.8,171.9,73,32.8,73,18789
59,70.4,163.1,138,38.4,48,13040
42,58.1,158.2,92,34,62,2243
35,82.8,184.5,101,58,68,4414
57,98.6,175.7,145,42.8,76,5856
25,78.1,160,124,57.3,53,8263
56,85.7,166,154,38.8,60,17185
57,53.4,179.6,106,33.8,65,17799
31,70.9,153.6,94,38.9,74,10624
49,55.8,157.4,176,47.9,47,14470
55,80.6,153.7,143,55.4,77,15772
50,96.9,190.6,91,41.6,75,3141
40,83.1,187.6,114,57.4,58,6126
32,53.8,187.7,113,37.3,50,16863
50,67.7,185.8,135,50.8,49,15584
42,77.5,183.5,110,52.1,73,6197
34,70.2,173.8,139,38.2,81,7824
50,91.7,182.1,118,30.8,80,14097
19,90.7,151.9,131,41,65,14115
31,80.6,181.1,179,31.4,56,19774
57,68.7,188.9,73,57,67,6925
57,62.8,175,77,58.6,58,19001
56,55.3,167.9,114,52.1,54,4469
23,67.7,163.9,153,51.8,71,14468
23,70.7,182.1,156,37.2,46,4702
20,83.8,184.6,157,32.2,58,8257
24,82.9,193.5,115,54.1,51,10105
25,53.5,167.1,167,46.8,61,5165
59,69.8,188.5,108,50.4,64,13370
32,59.1,178.1,157,53.4,52,12483
46,57.8,194.1,119,42.3,64,16758
50,91.4,176.4,172,34.3,80,6430
47,52.1,175.9,112,53.9,49,11238
56,71,178.9,130,43.6,57,7992
44,58.4,187.5,65,54.8,83,14249
53,94,198.2,129,43.1,82,8597
46,77.9,153.7,145,36.5,61,3407
55,61.6,152.7,67,35.1,50,11201
50,75.1,196.9,160,52.3,63,7557
54,86.6,176.5,74,47.2,69,17515
44,97.9,180.7,85,42.1,47,5406
50,61,174.1,98,44.8,72,13794
21,94.3,154.7,62,46.5,70,7700
39,96.7,188.4,116,37.2,52,10127
19,95.8,187.4,69,41.3,59,12740
27,81.8,165.6,62,38.8,45,3545
22,81.5,165.3,153,41.7,84,18518
27,70.2,191.9,105,45,67,4859
50,87.6,153.6,81,35.2,80,15057
55,76.6,194.1,126,41.8,60,8003
30,83.9,162.8,124,41.6,48,3264
48,71.4,179.6,156,38.6,52,18548
53,86.6,196.8,78,60,80,14612
41,91.2,183.9,159,32.2,54,18019
32,57.3,170.7,121,49.3,74,17577
46,91.6,184.5,157,35.2,80,10811
25,77,167.2,116,55.2,60,8725
22,92.2,163.9,154,57.4,74,8814
46,71.6,199.8,166,42,54,18185
21,69,187.5,147,54.7,55,5972
29,95.8,182.2,135,37.5,78,9594
19,62.6,167.8,72,34.2,60,18786
44,92.2,152.5,75,39.5,63,9199
48,74.2,151.6,75,40.3,48,8264
53,75.7,177.7,174,41.9,75,17874
53,65.4,188.1,178,41.2,79,6480
43,78.7,176.9,111,42.3,78,8619
44,66.3,192,176,51.3,70,4607
22,52,151.7,143,37.4,83,11382
37,63.6,168.3,100,30.6,50,10580
28,50.3,161.9,107,44.7,77,19173
27,98.9,172.4,150,43.4,71,3494
57,98.3,153.6,98,31.8,56,16388
55,69.8,197.7,72,34,52,8710
23,86.4,161.2,63,45.3,53,2820
25,67.3,196.1,155,37,45,14228
40,83.6,171.3,168,56.3,49,19847
43,90.3,199.3,163,35.2,51,13257
29,97.3,177.7,157,30.6,62,13837
43,70,196.5,162,43.4,84,14220
30,89.2,150.3,102,59.6,68,5965
57,63.3,187.4,140,49,70,15038
35,99.5,195.2,147,40.6,54,11508
42,51.3,157,152,30.5,84,18565
50,80.2,154.8,105,44.5,56,8000
57,83,171.2,151,36.2,66,11152
29,84.4,196.7,168,49.4,71,19373
53,56,177.1,106,47.5,47,11917
21,96.9,176.4,145,38,62,16654
22,59.1,157.1,151,32.1,49,2706
54,81.1,150,112,52.7,58,6847
25,61.1,190.5,84,47.6,69,14893
59,65.4,154.4,100,55.3,75,6649
45,77.3,181.7,62,37.8,65,13613
48,70.9,195.7,136,49.6,82,8596
26,58,160.4,154,33.6,64,15938
46,58.5,183.3,72,38.8,58,10614
31,70.9,153.9,164,49.7,64,12106
57,87.9,180.2,77,54.8,81,14277
58,94.9,158.2,96,39.6,74,17448
39,54.2,186.8,102,54,64,15133
28,69.7,165.1,93,50.3,51,13374
40,55,173.2,140,40.5,49,6646
18,50.8,180,114,56.3,75,15708
54,83.1,158.6,111,45.3,73,8090
38,80.1,187.1,144,49.4,59,14784
43,58.2,165.1,95,44.9,69,13279
53,61.7,183.1,113,43.6,57,17392
40,51.2,157.9,118,55.4,68,12984
18,91.7,184.4,173,38.8,59,4536
57,98.7,156.4,179,31.1,68,8879
32,56.8,171.3,111,56.4,70,16793
38,61.6,162.4,163,54.8,63,9438
26,93.4,187.4,78,41,68,6634
26,96.3,163.1,71,35.6,63,18951
27,71,194.1,151,50.3,61,18504
43,52.5,194.6,70,32.4,49,8768
58,52,159.8,107,42.7,48,10507
52,78.7,180.7,160,32.6,66,17357
42,69.6,154.4,151,47.9,54,2620
43,51.4,169.6,158,30.8,65,2453
28,79.2,185.7,167,48.9,69,15831
55,50.6,183,138,50.2,50,2958
19,89.4,181.2,75,44.6,74,12200
24,65.3,164.1,168,35.3,73,2762
35,52,168.9,130,33,55,17069
44,79.4,155.1,106,39.4,55,15697
51,69.9,186,126,44,71,17129
44,98.7,175.2,90,49.3,63,10388
34,77.2,185.4,135,30,66,18644
41,63.8,162.4,67,51.3,72,8746
42,85.5,166.2,148,51.4,48,7890
24,63.6,166.7,120,43.3,81,8053
23,95.2,151.3,103,40.3,63,3280
41,68.7,167.1,109,55.3,61,18519
50,77.5,190.2,94,53.5,84,9877
46,52.5,194.9,135,59.5,80,4545
39,71.3,175.9,120,41.2,67,16447
43,91.6,172.8,178,57.2,72,13677
45,90.3,151.5,144,32.6,55,10560
38,61.2,194,149,42.3,58,5662
24,61.3,150.7,114,44,57,17737
34,90.9,197.2,125,43.2,68,15055
37,96.5,174.5,73,48.8,60,8729
58,54.8,167.1,169,35.1,72,14798
37,72.5,196.2,63,56,74,6808
39,66.9,151.2,76,46.6,83,10048
45,93.5,179.1,170,57.1,71,15107
57,54.2,177.4,171,30.1,61,8520
24,60.6,161,128,48.9,70,18928
18,87.6,171.4,83,42.4,51,5423
49,52.6,182.6,108,45.2,79,6483
30,74.6,186.4,114,52.3,59,14527
47,72.1,150,130,36.8,60,9119
40,66.7,196.8,82,36.1,65,19481
36,69.7,158.2,170,51.1,61,12718
49,76.5,161.7,140,45.6,70,17373
47,58.1,163.2,71,37,79,7435
46,78.6,151.9,70,44.5,64,14355
46,90.3,156.2,174,43.8,64,3719
47,88,199.3,134,50.7,67,7768
33,57.7,165.8,157,30.1,49,13881
57,57.5,155.8,170,47.6,53,11166
36,63.4,155.3,160,48.2,67,18798
35,68.1,186,173,52.4,62,11042
18,70.4,192.7,88,56.7,73,13969
31,84,162.8,121,43.2,55,9203
19,52.8,151,112,40.3,52,6641
45,51.7,161.2,176,33.1,71,16374
47,69.6,152.8,107,40.1,46,16546
55,84.9,155.2,159,32.1,67,19125
21,59.7,171.6,150,54.1,65,16102
18,82.1,161.5,178,54.2,54,2591
25,63,175.8,165,42.5,82,2749
46,94.3,162.7,145,37.8,48,4219
56,94.8,197,125,33.5,65,11029
20,64.9,195.3,170,55.5,81,16777
49,61.5,178.3,159,56.3,56,13322
27,70.6,167.7,107,38,58,13673
27,62,169.1,153,48.7,64,10725
36,83.6,170.6,118,37.8,52,14654
51,91.3,186.4,130,36.8,71,11965
50,83.7,172.6,116,30.6,81,9508
40,91.2,192.8,135,47.3,65,17091
45,69.8,197.2,62,34.5,79,4570
49,57.8,166.8,140,30.4,83,2264
24,86.9,178,164,33.1,59,18025
46,68,154.8,91,39.4,56,15349
25,83.6,160,67,50.1,78,10573
18,63.5,170.7,146,36.1,52,13488
20,54.1,160.3,161,56.6,81,11358
41,99.6,193.8,89,38.7,74,12670
40,57.8,157.9,74,39.9,47,2388
25,99.4,172.8,133,36.5,74,4071
54,98.9,180.3,114,37.6,73,16968
20,89.7,184.6,97,32.2,45,16454
50,83,169.2,74,38.8,60,9840
45,78.9,193.5,89,55.8,75,13849
25,93.3,178.4,105,50.7,54,12431
51,64.5,172,123,56.3,74,8630
52,73.4,153.4,85,33.1,70,16968
49,81,173.2,174,43.7,56,15008
41,70.6,191,168,36.9,84,16719
31,71.4,180.7,137,51.6,49,4859
49,66.5,191.6,126,59.1,53,4393
33,78.2,174.7,95,54.5,55,16091
21,92.5,155.9,149,31.1,67,4050
54,60.1,150.7,137,39.5,61,5121
38,96.7,165.2,90,30.9,57,11116
31,84.5,184.9,137,31.2,61,6971
48,91.2,189.5,99,32.4,67,13767
35,77.8,164.8,133,38.3,83,5354
24,89,174.8,132,39.1,53,6474
27,50.8,171.1,105,42,62,5397
24,90.9,170.5,163,42.1,62,8281
50,52,161.6,166,53.1,74,14412
40,94.5,156.8,101,34.2,70,17751
38,99.6,159.8,77,34.7,62,7521
36,64.7,152.8,159,48.8,65,5472
36,60.5,159.9,95,47.2,77,7481
53,88.3,150.5,135,34.6,58,8209
46,62.7,181.4,109,55.6,54,10623
35,93.3,165.8,120,39.9,72,11304
19,55.1,198.7,99,41,58,15143
18,56.3,159.7,62,42.6,63,12245
22,99,167.3,141,39.7,70,14445
37,83.7,167.9,66,46.7,54,9546
28,92.3,150.4,90,41.7,61,7802
59,66.2,192,124,37.8,78,2544
19,83.8,151.6,154,57.1,58,8652
20,79.7,197,123,39.3,70,18052
40,80.2,194.6,177,51,78,4628
29,84.1,176.8,136,40.4,63,5451
37,78.8,177.2,152,43.1,68,10729
22,71.5,182.7,62,37.1,75,3436
54,63.8,169.4,152,52.6,84,13007
55,88.4,182.4,94,52.1,50,5062
47,61.3,152.2,74,30.7,64,18643
26,84.6,152.7,80,31.8,83,9551
51,61.7,172.9,121,57.7,78,15113
52,81.3,177.5,142,56.7,66,17663
39,87.4,194.4,87,45.2,51,6411
41,60.9,155.2,63,44.8,77,6841
34,53,191.1,168,54.4,50,9961
27,56.5,160.5,72,34.2,60,19102
47,80.3,169.7,138,49.6,52,7196
40,92.5,165.8,110,44.3,67,13093
49,52.2,170,107,52.3,62,9546
34,86.7,157.5,98,30.9,58,16484
34,67.1,175.2,155,47.8,80,17103
31,73.9,190.1,126,46.7,59,16680
26,96.4,172.1,153,55.2,49,16101
57,66.6,174.5,117,50.3,59,12006
19,73.3,192.4,143,56.4,55,5480
42,50.7,185.3,61,56.6,46,11933
56,54.1,174.5,173,42.2,67,15261
26,62.9,162.9,84,34.1,68,15209
39,51.4,194.2,70,48.9,62,10221
21,81.6,178.9,60,56.2,48,17065
43,71.3,161.1,107,32.2,59,2230
46,77.4,163.5,172,46.7,56,9526
51,58.7,190.2,107,33.4,47,7281
40,64.8,152.2,69,30.8,76,3251
54,83.2,199.6,140,50.4,80,8889
28,98.3,156.5,89,50.5,65,15384
23,52.5,189.8,94,48,50,14686
35,94.5,169.7,173,55.8,46,3778
38,78.8,174.6,78,32.4,53,10052
59,78.2,194,169,33.2,56,6870
53,75,170.6,112,55.9,68,3147
58,53.5,176.9,93,45.1,58,4847
55,54.5,152.5,91,38.2,56,2620
51,80,150.1,135,52.1,71,2963
34,67,162.2,166,56.8,54,9215
54,95.9,184,140,50.7,46,13052
42,70.3,156.1,65,53.8,75,18003
55,57.2,155.7,174,38.5,72,9418
29,85.7,170.5,72,38.7,60,19710
40,64.7,182.4,162,55.9,45,2121
59,76.3,185.6,145,48.4,66,6313
39,84.9,158.9,134,37,45,19460
38,95,154,123,45.7,75,19566
44,89.6,197,66,50.6,66,15982
48,83.8,163,104,36.6,78,2794
23,84,192.7,104,49.6,56,11816
44,97.3,193.2,144,31.3,67,10483
57,64.8,188.6,124,39.1,72,9326
51,50.1,158.4,153,50.2,56,10682
29,63.6,191.1,78,34.5,71,15548
24,60.9,188.5,174,36.7,67,17638
27,83.1,179.8,178,56.4,45,7986
34,81.7,166.9,106,50.2,46,5907
43,79.7,163.1,105,45,75,9081
38,50.8,156.1,88,36.3,46,15353
45,86.4,175.5,158,40.2,69,7760
19,66.2,179.3,176,47.2,82,15771
18,83.3,168,143,34.7,63,2490
53,77.8,173.8,159,44.5,72,6263
43,67.1,168.2,120,42.3,50,9769
46,56.7,182.1,162,44.3,83,19581
38,54.7,195.1,124,33.2,63,13635
28,91.6,158.2,82,33.2,61,3904
57,95.9,169.1,154,58.9,50,7269
28,82.5,157,179,59.4,59,3650
53,55.2,181.2,110,42.8,66,14467
56,70.1,186.4,122,53.7,78,5191
57,86.4,196.6,158,49.7,49,2027
52,89,163.9,175,33.5,67,16132
51,55.9,197.5,170,38.9,49,4750
41,50,153.2,168,39.4,54,4879
39,85.6,180.2,81,47.9,48,6357
22,67.8,152.9,169,47.4,56,12865
50,62.7,194.7,130,57.7,54,18255
53,50.6,176.5,92,53.7,74,4832
37,77,183.5,168,55.7,68,5109
36,92.6,191.6,159,56.7,49,11652
52,97.9,157.5,103,54,57,7758
34,78.3,151.9,66,40,80,4921
51,75.7,193.9,150,36.5,53,3433
26,54.3,165.7,61,47.2,62,6428
43,77.4,156.4,76,50.7,79,9698
19,69,173.4,124,41.6,75,10111
26,80.4,179.9,117,55.5,68,19565
26,69.4,151.5,169,58.8,48,17519
57,62,163.7,89,47.1,70,17735
34,54.7,151.6,145,43.7,54,14366
18,65.7,171,151,55.3,53,16155
42,54.8,194.8,176,30.7,45,14484
57,58.8,199.1,156,33.9,60,11975
59,99.4,181.9,85,55.4,57,14513
42,72.2,158.1,94,52,82,4642
56,76.6,195.3,122,42.5,58,9577
52,93.7,175.8,134,56.7,84,15849
20,99.8,157.7,130,40.5,67,5711
54,79.1,196.1,87,49,62,7458
47,90.6,187.9,84,49,72,8680
55,66.3,186.6,120,35.5,64,14507
51,65.3,185.5,164,38.5,45,11419
29,70.1,160,90,57.5,56,18239
36,83.6,160.6,113,35.5,71,18585
54,84.1,184.4,126,35.2,57,7985
34,65.8,161,156,44.4,48,5160
27,56.7,171.9,110,32.8,69,13465
29,81.6,189.1,117,56.8,50,9872
33,56.4,189.2,93,33,66,9839
41,78.9,172.7,118,48.5,82,17652
36,84.7,189.6,80,40.2,80,8859
25,85,191.9,115,54.1,47,2752
48,87.7,182.7,96,47.7,59,15304
38,93.6,161.4,123,41.6,55,18498
34,75,163.7,172,59.5,78,17057
40,86.5,165.7,78,32,71,5980
54,81,155.8,160,47.3,67,8325
33,59.3,163.7,178,59.7,61,18852
23,51.3,160.5,144,50.7,67,2425
25,64.2,172.8,137,52.2,78,10141
42,72.2,195.4,133,31,65,19959
35,80.9,155.2,112,30.6,77,12057
42,92.5,186,130,31.1,49,19217
29,59.8,184.4,152,59.8,61,16316
32,56.3,154.8,122,59.4,45,16820
43,98.2,196.1,163,40,51,6106
58,55.4,178.4,121,38.7,47,3408
43,73.9,168.2,131,34.4,70,7821
49,79.3,187.8,162,39.9,60,12362
27,77.1,162.9,136,41.1,60,8844
33,54.3,184.7,169,52.4,58,8395
24,52.9,152,78,56,70,10795
34,55.3,192,134,52.4,71,17843
40,79.3,172.4,61,49.4,61,18596
43,77.2,181.8,172,53,48,17341
38,61.7,161.1,65,52.2,61,6801
39,81.9,183.9,88,44.3,77,17346
24,91,188.6,100,40.1,74,3758
31,52.1,173.7,110,38.5,65,7780
32,74.9,180.9,64,50.4,61,13260
24,84.5,172.8,100,58.8,55,10973
26,62.6,194.7,121,47.4,74,14413
25,65.4,174.9,89,57.4,62,19910
40,80.7,192.1,162,30.4,64,2840
46,94.9,190.1,121,53.8,78,19725
35,90.5,170.5,159,55.6,72,14299
48,79.2,161.5,86,48.9,53,19884
47,86.5,170.3,109,58,75,7559
56,68.2,191.3,141,47.7,60,7926
52,82,161.4,111,37.2,75,10707
35,73.3,176.2,108,36.5,73,18175
59,59.5,190.3,121,46.7,57,13654
56,85.1,167.7,159,57.2,67,15991
34,77.8,182.1,119,32.2,58,13271
31,67.9,162.3,177,48.1,83,9675
48,95.6,155.5,139,53.1,46,11339
41,51,189.7,113,33.5,56,4594
52,65.8,154.9,178,33.5,72,5656
51,52.8,163.6,64,41,76,11740
20,88.3,192.8,68,38.2,68,5155
54,85.1,167.3,93,35.9,81,2978
57,66.6,198.7,157,36,73,12497
43,83.8,199,95,33.9,62,14075
40,69.8,163.4,154,48.3,47,4589
56,87.8,152,175,50.6,57,7942
32,72.7,185.3,79,51.1,57,4508
21,70.6,172.5,140,46,73,14511
46,96.7,155,143,58.6,46,19577
39,62.5,185.4,151,56.4,72,7915
42,56,151.6,144,58.7,48,4045
30,79.2,193.5,142,41.7,49,10439
35,98.5,156.9,122,56.3,83,11576
50,68.9,156.4,126,52.9,49,11564
33,53.1,158.8,89,40.2,52,13105
59,67,198,128,33.2,78,17765
19,75.3,184.7,165,50.5,69,16793
52,58.1,190.1,129,34.1,71,16921
59,82.9,169.9,62,38.8,51,9181
51,99.9,166.8,108,45,80,2044
47,72.6,161.7,101,50.4,76,6511
30,67.7,174,83,57.8,65,17421
30,70,177.6,103,47.8,62,9775
35,55.8,181.6,60,50.1,46,12707
49,94.2,162.9,173,39.3,49,15372
49,70.7,197.4,174,50.6,82,9948
52,69.4,158.5,113,43.1,72,13079
56,83,198.3,111,55.7,75,10216
46,72.1,150.7,95,41.8,68,12006
46,82.4,174.1,138,44,77,3225
33,53.1,166.7,164,43,83,3248
27,90.7,172.5,97,54.3,56,17869
