age,height,weight,heart_rate,vo2_max
26,52.5,166.8,106,33.1
28,52.6,160.6,121,42.7
32,84.6,165.7,109,57.7
41,72.9,158.9,102,56.2
55,61.3,195.1,127,47.7
52,80.7,169.9,143,47.2
47,62.6,162.3,134,33.4
48,78.9,172.4,165,36
22,68,166,145,37.6
31,91.2,187.2,168,44.6
28,91,198.6,177,51.9
26,73.9,171.9,131,43.8
51,67.5,193.1,87,33.8
29,68.1,178.3,104,43.2
52,90.3,157.9,100,34.9
52,66.4,184.5,153,52.5
18,60.5,175.7,156,35
57,54.2,182.5,156,44.5
39,73.3,194.5,170,50.8
46,74.1,172,177,36.8
25,92,195.1,95,32.3
28,61.1,187.5,150,46.9
58,69,174.4,143,31.6
54,90.4,180.2,92,47.6
31,91.2,166.3,84,52.6
47,69.2,199.2,167,39.9
52,73,183.4,166,44.7
38,65.2,152.2,78,57.9
54,96.6,166.3,106,44.1
22,55.9,181.2,144,59.9
36,96.7,152.8,165,34.7
31,84.2,151.2,92,51.3
43,76.6,172.5,179,49.6
21,51.6,166.6,126,56.2
42,73.8,171.9,73,32.8
59,70.4,163.1,138,38.4
42,58.1,158.2,92,34
35,82.8,184.5,101,58
57,98.6,175.7,145,42.8
25,78.1,160,124,57.3
56,85.7,166,154,38.8
57,53.4,179.6,106,33.8
31,70.9,153.6,94,38.9
49,55.8,157.4,176,47.9
55,80.6,153.7,143,55.4
50,96.9,190.6,91,41.6
40,83.1,187.6,114,57.4
32,53.8,187.7,113,37.3
50,67.7,185.8,135,50.8
42,77.5,183.5,110,52.1
34,70.2,173.8,139,38.2
50,91.7,182.1,118,30.8
19,90.7,151.9,131,41
31,80.6,181.1,179,31.4
57,68.7,188.9,73,57
57,62.8,175,77,58.6
56,55.3,167.9,114,52.1
23,67.7,163.9,153,51.8
23,70.7,182.1,156,37.2
20,83.8,184.6,157,32.2
24,82.9,193.5,115,54.1
25,53.5,167.1,167,46.8
59,69.8,188.5,108,50.4
32,59.1,178.1,157,53.4
46,57.8,194.1,119,42.3
50,91.4,176.4,172,34.3
47,52.1,175.9,112,53.9
56,71,178.9,130,43.6
44,58.4,187.5,65,54.8
53,94,198.2,129,43.1
46,77.9,153.7,145,36.5
55,61.6,152.7,67,35.1
50,75.1,196.9,160,52.3
54,86.6,176.5,74,47.2
44,97.9,180.7,85,42.1
50,61,174.1,98,44.8
21,94.3,154.7,62,46.5
39,96.7,188.4,116,37.2
19,95.8,187.4,69,41.3
27,81.8,165.6,62,38.8
22,81.5,165.3,153,41.7
27,70.2,191.9,105,45
50,87.6,153.6,81,35.2
55,76.6,194.1,126,41.8
30,83.9,162.8,124,41.6
48,71.4,179.6,156,38.6
53,86.6,196.8,78,60
41,91.2,183.9,159,32.2
32,57.3,170.7,121,49.3
46,91.6,184.5,157,35.2
25,77,167.2,116,55.2
22,92.2,163.9,154,57.4
46,71.6,199.8,166,42
21,69,187.5,147,54.7
29,95.8,182.2,135,37.5
19,62.6,167.8,72,34.2
44,92.2,152.5,75,39.5
48,74.2,151.6,75,40.3
53,75.7,177.7,174,41.9
53,65.4,188.1,178,41.2
43,78.7,176.9,111,42.3
44,66.3,192,176,51.3
22,52,151.7,143,37.4
37,63.6,168.3,100,30.6
28,50.3,161.9,107,44.7
27,98.9,172.4,150,43.4
57,98.3,153.6,98,31.8
55,69.8,197.7,72,34
23,86.4,161.2,63,45.3
25,67.3,196.1,155,37
40,83.6,171.3,168,56.3
43,90.3,199.3,163,35.2
29,97.3,177.7,157,30.6
43,70,196.5,162,43.4
30,89.2,150.3,102,59.6
57,63.3,187.4,140,49
35,99.5,195.2,147,40.6
42,51.3,157,152,30.5
50,80.2,154.8,105,44.5
57,83,171.2,151,36.2
29,84.4,196.7,168,49.4
53,56,177.1,106,47.5
21,96.9,176.4,145,38
22,59.1,157.1,151,32.1
54,81.1,150,112,52.7
25,61.1,190.5,84,47.6
59,65.4,154.4,100,55.3
45,77.3,181.7,62,37.8
48,70.9,195.7,136,49.6
26,58,160.4,154,33.6
46,58.5,183.3,72,38.8
31,70.9,153.9,164,49.7
57,87.9,180.2,77,54.8
58,94.9,158.2,96,39.6
39,54.2,186.8,102,54
28,69.7,165.1,93,50.3
40,55,173.2,140,40.5
18,50.8,180,114,56.3
54,83.1,158.6,111,45.3
38,80.1,187.1,144,49.4
43,58.2,165.1,95,44.9
53,61.7,183.1,113,43.6
40,51.2,157.9,118,55.4
18,91.7,184.4,173,38.8
57,98.7,156.4,179,31.1
32,56.8,171.3,111,56.4
38,61.6,162.4,163,54.8
26,93.4,187.4,78,41
26,96.3,163.1,71,35.6
27,71,194.1,151,50.3
43,52.5,194.6,70,32.4
58,52,159.8,107,42.7
52,78.7,180.7,160,32.6
42,69.6,154.4,151,47.9
43,51.4,169.6,158,30.8
28,79.2,185.7,167,48.9
55,50.6,183,138,50.2
19,89.4,181.2,75,44.6
24,65.3,164.1,168,35.3
35,52,168.9,130,33
44,79.4,155.1,106,39.4
51,69.9,186,126,44
44,98.7,175.2,90,49.3
34,77.2,185.4,135,30
41,63.8,162.4,67,51.3
42,85.5,166.2,148,51.4
24,63.6,166.7,120,43.3
23,95.2,151.3,103,40.3
41,68.7,167.1,109,55.3
50,77.5,190.2,94,53.5
46,52.5,194.9,135,59.5
39,71.3,175.9,120,41.2
43,91.6,172.8,178,57.2
45,90.3,151.5,144,32.6
38,61.2,194,149,42.3
24,61.3,150.7,114,44
34,90.9,197.2,125,43.2
37,96.5,174.5,73,48.8
58,54.8,167.1,169,35.1
37,72.5,196.2,63,56
39,66.9,151.2,76,46.6
45,93.5,179.1,170,57.1
57,54.2,177.4,171,30.1
24,60.6,161,128,48.9
18,87.6,171.4,83,42.4
49,52.6,182.6,108,45.2
30,74.6,186.4,114,52.3
47,72.1,150,130,36.8
40,66.7,196.8,82,36.1
36,69.7,158.2,170,51.1
49,76.5,161.7,140,45.6
47,58.1,163.2,71,37
46,78.6,151.9,70,44.5
46,90.3,156.2,174,43.8
47,88,199.3,134,50.7
33,57.7,165.8,157,30.1
57,57.5,155.8,170,47.6
36,63.4,155.3,160,48.2
35,68.1,186,173,52.4
18,70.4,192.7,88,56.7
31,84,162.8,121,43.2
19,52.8,151,112,40.3
45,51.7,161.2,176,33.1
47,69.6,152.8,107,40.1
55,84.9,155.2,159,32.1
21,59.7,171.6,150,54.1
18,82.1,161.5,178,54.2
25,63,175.8,165,42.5
46,94.3,162.7,145,37.8
56,94.8,197,125,33.5
20,64.9,195.3,170,55.5
49,61.5,178.3,159,56.3
27,70.6,167.7,107,38
27,62,169.1,153,48.7
36,83.6,170.6,118,37.8
51,91.3,186.4,130,36.8
50,83.7,172.6,116,30.6
40,91.2,192.8,135,47.3
45,69.8,197.2,62,34.5
49,57.8,166.8,140,30.4
24,86.9,178,164,33.1
46,68,154.8,91,39.4
25,83.6,160,67,50.1
18,63.5,170.7,146,36.1
20,54.1,160.3,161,56.6
41,99.6,193.8,89,38.7
40,57.8,157.9,74,39.9
25,99.4,172.8,133,36.5
54,98.9,180.3,114,37.6
20,89.7,184.6,97,32.2
50,83,169.2,74,38.8
45,78.9,193.5,89,55.8
25,93.3,178.4,105,50.7
51,64.5,172,123,56.3
52,73.4,153.4,85,33.1
49,81,173.2,174,43.7
41,70.6,191,168,36.9
31,71.4,180.7,137,51.6
49,66.5,191.6,126,59.1
33,78.2,174.7,95,54.5
21,92.5,155.9,149,31.1
54,60.1,150.7,137,39.5
38,96.7,165.2,90,30.9
31,84.5,184.9,137,31.2
48,91.2,189.5,99,32.4
35,77.8,164.8,133,38.3
24,89,174.8,132,39.1
27,50.8,171.1,105,42
24,90.9,170.5,163,42.1
50,52,161.6,166,53.1
40,94.5,156.8,101,34.2
38,99.6,159.8,77,34.7
36,64.7,152.8,159,48.8
36,60.5,159.9,95,47.2
53,88.3,150.5,135,34.6
46,62.7,181.4,109,55.6
35,93.3,165.8,120,39.9
19,55.1,198.7,99,41
18,56.3,159.7,62,42.6
22,99,167.3,141,39.7
37,83.7,167.9,66,46.7
28,92.3,150.4,90,41.7
59,66.2,192,124,37.8
19,83.8,151.6,154,57.1
20,79.7,197,123,39.3
40,80.2,194.6,177,51
29,84.1,176.8,136,40.4
37,78.8,177.2,152,43.1
22,71.5,182.7,62,37.1
54,63.8,169.4,152,52.6
55,88.4,182.4,94,52.1
47,61.3,152.2,74,30.7
26,84.6,152.7,80,31.8
51,61.7,172.9,121,57.7
52,81.3,177.5,142,56.7
39,87.4,194.4,87,45.2
41,60.9,155.2,63,44.8
34,53,191.1,168,54.4
27,56.5,160.5,72,34.2
47,80.3,169.7,138,49.6
40,92.5,165.8,110,44.3
49,52.2,170,107,52.3
34,86.7,157.5,98,30.9
34,67.1,175.2,155,47.8
31,73.9,190.1,126,46.7
26,96.4,172.1,153,55.2
57,66.6,174.5,117,50.3
19,73.3,192.4,143,56.4
42,50.7,185.3,61,56.6
56,54.1,174.5,173,42.2
26,62.9,162.9,84,34.1
39,51.4,194.2,70,48.9
21,81.6,178.9,60,56.2
43,71.3,161.1,107,32.2
46,77.4,163.5,172,46.7
51,58.7,190.2,107,33.4
40,64.8,152.2,69,30.8
54,83.2,199.6,140,50.4
28,98.3,156.5,89,50.5
23,52.5,189.8,94,48
35,94.5,169.7,173,55.8
38,78.8,174.6,78,32.4
59,78.2,194,169,33.2
53,75,170.6,112,55.9
58,53.5,176.9,93,45.1
55,54.5,152.5,91,38.2
51,80,150.1,135,52.1
34,67,162.2,166,56.8
54,95.9,184,140,50.7
42,70.3,156.1,65,53.8
55,57.2,155.7,174,38.5
29,85.7,170.5,72,38.7
40,64.7,182.4,162,55.9
59,76.3,185.6,145,48.4
39,84.9,158.9,134,37
38,95,154,123,45.7
44,89.6,197,66,50.6
48,83.8,163,104,36.6
23,84,192.7,104,49.6
44,97.3,193.2,144,31.3
57,64.8,188.6,124,39.1
51,50.1,158.4,153,50.2
29,63.6,191.1,78,34.5
24,60.9,188.5,174,36.7
27,83.1,179.8,178,56.4
34,81.7,166.9,106,50.2
43,79.7,163.1,105,45
38,50.8,156.1,88,36.3
45,86.4,175.5,158,40.2
19,66.2,179.3,176,47.2
18,83.3,168,143,34.7
53,77.8,173.8,159,44.5
43,67.1,168.2,120,42.3
46,56.7,182.1,162,44.3
38,54.7,195.1,124,33.2
28,91.6,158.2,82,33.2
57,95.9,169.1,154,58.9
28,82.5,157,179,59.4
53,55.2,181.2,110,42.8
56,70.1,186.4,122,53.7
57,86.4,196.6,158,49.7
52,89,163.9,175,33.5
51,55.9,197.5,170,38.9
41,50,153.2,168,39.4
39,85.6,180.2,81,47.9
22,67.8,152.9,169,47.4
50,62.7,194.7,130,57.7
53,50.6,176.5,92,53.7
37,77,183.5,168,55.7
36,92.6,191.6,159,56.7
52,97.9,157.5,103,54
34,78.3,151.9,66,40
51,75.7,193.9,150,36.5
26,54.3,165.7,61,47.2
43,77.4,156.4,76,50.7
19,69,173.4,124,41.6
26,80.4,179.9,117,55.5
26,69.4,151.5,169,58.8
57,62,163.7,89,47.1
34,54.7,151.6,145,43.7
18,65.7,171,151,55.3
42,54.8,194.8,176,30.7
57,58.8,199.1,156,33.9
59,99.4,181.9,85,55.4
42,72.2,158.1,94,52
56,76.6,195.3,122,42.5
52,93.7,175.8,134,56.7
20,99.8,157.7,130,40.5
54,79.1,196.1,87,49
47,90.6,187.9,84,49
55,66.3,186.6,120,35.5
51,65.3,185.5,164,38.5
29,70.1,160,90,57.5
36,83.6,160.6,113,35.5
54,84.1,184.4,126,35.2
34,65.8,161,156,44.4
27,56.7,171.9,110,32.8
29,81.6,189.1,117,56.8
33,56.4,189.2,93,33
41,78.9,172.7,118,48.5
36,84.7,189.6,80,40.2
25,85,191.9,115,54.1
48,87.7,182.7,96,47.7
38,93.6,161.4,123,41.6
34,75,163.7,172,59.5
40,86.5,165.7,78,32
54,81,155.8,160,47.3
33,59.3,163.7,178,59.7
23,51.3,160.5,144,50.7
25,64.2,172.8,137,52.2
42,72.2,195.4,133,31
35,80.9,155.2,112,30.6
42,92.5,186,130,31.1
29,59.8,184.4,152,59.8
32,56.3,154.8,122,59.4
43,98.2,196.1,163,40
58,55.4,178.4,121,38.7
43,73.9,168.2,131,34.4
49,79.3,187.8,162,39.9
27,77.1,162.9,136,41.1
33,54.3,184.7,169,52.4
24,52.9,152,78,56
34,55.3,192,134,52.4
40,79.3,172.4,61,49.4
43,77.2,181.8,172,53
38,61.7,161.1,65,52.2
39,81.9,183.9,88,44.3
24,91,188.6,100,40.1
31,52.1,173.7,110,38.5
32,74.9,180.9,64,50.4
24,84.5,172.8,100,58.8
26,62.6,194.7,121,47.4
25,65.4,174.9,89,57.4
40,80.7,192.1,162,30.4
46,94.9,190.1,121,53.8
35,90.5,170.5,159,55.6
48,79.2,161.5,86,48.9
47,86.5,170.3,109,58
56,68.2,191.3,141,47.7
52,82,161.4,111,37.2
35,73.3,176.2,108,36.5
59,59.5,190.3,121,46.7
56,85.1,167.7,159,57.2
34,77.8,182.1,119,32.2
31,67.9,162.3,177,48.1
48,95.6,155.5,139,53.1
41,51,189.7,113,33.5
52,65.8,154.9,178,33.5
51,52.8,163.6,64,41
20,88.3,192.8,68,38.2
54,85.1,167.3,93,35.9
57,66.6,198.7,157,36
43,83.8,199,95,33.9
40,69.8,163.4,154,48.3
56,87.8,152,175,50.6
32,72.7,185.3,79,51.1
21,70.6,172.5,140,46
46,96.7,155,143,58.6
39,62.5,185.4,151,56.4
42,56,151.6,144,58.7
30,79.2,193.5,142,41.7
35,98.5,156.9,122,56.3
50,68.9,156.4,126,52.9
33,53.1,158.8,89,40.2
59,67,198,128,33.2
19,75.3,184.7,165,50.5
52,58.1,190.1,129,34.1
59,82.9,169.9,62,38.8
51,99.9,166.8,108,45
47,72.6,161.7,101,50.4
30,67.7,174,83,57.8
30,70,177.6,103,47.8
35,55.8,181.6,60,50.1
49,94.2,162.9,173,39.3
49,70.7,197.4,174,50.6
52,69.4,158.5,113,43.1
56,83,198.3,111,55.7
46,72.1,150.7,95,41.8
46,82.4,174.1,138,44
33,53.1,166.7,164,43
27,90.7,172.5,97,54.3
47,97,178.5,103,58.6
42,82.4,171.8,141,39.8
56,97.7,170.7,146,44.3
37,57.6,186.6,106,51.2
22,73.9,184.3,88,56.9
18,80.1,191.7,110,44.8
47,79.1,162.5,100,33.3
20,70.1,180.5,145,41.1
31,66.9,179.3,123,46.5
47,56.3,168.5,147,42.5
21,69.6,174.3,168,35.6
35,58.1,165.7,107,31.1
54,86.7,157.1,136,50.6
42,60.4,160.7,156,59.8
18,52.9,155.3,173,57.6
32,77.6,184.2,81,50.5
26,79.8,183,158,55.2
32,93.6,197.5,76,37.7
41,78.8,186.5,145,48.7
21,67.3,152.6,64,31.8
29,90.2,194.2,120,51.2
54,77,193.1,148,59.1
54,54,172.2,65,55.8
23,78.3,179.3,112,46
56,95.4,198.8,140,53.7
41,69.8,176.6,154,58.3
28,64.8,195.3,76,36.5
30,57.2,154.2,118,53.8
51,57.6,159.6,156,38.1
42,71.6,172,98,56.3
24,79.8,179.2,113,33
21,54,190.8,107,35.3
25,97,199.4,96,51.6
37,87.8,169.4,107,35.2
46,79.3,152.4,127,34.7
27,91.4,190.1,166,46.7
51,54,180.2,137,55
43,73.8,159.9,136,38.1
58,81.5,174.7,86,55.2
20,91.4,187.1,147,54.2
23,89.2,188.5,86,47.4
22,63.9,175,131,49.4
22,97,165.3,176,31.2
40,56.2,198.7,122,41
26,93.8,183.2,111,37.9
52,98.5,170.4,106,34.5
37,58.9,164,173,41.7
59,86.1,186.6,162,40.6
52,52,162.1,80,51.9
35,70.3,158.6,174,47.9
34,75.8,176.5,116,57.4
41,79,164.5,164,34.4
20,96.8,181.4,134,31.8
49,83.6,155.9,154,46
52,74.1,182.7,150,30
55,90.5,164.2,101,53.6
30,97.5,150,169,45.2
42,51.1,156.3,107,44.6
26,99.1,196.7,86,40.9
21,54.3,193.4,131,41.2
31,90.7,161.7,92,42.9
54,64,188.9,135,30.5
51,56.6,180.4,94,32.5
28,72,198.5,157,45.2
58,82.2,168.7,75,34.5
20,69,184.1,95,53.4
45,52.7,153.2,125,38.2
46,80,169.8,135,32.9
26,95.1,198.2,150,37.1
20,69.2,176.9,115,40.7
42,60.8,164.4,76,31.1
51,72.1,156,79,34.3
29,52.4,185.2,144,39.7
59,91,182.2,153,39.3
26,91.3,168.7,165,54
32,79.4,197.5,143,55.3
57,67.7,151.1,67,35.8
42,90,165.2,77,33.7
22,77.7,196.1,77,49
28,91.3,166,77,54.1
51,81.6,162.6,61,58.9
41,89.2,176.7,135,30.2
32,79.9,191.2,155,42.4
55,70.7,155.2,165,52
25,97.9,197.2,131,54.9
22,77.1,189.8,110,31.9
43,80.3,159.1,69,50.4
35,61,185.6,134,38.7
23,81.3,169.2,73,32.2
54,78.6,170.1,85,44.7
30,59.2,189.2,106,34.7
45,53,198.1,89,52.1
22,80.2,156.3,115,52.2
30,88.2,171,178,55.3
34,76.2,174,101,41.3
57,61.3,168.8,63,30.4
49,83.3,168.2,162,37.8
46,54,152.6,70,44
20,72.1,184.3,83,50.8
57,58.2,171.8,177,41.5
51,59.2,159.7,145,46.1
57,60.1,190.8,126,45.7
44,69.3,190.1,96,34.9
30,52.6,174.3,61,48.7
50,69.9,164.9,71,43.2
23,75.6,181.9,80,54.2
41,74.2,164.4,128,50.7
36,69.1,161.8,130,33.3
33,92,186.5,123,44.7
57,57.3,152,127,51.1
45,75.3,154.7,102,32.6
50,53.1,150.3,113,53.8
58,53.6,157.6,164,36.7
30,78.7,153.4,159,45.1
42,78.3,199.8,121,58.2
59,93.9,164.4,145,47.1
53,77.9,157.5,152,42.7
44,98,162,132,30.2
55,52.4,196.8,149,34
24,54.9,176,71,47.4
22,52.2,168.2,171,44.8
48,59.3,193.7,60,40.9
40,77.1,169.7,131,57.7
59,82.3,166.8,92,40
27,52.3,160.4,123,46.1
49,97.3,168.9,175,47.1
47,92.1,165.8,174,45.8
56,64.8,183.9,127,44.3
48,53.9,164.5,73,40.1
35,58.5,178.9,178,57.3
53,56.3,153.3,152,43.5
19,56.2,159.6,73,45.9
31,75.9,170.4,68,49.7
30,62.3,196.8,132,32
46,67.9,168.9,85,53.4
29,99.5,183.2,108,45.4
56,84.2,162.8,170,49.7
19,97.4,156.4,165,53.2
49,57.1,152.9,76,56.2
30,69.1,165.3,164,41.8
44,77.7,157.9,127,54.3
58,53.8,158.7,119,37.8
34,50.2,188,169,49.8
57,83.5,150.8,62,33.1
48,82.1,177.9,152,30.6
51,70.5,169,84,32.9
41,74.5,175.3,80,39.6
52,70.8,178.1,71,30.9
23,51.2,165.7,113,48.9
36,66.8,164.8,60,39.5
47,58.9,186.7,60,52.1
24,54.9,193.6,104,31.4
27,97.8,159.6,105,36.5
58,80,154.9,107,42.2
49,86.4,194.9,66,41.5
51,65.8,167.5,69,33.9
45,69.7,177.6,74,59.8
32,61.8,168,99,38.5
47,54.8,156.3,70,51.6
54,59,179.5,115,36.6
46,89.9,176.3,105,56.3
39,83.9,160.1,104,41.6
21,77.3,172.6,146,57
37,73.8,189.8,72,40.3
49,96.1,179.5,86,30.3
53,53.6,154.8,164,45.5
21,64,177.4,140,45.7
44,67.5,185.1,109,33.6
34,89.1,189.6,120,37
29,99.6,181.5,174,53.5
39,62,157.6,72,31.1
34,93.7,185.5,71,44.7
27,91.5,183.9,88,45.9
18,61.2,151.2,144,50.7
39,70,170.6,143,31.1
43,70.5,166.6,79,47.6
35,98.9,183.5,90,30.1
31,59,160.8,67,38
46,90,179.5,83,45
29,66.7,195.7,134,57.3
53,86.5,189.9,98,33.8
52,71,196.1,92,35.1
29,78.9,198.9,101,50.1
24,91.6,150.5,74,41.2
46,90.2,181.1,127,48.7
28,93.3,170.6,124,59.9
50,53,193,91,59.6
23,84.6,162.6,70,40.6
32,57,199.1,153,45.1
49,70.8,180.7,96,57.1
28,77.4,189.7,78,32.8
40,70.1,154.3,110,43.6
43,76,159.2,159,41.3
51,99.8,187.9,93,38.8
51,56.8,151.1,130,59.8
46,83.8,190.8,119,52
21,69.8,150.7,168,41.7
34,56.7,182.9,143,54.9
52,57.9,168.3,112,44.7
30,97.5,180.6,71,56.2
58,94,184.8,121,38
56,95.4,167.1,155,36.7
32,99.6,155.4,125,37.4
46,60.4,153.5,145,46.2
46,67.8,179.4,164,38.7
28,83.5,176,107,34.4
49,74.2,187.1,99,59.8
19,70.9,175.5,83,57
31,67.9,171.1,109,49.1
37,79.7,169.9,154,56.7
39,78.8,151.3,127,58.1
28,58.1,166.8,147,50.3
44,73.6,198.8,102,45.6
20,77.7,193.7,76,56.5
34,78.5,166.5,163,47
45,60.5,179.4,142,33.8
46,87.1,192.4,163,41
38,51.3,172.1,161,43.4
33,67.7,150.9,114,58.1
54,89,153.7,93,49.8
37,78.2,175.5,170,56.3
23,63.1,198.5,156,52.7
36,84.7,184.7,129,39.3
22,78.4,153.5,119,51.6
20,89.8,159.5,110,35.9
18,86.8,188.6,159,42.2
55,80.5,192.1,136,54.2
32,74.4,180.9,170,48.4
51,56.7,182.2,132,54.8
52,63.1,151.4,94,37.6
42,71,191.4,93,52.5
41,80,189.4,75,36.1
29,75.7,163,141,46.4
35,64.4,185.4,77,43
32,50.3,160.7,97,46.7
33,74.8,152,173,34.1
44,64.3,160.1,102,40.8
25,86.7,158.9,91,50
42,51.2,166.9,66,46.8
34,79.2,170.9,146,46.5
46,97.1,175.4,146,45.3
25,58.7,173.8,105,58.3
32,73.6,163.5,120,58
44,54.6,151.5,77,40.8
24,81.3,180.3,130,40.6
20,77.5,169.8,165,46.6
46,70.4,164.9,99,32.9
41,76.1,193.3,147,39.1
20,94.8,187.3,137,36.9
37,59.8,192.9,109,36.7
32,51.1,174.7,64,49.2
42,93.1,156.5,169,41.5
47,78.9,184.8,113,35.1
31,94.5,160.3,145,56.6
24,79.8,172.1,117,56.2
34,90.5,153.3,81,55.9
37,71.5,191.3,133,41.7
53,87.5,156.3,149,31.7
26,95.7,195.2,138,33.2
55,78.6,193.2,97,38.3
39,59,173.2,164,36.6
19,63.4,187.2,165,56.2
41,59.9,181,178,59.6
25,62.3,190.2,108,54.5
28,65.3,171.6,60,51.9
30,77.8,189.3,137,47.7
34,79.4,173.1,95,53.1
25,71.3,197,154,58.4
38,80.8,174.3,87,48
35,54.1,173.1,157,34.6
47,54.4,189.3,94,34.9
35,58.6,191.1,119,47.5
48,75.9,177.7,162,40
55,60.7,159,121,57.3
49,64.2,173.4,146,48.3
28,70,198.4,105,50.3
42,90.6,187.6,167,30.2
50,50.7,190.6,142,45
55,82.5,151.6,141,42.9
58,83.4,173.4,138,51.2
25,89.9,182.3,120,41.5
28,96.6,191.5,124,59.3
39,51,152.5,148,50.1
41,57.7,192.6,85,49.8
58,94.3,177.4,94,57.6
34,72.9,159.9,116,59.9
29,78.2,165.9,138,35.9
49,83.2,164.1,122,54.3
32,84,176.5,63,34.9
33,96.6,152.6,138,43.7
39,99.8,157.9,101,33
45,86,190.6,161,48.7
37,64.4,156.6,104,44.1
50,94,161.7,98,48.9
27,52.5,172.7,177,50.3
57,61.6,175.9,124,48.6
49,94.9,188.2,81,38.8
50,62.8,172.4,70,55.1
19,61,189.5,169,46.6
50,56.9,180.9,161,44.7
50,93,155.7,96,59.6
58,75,157.8,174,38.5
30,83.7,171.9,149,45.8
47,62,169.8,110,50.5
50,87.9,187.2,150,33.8
30,88,179,117,40.6
43,65.6,169.4,136,54.1
39,70.5,158.5,66,37.1
56,60.5,161.3,67,44.8
19,98.8,178.8,169,48.9
55,82.3,171.2,110,50.1
56,96.7,175.7,174,51.8
43,65.2,158.5,82,56
32,89.1,183.1,149,41.8
51,88.3,192.6,167,51.2
59,84.6,162.9,178,52
57,98.3,174.6,150,39
28,69.7,198.8,68,59
20,56.5,166.7,105,56
23,83.6,179.8,97,38.7
26,86.5,154.5,170,50.3
23,78.8,180.3,72,51.5
26,60.3,154.5,66,42.9
56,75.2,198,70,55.9
48,65.6,185.8,133,50.7
49,71.4,189.4,156,49.7
58,82.3,185.2,162,36.6
29,87.3,179.5,109,42.2
25,61.6,172.5,178,43
25,70.3,192.9,126,52
45,63.5,197.8,100,48.6
37,59.9,175,88,32.6
24,89.2,196.6,96,39.2
28,95.5,179.2,178,44.2
37,68.5,176.9,115,52.1
33,87.6,172.7,168,52.3
21,94.8,160.5,139,44.7
23,92.3,150.2,75,33.5
39,59.1,162.1,103,38.8
43,97.8,175.5,109,37.6
20,68.8,169,166,53.4
58,67,172.4,172,35.4
59,53.1,199,130,43.9
31,74.3,167.5,138,50.1
28,55.5,172.6,161,58.9
35,62.4,156.7,65,60
29,65.8,152.4,77,58.6
40,90.4,188.8,78,51.5
29,93.8,178.5,175,52.4
30,65.1,188,110,52.8
42,92.9,157.5,125,55.9
36,92.9,178.6,62,58.6
53,88.2,162.7,169,43.4
25,57.3,161.4,177,42.5
46,84.5,150.6,148,43.8
49,97.3,156.5,159,49.8
35,84.1,165.5,113,53.3
23,66.6,155.8,108,56.1
35,75,199.3,87,43.7
36,82.3,165.4,97,40.9
39,75.5,156.5,87,59.5
54,56,160,91,37
49,65.6,179.4,174,36.7
58,90.1,153.2,100,51.5
20,93.1,193.1,95,35.4
45,56.9,198.1,162,42
27,97.6,162.3,95,38.8
52,66.4,172.5,166,35.1
46,83.1,151.1,177,47.4
32,87.6,182,146,41.2
50,90.6,170.7,125,43.9
24,97.3,163.5,69,35.9
29,65.6,160.3,129,53
47,92.9,182.7,131,39.4
38,56.6,170.8,138,40.3
48,85.3,159,168,37.6
41,87.1,184.5,152,43
37,83.9,178.3,122,43.9
54,62.6,192.9,151,45.9
21,93.7,155.9,81,59
45,58.4,189.3,157,57.1
37,52.7,183.7,79,48.3
41,85.9,155.8,92,31.2
49,73.8,184.7,74,48.4
58,92.5,172.1,66,32.7
53,69.2,197.2,147,51.3
51,58.4,157.1,149,41.7
53,91.8,182.1,109,55.1
19,77.4,169.1,69,58.3
32,59.5,197.8,138,42.5
51,86,166.5,96,43.8
53,75.6,198.1,118,47.7
23,80.2,195.1,147,35.9
56,73,163.5,134,57.8
59,91.4,190.2,163,43
29,91.5,199.8,122,35
20,85.5,162.6,80,52.9
35,55.3,171.8,163,36.6
57,91.9,176,161,34.3
38,83.6,164.7,138,46.9
32,84.9,150.8,138,50.1
50,68.1,161,96,47.1
52,94,164.1,104,49.7
43,86.3,172.2,73,33.5
25,55.6,158.6,102,44.3
53,70.4,193.7,175,40.7
47,94.3,185.2,144,59.2
40,52.4,154.3,167,31.5
59,98.1,182.5,143,38.9
31,84,182.7,92,58.3
31,81.6,197.8,62,59.5
19,63.5,150.2,163,54.7
54,62.4,162.4,146,32.3
22,97.1,196.4,103,46.8
55,64.9,196.6,170,42
58,88.8,186,146,54.2
31,69.7,188.3,150,31.7
56,57,154.6,94,35.9
42,50.5,175.7,84,44.7
37,77.2,161.6,155,34.7
19,98.8,159.1,145,50.8
56,68.5,190.5,67,54.6
23,67.9,156.8,179,51.1
34,67.2,173.4,174,43.2
42,76,196.9,175,56.4
45,72,159.3,121,34.1
19,94,198.9,161,37.8
52,75.3,199.7,77,44.7
54,75.4,177.8,151,31.8
22,56.9,158.5,87,32.9
18,99.1,165.8,134,41.9
57,62.5,171.2,71,58.3
29,53.7,165.5,123,57.3
53,83.2,164,178,44
40,79.8,198.6,61,34.3
48,70.8,157.7,118,35.3
28,71.1,186.7,96,41.3
27,89.3,150,63,36.3
20,59.8,179.8,100,32.5
31,91,195.8,104,50.2
33,82.4,164.4,168,47.4
27,70.9,159.3,170,38.7
46,72.9,182.6,93,53.4
27,62.8,185.6,146,53.3
29,87.6,184.4,72,44.7
47,75.6,166,66,32.9
58,66,162.6,91,57.6
